code,klt,loss,mape,val_loss,val_mape,modelname
c000521,102,0.1,6.27,0.1,5.82,/kaggle/working/models_2/102/0.10_000521_20_mem_3_ltsm_1_dense_1_unit_64.h5
c600617,102,0.36,7.08,0.22,4.91,/kaggle/working/models_2/102/0.36_600617_21_mem_3_ltsm_1_dense_1_unit_64.h5
c000968,102,0.71,6.45,0.07,1.96,/kaggle/working/models_2/102/0.71_000968_53_mem_3_ltsm_1_dense_1_unit_64.h5
c002014,102,0.1,19.26,0.37,8.66,/kaggle/working/models_2/102/0.10_002014_15_mem_3_ltsm_1_dense_1_unit_64.h5
c002014,102,0.1,17.72,0.04,1.7,/kaggle/working/models_2/102/0.10_002014_18_mem_3_ltsm_1_dense_1_unit_64.h5
c002014,102,0.1,13.2,0.07,3.76,/kaggle/working/models_2/102/0.10_002014_21_mem_3_ltsm_1_dense_1_unit_64.h5
c601001,102,0.61,6.82,0.3,6.15,/kaggle/working/models_2/102/0.61_601001_44_mem_3_ltsm_1_dense_1_unit_64.h5
c605117,102,313.36,6.3,1750.41,10.77,/kaggle/working/models_2/102/313.36_605117_92_mem_3_ltsm_1_dense_1_unit_64.h5
c600557,102,0.91,12.89,0.62,3.95,/kaggle/working/models_2/102/0.91_600557_29_mem_3_ltsm_1_dense_1_unit_64.h5
c605208,102,3.81,9.31,2.99,9.47,/kaggle/working/models_2/102/3.81_605208_19_mem_3_ltsm_1_dense_1_unit_64.h5
c002556,102,0.29,6.68,0.05,1.73,/kaggle/working/models_2/102/0.29_002556_26_mem_3_ltsm_1_dense_1_unit_64.h5
c601699,102,0.58,11.41,0.08,1.99,/kaggle/working/models_2/102/0.58_601699_32_mem_3_ltsm_1_dense_1_unit_64.h5
c002930,102,1.55,6.12,0.16,1.52,/kaggle/working/models_2/102/1.55_002930_58_mem_3_ltsm_1_dense_1_unit_64.h5
c600660,102,0.36,21.04,221.13,28.55,/kaggle/working/models_2/102/0.36_600660_27_mem_3_ltsm_1_dense_1_unit_64.h5
c605018,102,3.01,9.05,3.81,16.72,/kaggle/working/models_2/102/3.01_605018_15_mem_3_ltsm_1_dense_1_unit_64.h5
c605068,102,16.08,10.9,8.13,9.09,/kaggle/working/models_2/102/16.08_605068_19_mem_3_ltsm_1_dense_1_unit_64.h5
c000035,102,0.11,8.0,0.02,1.8,/kaggle/working/models_2/102/0.11_000035_21_mem_3_ltsm_1_dense_1_unit_64.h5
c000035,102,0.11,7.83,0.03,1.89,/kaggle/working/models_2/102/0.11_000035_27_mem_3_ltsm_1_dense_1_unit_64.h5
c603768,102,1.45,6.53,0.81,3.33,/kaggle/working/models_2/102/1.45_603768_34_mem_3_ltsm_1_dense_1_unit_64.h5
c002128,102,0.81,7.73,0.1,2.19,/kaggle/working/models_2/102/0.81_002128_26_mem_3_ltsm_1_dense_1_unit_64.h5
c000806,102,0.36,6.37,0.02,4.6,/kaggle/working/models_2/102/0.36_000806_27_mem_3_ltsm_1_dense_1_unit_64.h5
c603392,102,769.4,17.01,229.34,10.25,/kaggle/working/models_2/102/769.40_603392_25_mem_3_ltsm_1_dense_1_unit_64.h5
c002041,102,0.58,8.18,0.59,2.96,/kaggle/working/models_2/102/0.58_002041_40_mem_3_ltsm_1_dense_1_unit_64.h5
c000801,102,0.24,8.24,0.03,2.23,/kaggle/working/models_2/102/0.24_000801_18_mem_3_ltsm_1_dense_1_unit_64.h5
c600755,102,0.1,31.65,0.08,4.16,/kaggle/working/models_2/102/0.10_600755_15_mem_3_ltsm_1_dense_1_unit_64.h5
c600916,102,2.82,9.43,1.55,7.83,/kaggle/working/models_2/102/2.82_600916_17_mem_3_ltsm_1_dense_1_unit_64.h5
c000153,102,0.31,6.23,0.09,2.59,/kaggle/working/models_2/102/0.31_000153_30_mem_3_ltsm_1_dense_1_unit_64.h5
c000153,102,0.31,6.4,0.1,2.57,/kaggle/working/models_2/102/0.31_000153_31_mem_3_ltsm_1_dense_1_unit_64.h5
c600318,102,0.24,7.86,0.41,4.66,/kaggle/working/models_2/102/0.24_600318_42_mem_3_ltsm_1_dense_1_unit_64.h5
c002648,102,0.11,6.64,54.47,37.22,/kaggle/working/models_2/102/0.11_002648_43_mem_3_ltsm_1_dense_1_unit_64.h5
c603319,102,1.13,6.53,0.39,2.53,/kaggle/working/models_2/102/1.13_603319_28_mem_3_ltsm_1_dense_1_unit_64.h5
c000753,102,0.06,6.21,0.01,2.17,/kaggle/working/models_2/102/0.06_000753_19_mem_3_ltsm_1_dense_1_unit_64.h5
c000753,102,0.06,6.43,0.01,1.33,/kaggle/working/models_2/102/0.06_000753_21_mem_3_ltsm_1_dense_1_unit_64.h5
c603637,102,0.55,5.82,0.37,6.45,/kaggle/working/models_2/102/0.55_603637_55_mem_3_ltsm_1_dense_1_unit_64.h5
c000037,102,0.27,7.29,0.51,4.29,/kaggle/working/models_2/102/0.27_000037_17_mem_3_ltsm_1_dense_1_unit_64.h5
c000037,102,0.27,6.93,0.3,3.06,/kaggle/working/models_2/102/0.27_000037_21_mem_3_ltsm_1_dense_1_unit_64.h5
c605090,102,6.19,8.3,2.57,5.73,/kaggle/working/models_2/102/6.19_605090_26_mem_3_ltsm_1_dense_1_unit_64.h5
c600960,102,0.19,6.75,0.01,1.97,/kaggle/working/models_2/102/0.19_600960_22_mem_3_ltsm_1_dense_1_unit_64.h5
c600960,102,0.19,6.79,0.03,4.37,/kaggle/working/models_2/102/0.19_600960_39_mem_3_ltsm_1_dense_1_unit_64.h5
c600057,102,0.1,8.05,0.37,7.0,/kaggle/working/models_2/102/0.10_600057_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600057,102,0.1,8.42,0.12,3.24,/kaggle/working/models_2/102/0.10_600057_26_mem_3_ltsm_1_dense_1_unit_64.h5
c002321,102,0.4,5.68,0.52,24.68,/kaggle/working/models_2/102/0.40_002321_36_mem_3_ltsm_1_dense_1_unit_64.h5
c002164,102,0.28,5.96,0.02,2.04,/kaggle/working/models_2/102/0.28_002164_38_mem_3_ltsm_1_dense_1_unit_64.h5
c002531,102,0.14,7.44,22.96,22.39,/kaggle/working/models_2/102/0.14_002531_31_mem_3_ltsm_1_dense_1_unit_64.h5
c002531,102,0.14,7.84,18.71,20.54,/kaggle/working/models_2/102/0.14_002531_37_mem_3_ltsm_1_dense_1_unit_64.h5
c000589,102,0.08,5.34,0.01,1.83,/kaggle/working/models_2/102/0.08_000589_39_mem_3_ltsm_1_dense_1_unit_64.h5
c603758,102,0.49,7.31,0.16,2.81,/kaggle/working/models_2/102/0.49_603758_36_mem_3_ltsm_1_dense_1_unit_64.h5
c000887,102,0.62,17.8,0.17,2.82,/kaggle/working/models_2/102/0.62_000887_22_mem_3_ltsm_1_dense_1_unit_64.h5
c002245,102,0.19,9.01,31.68,20.02,/kaggle/working/models_2/102/0.19_002245_18_mem_3_ltsm_1_dense_1_unit_64.h5
c600271,102,1.19,25.3,0.29,3.06,/kaggle/working/models_2/102/1.19_600271_18_mem_3_ltsm_1_dense_1_unit_64.h5
c000669,102,0.47,7.41,0.09,4.96,/kaggle/working/models_2/102/0.47_000669_21_mem_3_ltsm_1_dense_1_unit_64.h5
