code,klt,loss,mape,val_loss,val_mape,modelname
c600767,102,0.73,9.1,0.11,5.38,/kaggle/working/models_2/102/0.73_600767_48_mem_3_ltsm_1_dense_1_unit_64.h5
c603366,102,1.32,11.54,0.43,7.59,/kaggle/working/models_2/102/1.32_603366_31_mem_3_ltsm_1_dense_1_unit_64.h5
c000069,102,0.19,24.76,0.09,3.31,/kaggle/working/models_2/102/0.19_000069_48_mem_3_ltsm_1_dense_1_unit_64.h5
c002700,102,2.44,11.75,0.36,12.73,/kaggle/working/models_2/102/2.44_002700_37_mem_3_ltsm_1_dense_1_unit_64.h5
c600601,102,0.08,7.89,0.01,2.82,/kaggle/working/models_2/102/0.08_600601_48_mem_3_ltsm_1_dense_1_unit_64.h5
c600601,102,0.08,7.93,0.01,2.53,/kaggle/working/models_2/102/0.08_600601_49_mem_3_ltsm_1_dense_1_unit_64.h5
c000796,102,2.51,13.63,3.59,14.34,/kaggle/working/models_2/102/2.51_000796_19_mem_3_ltsm_1_dense_1_unit_64.h5
c600933,102,6.95,19.99,39.19,27.68,/kaggle/working/models_2/102/6.95_600933_29_mem_3_ltsm_1_dense_1_unit_64.h5
c600112,102,0.99,9.8,0.28,13.69,/kaggle/working/models_2/102/0.99_600112_46_mem_3_ltsm_1_dense_1_unit_64.h5
c600099,102,0.6,8.33,0.07,2.79,/kaggle/working/models_2/102/0.60_600099_48_mem_3_ltsm_1_dense_1_unit_64.h5
c600099,102,0.6,8.45,0.07,2.66,/kaggle/working/models_2/102/0.60_600099_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002843,102,5.61,12.93,6.11,11.08,/kaggle/working/models_2/102/5.61_002843_46_mem_3_ltsm_1_dense_1_unit_64.h5
c000819,102,2.47,11.68,1.67,6.98,/kaggle/working/models_2/102/2.47_000819_34_mem_3_ltsm_1_dense_1_unit_64.h5
c000889,102,0.33,8.94,0.21,9.12,/kaggle/working/models_2/102/0.33_000889_42_mem_3_ltsm_1_dense_1_unit_64.h5
c000889,102,0.33,8.79,0.19,8.55,/kaggle/working/models_2/102/0.33_000889_45_mem_3_ltsm_1_dense_1_unit_64.h5
c600303,102,0.4,8.18,0.18,6.99,/kaggle/working/models_2/102/0.40_600303_48_mem_3_ltsm_1_dense_1_unit_64.h5
c002482,102,0.95,10.06,0.82,33.07,/kaggle/working/models_2/102/0.95_002482_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002482,102,0.95,9.8,0.69,30.2,/kaggle/working/models_2/102/0.95_002482_28_mem_3_ltsm_1_dense_1_unit_64.h5
c600666,102,0.18,13.13,0.49,16.23,/kaggle/working/models_2/102/0.18_600666_46_mem_3_ltsm_1_dense_1_unit_64.h5
c002416,102,1.33,10.0,0.75,6.52,/kaggle/working/models_2/102/1.33_002416_45_mem_3_ltsm_1_dense_1_unit_64.h5
c002906,102,26.75,15.99,42.64,11.79,/kaggle/working/models_2/102/26.75_002906_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002786,102,17.52,22.23,4.06,27.76,/kaggle/working/models_2/102/17.52_002786_26_mem_3_ltsm_1_dense_1_unit_64.h5
c000564,102,0.03,9.96,0.08,16.57,/kaggle/working/models_2/102/0.03_000564_33_mem_3_ltsm_1_dense_1_unit_64.h5
c000564,102,0.03,9.36,0.07,16.36,/kaggle/working/models_2/102/0.03_000564_34_mem_3_ltsm_1_dense_1_unit_64.h5
c000564,102,0.03,9.46,0.08,15.94,/kaggle/working/models_2/102/0.03_000564_35_mem_3_ltsm_1_dense_1_unit_64.h5
c600654,102,1.16,18.88,5.61,22.12,/kaggle/working/models_2/102/1.16_600654_16_mem_3_ltsm_1_dense_1_unit_64.h5
c000587,102,0.24,16.64,0.12,11.67,/kaggle/working/models_2/102/0.24_000587_49_mem_3_ltsm_1_dense_1_unit_64.h5
c600714,102,0.97,8.48,0.24,5.03,/kaggle/working/models_2/102/0.97_600714_45_mem_3_ltsm_1_dense_1_unit_64.h5
c600804,102,1.36,60.11,0.46,6.95,/kaggle/working/models_2/102/1.36_600804_37_mem_3_ltsm_1_dense_1_unit_64.h5
c002655,102,2.07,11.2,1.05,6.85,/kaggle/working/models_2/102/2.07_002655_49_mem_3_ltsm_1_dense_1_unit_64.h5
c600698,102,0.37,8.31,0.14,5.95,/kaggle/working/models_2/102/0.37_600698_41_mem_3_ltsm_1_dense_1_unit_64.h5
c600698,102,0.37,8.65,0.14,6.82,/kaggle/working/models_2/102/0.37_600698_42_mem_3_ltsm_1_dense_1_unit_64.h5
c603970,102,18.16,24.29,151.09,41.0,/kaggle/working/models_2/102/18.16_603970_33_mem_3_ltsm_1_dense_1_unit_64.h5
c605138,102,1.67,7.78,0.67,4.99,/kaggle/working/models_2/102/1.67_605138_48_mem_3_ltsm_1_dense_1_unit_64.h5
c002740,102,2.93,12.55,0.2,10.29,/kaggle/working/models_2/102/2.93_002740_37_mem_3_ltsm_1_dense_1_unit_64.h5
c002113,102,0.13,11.89,0.01,5.4,/kaggle/working/models_2/102/0.13_002113_44_mem_3_ltsm_1_dense_1_unit_64.h5
c002113,102,0.13,11.59,0.01,4.67,/kaggle/working/models_2/102/0.13_002113_48_mem_3_ltsm_1_dense_1_unit_64.h5
c600081,102,0.94,11.06,0.34,3.81,/kaggle/working/models_2/102/0.94_600081_49_mem_3_ltsm_1_dense_1_unit_64.h5
c000014,102,0.83,11.03,0.42,4.75,/kaggle/working/models_2/102/0.83_000014_43_mem_3_ltsm_1_dense_1_unit_64.h5
c000014,102,0.83,11.79,0.49,5.3,/kaggle/working/models_2/102/0.83_000014_45_mem_3_ltsm_1_dense_1_unit_64.h5
c605589,102,82.41,22.86,46.86,21.14,/kaggle/working/models_2/102/82.41_605589_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002380,102,13.09,17.35,14.27,18.18,/kaggle/working/models_2/102/13.09_002380_18_mem_3_ltsm_1_dense_1_unit_64.h5
c002050,102,0.37,47.1,88.25,38.1,/kaggle/working/models_2/102/0.37_002050_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002077,102,2.04,11.18,4.68,9.46,/kaggle/working/models_2/102/2.04_002077_32_mem_3_ltsm_1_dense_1_unit_64.h5
c605133,102,26.35,19.88,103.16,28.85,/kaggle/working/models_2/102/26.35_605133_44_mem_3_ltsm_1_dense_1_unit_64.h5
c000732,102,0.66,17.43,1.19,32.48,/kaggle/working/models_2/102/0.66_000732_22_mem_3_ltsm_1_dense_1_unit_64.h5
c601238,102,1.44,13.4,1.6,7.92,/kaggle/working/models_2/102/1.44_601238_49_mem_3_ltsm_1_dense_1_unit_64.h5
c600898,102,0.71,8.72,0.14,4.17,/kaggle/working/models_2/102/0.71_600898_46_mem_3_ltsm_1_dense_1_unit_64.h5
c002751,102,602.16,37.15,337.4,189.24,/kaggle/working/models_2/102/602.16_002751_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002290,102,20.88,18.76,2.23,13.33,/kaggle/working/models_2/102/20.88_002290_19_mem_3_ltsm_1_dense_1_unit_64.h5
c603035,102,4.73,13.82,4.54,9.74,/kaggle/working/models_2/102/4.73_603035_48_mem_3_ltsm_1_dense_1_unit_64.h5
c603786,102,1199.8,48.01,984.18,48.03,/kaggle/working/models_2/102/1199.80_603786_49_mem_3_ltsm_1_dense_1_unit_64.h5
c605378,102,41.28,18.32,13.76,15.67,/kaggle/working/models_2/102/41.28_605378_47_mem_3_ltsm_1_dense_1_unit_64.h5
c002426,102,0.27,10.98,0.04,6.06,/kaggle/working/models_2/102/0.27_002426_42_mem_3_ltsm_1_dense_1_unit_64.h5
c603189,102,46.19,22.14,24.46,32.67,/kaggle/working/models_2/102/46.19_603189_21_mem_3_ltsm_1_dense_1_unit_64.h5
c002122,102,3.17,17.06,0.33,17.79,/kaggle/working/models_2/102/3.17_002122_17_mem_3_ltsm_1_dense_1_unit_64.h5
c000980,102,0.49,8.08,1.42,27.01,/kaggle/working/models_2/102/0.49_000980_48_mem_3_ltsm_1_dense_1_unit_64.h5
c000980,102,0.49,8.49,1.46,27.75,/kaggle/working/models_2/102/0.49_000980_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002549,102,0.59,9.6,19.98,22.76,/kaggle/working/models_2/102/0.59_002549_48_mem_3_ltsm_1_dense_1_unit_64.h5
c002928,102,2.38,11.68,1.13,7.47,/kaggle/working/models_2/102/2.38_002928_38_mem_3_ltsm_1_dense_1_unit_64.h5
c002076,102,0.13,8.15,0.03,8.08,/kaggle/working/models_2/102/0.13_002076_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002087,102,0.2,9.63,0.13,5.99,/kaggle/working/models_2/102/0.20_002087_26_mem_3_ltsm_1_dense_1_unit_64.h5
c603885,102,4.72,10.66,1.61,6.85,/kaggle/working/models_2/102/4.72_603885_48_mem_3_ltsm_1_dense_1_unit_64.h5
