code,klt,loss,mape,val_loss,val_mape,modelname
c002845,102,1.82,6.56,0.54,3.7,/kaggle/working/models_2/102/1.82_002845_35_mem_3_ltsm_1_dense_1_unit_64.h5
c002297,102,0.82,6.77,0.24,4.8,/kaggle/working/models_2/102/0.82_002297_15_mem_3_ltsm_1_dense_1_unit_64.h5
c002781,102,3.02,6.77,0.72,12.72,/kaggle/working/models_2/102/3.02_002781_45_mem_3_ltsm_1_dense_1_unit_64.h5
c603713,102,46.41,7.21,9.14,1.98,/kaggle/working/models_2/102/46.41_603713_54_mem_3_ltsm_1_dense_1_unit_64.h5
c600756,102,0.94,6.85,1.61,6.64,/kaggle/working/models_2/102/0.94_600756_41_mem_3_ltsm_1_dense_1_unit_64.h5
c603706,102,2.06,6.24,0.39,3.74,/kaggle/working/models_2/102/2.06_603706_60_mem_3_ltsm_1_dense_1_unit_64.h5
c002069,102,1.28,7.73,0.19,10.48,/kaggle/working/models_2/102/1.28_002069_18_mem_3_ltsm_1_dense_1_unit_64.h5
c002923,102,1.1,5.82,0.43,2.66,/kaggle/working/models_2/102/1.10_002923_35_mem_3_ltsm_1_dense_1_unit_64.h5
c000096,102,0.44,6.94,0.08,2.48,/kaggle/working/models_2/102/0.44_000096_16_mem_3_ltsm_1_dense_1_unit_64.h5
c603178,102,0.87,6.79,0.13,2.43,/kaggle/working/models_2/102/0.87_603178_25_mem_3_ltsm_1_dense_1_unit_64.h5
c002094,102,0.4,6.43,0.31,12.96,/kaggle/working/models_2/102/0.40_002094_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002094,102,0.4,6.43,0.12,5.23,/kaggle/working/models_2/102/0.40_002094_27_mem_3_ltsm_1_dense_1_unit_64.h5
c600289,102,0.46,6.8,0.03,3.37,/kaggle/working/models_2/102/0.46_600289_16_mem_3_ltsm_1_dense_1_unit_64.h5
c600289,102,0.46,6.43,0.02,3.4,/kaggle/working/models_2/102/0.46_600289_20_mem_3_ltsm_1_dense_1_unit_64.h5
c600114,102,0.19,22.24,0.81,6.9,/kaggle/working/models_2/102/0.19_600114_28_mem_3_ltsm_1_dense_1_unit_64.h5
c603109,102,2.01,6.43,0.54,3.08,/kaggle/working/models_2/102/2.01_603109_50_mem_3_ltsm_1_dense_1_unit_64.h5
c603109,102,2.01,5.99,0.44,2.79,/kaggle/working/models_2/102/2.01_603109_70_mem_3_ltsm_1_dense_1_unit_64.h5
c603926,102,0.76,6.47,0.13,2.41,/kaggle/working/models_2/102/0.76_603926_31_mem_3_ltsm_1_dense_1_unit_64.h5
c002732,102,3.31,6.08,0.8,3.56,/kaggle/working/models_2/102/3.31_002732_48_mem_3_ltsm_1_dense_1_unit_64.h5
