code,klt,loss,mape,val_loss,val_mape,modelname
c000797,102,0.05,5.94,0.02,2.47,/kaggle/working/models_2/102/0.05_000797_16_mem_3_ltsm_1_dense_1_unit_64.h5
c002652,102,0.22,7.53,0.03,4.46,/kaggle/working/models_2/102/0.22_002652_11_mem_3_ltsm_1_dense_1_unit_64.h5
c000421,102,0.2,7.88,0.03,1.98,/kaggle/working/models_2/102/0.20_000421_17_mem_3_ltsm_1_dense_1_unit_64.h5
c000421,102,0.2,8.67,0.02,2.18,/kaggle/working/models_2/102/0.20_000421_19_mem_3_ltsm_1_dense_1_unit_64.h5
c000800,102,0.62,21.54,0.3,5.94,/kaggle/working/models_2/102/0.62_000800_13_mem_3_ltsm_1_dense_1_unit_64.h5
c600051,102,0.38,7.42,0.05,1.87,/kaggle/working/models_2/102/0.38_600051_20_mem_3_ltsm_1_dense_1_unit_64.h5
c002703,102,0.43,5.99,0.21,3.03,/kaggle/working/models_2/102/0.43_002703_50_mem_3_ltsm_1_dense_1_unit_64.h5
c002911,102,0.61,6.25,0.31,2.08,/kaggle/working/models_2/102/0.61_002911_34_mem_3_ltsm_1_dense_1_unit_64.h5
c002644,102,0.58,6.78,0.28,5.69,/kaggle/working/models_2/102/0.58_002644_22_mem_3_ltsm_1_dense_1_unit_64.h5
c000666,102,0.74,7.92,0.75,5.14,/kaggle/working/models_2/102/0.74_000666_12_mem_3_ltsm_1_dense_1_unit_64.h5
c601858,102,0.56,6.23,0.21,2.49,/kaggle/working/models_2/102/0.56_601858_36_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,0.88,5.97,2.67,6.97,/kaggle/working/models_2/102/0.88_002875_38_mem_3_ltsm_1_dense_1_unit_64.h5
c600130,102,0.15,5.97,0.01,2.56,/kaggle/working/models_2/102/0.15_600130_34_mem_3_ltsm_1_dense_1_unit_64.h5
c600647,102,0.9,7.88,0.36,3.25,/kaggle/working/models_2/102/0.90_600647_22_mem_3_ltsm_1_dense_1_unit_64.h5
c600647,102,0.9,8.22,1.08,6.68,/kaggle/working/models_2/102/0.90_600647_28_mem_3_ltsm_1_dense_1_unit_64.h5
c603689,102,0.48,6.59,0.01,1.21,/kaggle/working/models_2/102/0.48_603689_36_mem_3_ltsm_1_dense_1_unit_64.h5
c603689,102,0.48,6.35,0.04,2.12,/kaggle/working/models_2/102/0.48_603689_37_mem_3_ltsm_1_dense_1_unit_64.h5
c603689,102,0.48,6.49,0.02,1.35,/kaggle/working/models_2/102/0.48_603689_39_mem_3_ltsm_1_dense_1_unit_64.h5
c002855,102,0.66,5.49,0.3,4.34,/kaggle/working/models_2/102/0.66_002855_58_mem_3_ltsm_1_dense_1_unit_64.h5
c600266,102,0.28,15.46,0.06,3.01,/kaggle/working/models_2/102/0.28_600266_14_mem_3_ltsm_1_dense_1_unit_64.h5
c001338,102,2.15,6.35,206.3,66.74,/kaggle/working/models_2/102/2.15_001338_37_mem_3_ltsm_1_dense_1_unit_64.h5
c001338,102,2.15,6.23,197.95,63.17,/kaggle/working/models_2/102/2.15_001338_39_mem_3_ltsm_1_dense_1_unit_64.h5
c603811,102,0.92,6.16,0.32,2.86,/kaggle/working/models_2/102/0.92_603811_42_mem_3_ltsm_1_dense_1_unit_64.h5
c603949,102,1.73,5.44,1.99,4.15,/kaggle/working/models_2/102/1.73_603949_66_mem_3_ltsm_1_dense_1_unit_64.h5
c000722,102,0.45,7.0,0.17,2.08,/kaggle/working/models_2/102/0.45_000722_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002150,102,0.21,7.09,6.92,4.58,/kaggle/working/models_2/102/0.21_002150_29_mem_3_ltsm_1_dense_1_unit_64.h5
c002728,102,1.89,6.6,4.36,4.79,/kaggle/working/models_2/102/1.89_002728_32_mem_3_ltsm_1_dense_1_unit_64.h5
c000888,102,0.2,6.05,0.03,1.48,/kaggle/working/models_2/102/0.20_000888_49_mem_3_ltsm_1_dense_1_unit_64.h5
c600791,102,0.19,7.1,0.02,2.62,/kaggle/working/models_2/102/0.19_600791_14_mem_3_ltsm_1_dense_1_unit_64.h5
c600791,102,0.19,6.99,0.04,4.07,/kaggle/working/models_2/102/0.19_600791_19_mem_3_ltsm_1_dense_1_unit_64.h5
c600791,102,0.19,6.75,0.03,3.49,/kaggle/working/models_2/102/0.19_600791_20_mem_3_ltsm_1_dense_1_unit_64.h5
c603289,102,0.5,5.91,0.1,2.02,/kaggle/working/models_2/102/0.50_603289_38_mem_3_ltsm_1_dense_1_unit_64.h5
c603289,102,0.5,5.99,0.31,4.24,/kaggle/working/models_2/102/0.50_603289_39_mem_3_ltsm_1_dense_1_unit_64.h5
c002105,102,0.21,6.89,0.1,3.85,/kaggle/working/models_2/102/0.21_002105_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002105,102,0.21,6.75,0.03,1.89,/kaggle/working/models_2/102/0.21_002105_27_mem_3_ltsm_1_dense_1_unit_64.h5
c000736,102,0.1,10.15,9.11,8.64,/kaggle/working/models_2/102/0.10_000736_26_mem_3_ltsm_1_dense_1_unit_64.h5
c000815,102,0.51,6.42,0.27,2.73,/kaggle/working/models_2/102/0.51_000815_34_mem_3_ltsm_1_dense_1_unit_64.h5
c003027,102,3.68,6.86,79.83,28.36,/kaggle/working/models_2/102/3.68_003027_50_mem_3_ltsm_1_dense_1_unit_64.h5
c603182,102,2.0,6.82,2.75,8.5,/kaggle/working/models_2/102/2.00_603182_29_mem_3_ltsm_1_dense_1_unit_64.h5
c603029,102,2.48,6.9,0.9,3.75,/kaggle/working/models_2/102/2.48_603029_45_mem_3_ltsm_1_dense_1_unit_64.h5
c000025,102,1.23,8.69,16.98,18.66,/kaggle/working/models_2/102/1.23_000025_26_mem_3_ltsm_1_dense_1_unit_64.h5
c000025,102,1.23,8.09,3.74,7.92,/kaggle/working/models_2/102/1.23_000025_30_mem_3_ltsm_1_dense_1_unit_64.h5
c600354,102,0.35,7.38,0.1,3.91,/kaggle/working/models_2/102/0.35_600354_28_mem_3_ltsm_1_dense_1_unit_64.h5
c000006,102,0.1,36.98,1.04,17.51,/kaggle/working/models_2/102/0.10_000006_09_mem_3_ltsm_1_dense_1_unit_64.h5
c000625,102,0.12,20.4,1.74,7.78,/kaggle/working/models_2/102/0.12_000625_19_mem_3_ltsm_1_dense_1_unit_64.h5
c600675,102,0.1,26.03,0.02,3.04,/kaggle/working/models_2/102/0.10_600675_13_mem_3_ltsm_1_dense_1_unit_64.h5
c600675,102,0.1,30.79,0.04,4.87,/kaggle/working/models_2/102/0.10_600675_16_mem_3_ltsm_1_dense_1_unit_64.h5
c600675,102,0.1,27.15,0.02,2.77,/kaggle/working/models_2/102/0.10_600675_17_mem_3_ltsm_1_dense_1_unit_64.h5
c002305,102,0.08,5.23,0.04,8.43,/kaggle/working/models_2/102/0.08_002305_64_mem_3_ltsm_1_dense_1_unit_64.h5
c002305,102,0.08,5.32,0.05,7.2,/kaggle/working/models_2/102/0.08_002305_73_mem_3_ltsm_1_dense_1_unit_64.h5
c000617,102,0.36,9.22,0.05,2.58,/kaggle/working/models_2/102/0.36_000617_33_mem_3_ltsm_1_dense_1_unit_64.h5
c002523,102,0.05,6.52,0.04,4.34,/kaggle/working/models_2/102/0.05_002523_21_mem_3_ltsm_1_dense_1_unit_64.h5
c002523,102,0.05,6.86,0.04,5.01,/kaggle/working/models_2/102/0.05_002523_22_mem_3_ltsm_1_dense_1_unit_64.h5
c002420,102,0.31,6.18,0.08,2.29,/kaggle/working/models_2/102/0.31_002420_45_mem_3_ltsm_1_dense_1_unit_64.h5
c000926,102,0.29,6.16,0.05,3.01,/kaggle/working/models_2/102/0.29_000926_34_mem_3_ltsm_1_dense_1_unit_64.h5
c000926,102,0.29,6.29,0.04,2.62,/kaggle/working/models_2/102/0.29_000926_36_mem_3_ltsm_1_dense_1_unit_64.h5
c002382,102,1.03,8.8,0.4,2.87,/kaggle/working/models_2/102/1.03_002382_16_mem_3_ltsm_1_dense_1_unit_64.h5
c600213,102,0.48,6.87,0.1,2.33,/kaggle/working/models_2/102/0.48_600213_43_mem_3_ltsm_1_dense_1_unit_64.h5
c600622,102,0.05,14.16,0.39,4.2,/kaggle/working/models_2/102/0.05_600622_11_mem_3_ltsm_1_dense_1_unit_64.h5
c600622,102,0.05,18.31,0.63,5.1,/kaggle/working/models_2/102/0.05_600622_12_mem_3_ltsm_1_dense_1_unit_64.h5
c600622,102,0.05,14.96,0.35,6.23,/kaggle/working/models_2/102/0.05_600622_14_mem_3_ltsm_1_dense_1_unit_64.h5
c600622,102,0.05,14.92,0.31,4.71,/kaggle/working/models_2/102/0.05_600622_16_mem_3_ltsm_1_dense_1_unit_64.h5
c600006,102,0.13,6.56,0.11,4.23,/kaggle/working/models_2/102/0.13_600006_31_mem_3_ltsm_1_dense_1_unit_64.h5
c600823,102,0.06,32.01,0.02,2.97,/kaggle/working/models_2/102/0.06_600823_11_mem_3_ltsm_1_dense_1_unit_64.h5
c600823,102,0.06,33.22,0.02,2.9,/kaggle/working/models_2/102/0.06_600823_12_mem_3_ltsm_1_dense_1_unit_64.h5
c600823,102,0.06,32.97,0.06,5.32,/kaggle/working/models_2/102/0.06_600823_13_mem_3_ltsm_1_dense_1_unit_64.h5
c600823,102,0.06,34.27,0.12,8.85,/kaggle/working/models_2/102/0.06_600823_16_mem_3_ltsm_1_dense_1_unit_64.h5
c600823,102,0.06,34.72,0.06,5.79,/kaggle/working/models_2/102/0.06_600823_18_mem_3_ltsm_1_dense_1_unit_64.h5
c000868,102,0.12,7.06,0.02,1.89,/kaggle/working/models_2/102/0.12_000868_18_mem_3_ltsm_1_dense_1_unit_64.h5
c000868,102,0.12,6.57,0.03,3.01,/kaggle/working/models_2/102/0.12_000868_23_mem_3_ltsm_1_dense_1_unit_64.h5
c000868,102,0.12,6.6,0.03,2.63,/kaggle/working/models_2/102/0.12_000868_25_mem_3_ltsm_1_dense_1_unit_64.h5
c603777,102,1.55,5.58,0.16,2.2,/kaggle/working/models_2/102/1.55_603777_44_mem_3_ltsm_1_dense_1_unit_64.h5
c003042,102,7.94,11.26,51.55,25.09,/kaggle/working/models_2/102/7.94_003042_12_mem_3_ltsm_1_dense_1_unit_64.h5
c002101,102,0.52,7.04,13.01,10.85,/kaggle/working/models_2/102/0.52_002101_18_mem_3_ltsm_1_dense_1_unit_64.h5
c000593,102,0.25,6.48,0.13,4.47,/kaggle/working/models_2/102/0.25_000593_25_mem_3_ltsm_1_dense_1_unit_64.h5
c603699,102,1.22,5.99,0.26,4.52,/kaggle/working/models_2/102/1.22_603699_42_mem_3_ltsm_1_dense_1_unit_64.h5
c603043,102,2.61,6.51,0.48,2.44,/kaggle/working/models_2/102/2.61_603043_27_mem_3_ltsm_1_dense_1_unit_64.h5
c601633,102,0.57,7.97,301.36,30.7,/kaggle/working/models_2/102/0.57_601633_41_mem_3_ltsm_1_dense_1_unit_64.h5
c601698,102,1.49,6.83,0.29,3.66,/kaggle/working/models_2/102/1.49_601698_37_mem_3_ltsm_1_dense_1_unit_64.h5
c600418,102,0.32,9.94,0.68,5.33,/kaggle/working/models_2/102/0.32_600418_22_mem_3_ltsm_1_dense_1_unit_64.h5
c002561,102,0.49,5.89,0.14,3.28,/kaggle/working/models_2/102/0.49_002561_41_mem_3_ltsm_1_dense_1_unit_64.h5
c002997,102,2.04,7.32,24.07,14.06,/kaggle/working/models_2/102/2.04_002997_62_mem_3_ltsm_1_dense_1_unit_64.h5
c600526,102,0.47,6.61,0.05,2.27,/kaggle/working/models_2/102/0.47_600526_28_mem_3_ltsm_1_dense_1_unit_64.h5
c002579,102,0.49,7.97,0.41,2.99,/kaggle/working/models_2/102/0.49_002579_25_mem_3_ltsm_1_dense_1_unit_64.h5
c002579,102,0.49,8.66,0.27,4.42,/kaggle/working/models_2/102/0.49_002579_28_mem_3_ltsm_1_dense_1_unit_64.h5
c002033,102,0.23,6.81,0.1,4.65,/kaggle/working/models_2/102/0.23_002033_29_mem_3_ltsm_1_dense_1_unit_64.h5
