code,klt,loss,mape,val_loss,val_mape,modelname
c002652,102,0.59,12.45,0.47,17.93,/content/drive/MyDrive/stock/data/working/models_2/102/0.59_002652_29_mem_3_ltsm_1_dense_1_unit_64.h5
c000421,102,0.26,9.34,0.09,3.57,/content/drive/MyDrive/stock/data/working/models_2/102/0.26_000421_43_mem_3_ltsm_1_dense_1_unit_64.h5
c002703,102,1.86,12.09,3.38,13.75,/content/drive/MyDrive/stock/data/working/models_2/102/1.86_002703_30_mem_3_ltsm_1_dense_1_unit_64.h5
c000797,102,0.12,8.56,0.13,5.86,/content/drive/MyDrive/stock/data/working/models_2/102/0.12_000797_39_mem_3_ltsm_1_dense_1_unit_64.h5
c000797,102,0.12,9.41,0.13,6.12,/content/drive/MyDrive/stock/data/working/models_2/102/0.12_000797_41_mem_3_ltsm_1_dense_1_unit_64.h5
c002652,102,0.59,11.32,0.3,14.44,/content/drive/MyDrive/stock/data/working/models_2/102/0.59_002652_31_mem_3_ltsm_1_dense_1_unit_64.h5
c000421,102,0.26,9.88,0.13,4.68,/content/drive/MyDrive/stock/data/working/models_2/102/0.26_000421_47_mem_3_ltsm_1_dense_1_unit_64.h5
c600051,102,0.49,8.0,0.09,3.27,/content/drive/MyDrive/stock/data/working/models_2/102/0.49_600051_48_mem_3_ltsm_1_dense_1_unit_64.h5
c000800,102,0.84,36.44,0.16,3.59,/content/drive/MyDrive/stock/data/working/models_2/102/0.84_000800_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002911,102,1.81,11.03,2.84,8.87,/content/drive/MyDrive/stock/data/working/models_2/102/1.81_002911_38_mem_3_ltsm_1_dense_1_unit_64.h5
c001338,102,2.4,6.29,37.21,28.86,/content/drive/MyDrive/stock/data/working/models_2/102/2.40_001338_45_mem_3_ltsm_1_dense_1_unit_64.h5
c000722,102,0.8,9.08,1.09,8.25,/content/drive/MyDrive/stock/data/working/models_2/102/0.80_000722_47_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,3.57,12.13,9.6,11.33,/content/drive/MyDrive/stock/data/working/models_2/102/3.57_002875_41_mem_3_ltsm_1_dense_1_unit_64.h5
c002644,102,2.04,12.31,1.56,8.87,/content/drive/MyDrive/stock/data/working/models_2/102/2.04_002644_21_mem_3_ltsm_1_dense_1_unit_64.h5
c002150,102,0.39,9.7,9.17,6.58,/content/drive/MyDrive/stock/data/working/models_2/102/0.39_002150_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002855,102,2.34,9.89,1.6,10.27,/content/drive/MyDrive/stock/data/working/models_2/102/2.34_002855_47_mem_3_ltsm_1_dense_1_unit_64.h5
c000666,102,1.08,10.95,0.56,5.05,/content/drive/MyDrive/stock/data/working/models_2/102/1.08_000666_39_mem_3_ltsm_1_dense_1_unit_64.h5
c002728,102,8.82,10.96,14.18,12.8,/content/drive/MyDrive/stock/data/working/models_2/102/8.82_002728_44_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,166.96,99.9,162.37,99.54,/content/drive/MyDrive/stock/data/working/models_2/102/166.96_002875_00_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,165.51,99.46,161.4,99.12,/content/drive/MyDrive/stock/data/working/models_2/102/165.51_002875_01_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,164.02,99.0,160.26,98.6,/content/drive/MyDrive/stock/data/working/models_2/102/164.02_002875_02_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,162.35,98.45,158.88,97.95,/content/drive/MyDrive/stock/data/working/models_2/102/162.35_002875_03_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,160.05,97.7,157.19,97.13,/content/drive/MyDrive/stock/data/working/models_2/102/160.05_002875_04_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,157.25,96.78,155.05,96.07,/content/drive/MyDrive/stock/data/working/models_2/102/157.25_002875_05_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,153.37,95.49,152.29,94.65,/content/drive/MyDrive/stock/data/working/models_2/102/153.37_002875_06_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,148.59,93.81,148.67,92.73,/content/drive/MyDrive/stock/data/working/models_2/102/148.59_002875_07_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,141.72,91.46,143.83,90.05,/content/drive/MyDrive/stock/data/working/models_2/102/141.72_002875_08_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,133.16,88.33,137.35,86.25,/content/drive/MyDrive/stock/data/working/models_2/102/133.16_002875_09_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,121.59,83.75,128.78,80.86,/content/drive/MyDrive/stock/data/working/models_2/102/121.59_002875_10_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,107.53,77.7,117.74,73.19,/content/drive/MyDrive/stock/data/working/models_2/102/107.53_002875_11_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,88.35,68.8,104.43,62.46,/content/drive/MyDrive/stock/data/working/models_2/102/88.35_002875_12_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,67.91,56.91,90.07,48.26,/content/drive/MyDrive/stock/data/working/models_2/102/67.91_002875_13_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,46.68,42.88,76.8,34.3,/content/drive/MyDrive/stock/data/working/models_2/102/46.68_002875_14_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,28.84,31.76,66.4,36.95,/content/drive/MyDrive/stock/data/working/models_2/102/28.84_002875_15_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,18.64,25.18,58.25,42.37,/content/drive/MyDrive/stock/data/working/models_2/102/18.64_002875_16_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,15.43,29.11,41.33,45.28,/content/drive/MyDrive/stock/data/working/models_2/102/15.43_002875_18_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,15.10,30.10,32.82,40.78,/content/drive/MyDrive/stock/data/working/models_2/102/15.10_002875_19_mem_3_ltsm_1_dense_1_unit_64.h5
c000888,102,45.61,98.94,43.61,98.43,/content/drive/MyDrive/stock/data/working/models_2/102/45.61_000888_00_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,11.94,26.63,25.90,34.38,/content/drive/MyDrive/stock/data/working/models_2/102/11.94_002875_20_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,102,8.46,21.71,21.42,27.29,/content/drive/MyDrive/stock/data/working/models_2/102/8.46_002875_21_mem_3_ltsm_1_dense_1_unit_64.h5
