code,klt,loss,mape,val_loss,val_mape,modelname
c002217,102,0.38,9.54,0.1,7.15,/content/drive/MyDrive/stock/data/working/models_2/102/0.38_002217_49_mem_3_ltsm_1_dense_1_unit_64.h5
c000961,102,0.35,58.04,0.98,12.71,/content/drive/MyDrive/stock/data/working/models_2/102/0.35_000961_12_mem_3_ltsm_1_dense_1_unit_64.h5
c001201,102,287.89,48.54,155.19,41.34,/content/drive/MyDrive/stock/data/working/models_2/102/287.89_001201_49_mem_3_ltsm_1_dense_1_unit_64.h5
c000972,102,1.11,12.04,0.2,16.36,/content/drive/MyDrive/stock/data/working/models_2/102/1.11_000972_19_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,102,0.23,9.06,0.02,2.37,/content/drive/MyDrive/stock/data/working/models_2/102/0.23_600018_48_mem_3_ltsm_1_dense_1_unit_64.h5
c000419,102,0.24,8.71,0.04,3.56,/content/drive/MyDrive/stock/data/working/models_2/102/0.24_000419_49_mem_3_ltsm_1_dense_1_unit_64.h5
c601900,102,1.82,10.03,0.17,4.24,/content/drive/MyDrive/stock/data/working/models_2/102/1.82_601900_47_mem_3_ltsm_1_dense_1_unit_64.h5
c002558,102,118.9,30.95,65.01,62.53,/content/drive/MyDrive/stock/data/working/models_2/102/118.90_002558_26_mem_3_ltsm_1_dense_1_unit_64.h5
c601601,102,5.87,11.95,6.46,6.86,/content/drive/MyDrive/stock/data/working/models_2/102/5.87_601601_45_mem_3_ltsm_1_dense_1_unit_64.h5
c601606,102,3.12,10.62,1.0,6.76,/content/drive/MyDrive/stock/data/working/models_2/102/3.12_601606_35_mem_3_ltsm_1_dense_1_unit_64.h5
c000969,102,3.5,15.74,1.86,14.31,/content/drive/MyDrive/stock/data/working/models_2/102/3.50_000969_15_mem_3_ltsm_1_dense_1_unit_64.h5
c002227,102,23.69,16.99,11.56,17.47,/content/drive/MyDrive/stock/data/working/models_2/102/23.69_002227_20_mem_3_ltsm_1_dense_1_unit_64.h5
c002247,102,0.91,13.95,0.11,12.72,/content/drive/MyDrive/stock/data/working/models_2/102/0.91_002247_26_mem_3_ltsm_1_dense_1_unit_64.h5
c000839,102,0.24,9.53,0.11,7.84,/content/drive/MyDrive/stock/data/working/models_2/102/0.24_000839_40_mem_3_ltsm_1_dense_1_unit_64.h5
c000711,102,0.18,10.84,0.31,8.19,/content/drive/MyDrive/stock/data/working/models_2/102/0.18_000711_46_mem_3_ltsm_1_dense_1_unit_64.h5
c603213,102,7.14,12.45,1.82,6.32,/content/drive/MyDrive/stock/data/working/models_2/102/7.14_603213_40_mem_3_ltsm_1_dense_1_unit_64.h5
c600811,102,0.24,9.8,0.05,5.03,/content/drive/MyDrive/stock/data/working/models_2/102/0.24_600811_35_mem_3_ltsm_1_dense_1_unit_64.h5
c600990,102,15.59,15.77,4.51,4.66,/content/drive/MyDrive/stock/data/working/models_2/102/15.59_600990_48_mem_3_ltsm_1_dense_1_unit_64.h5
c002635,102,25.91,20.93,8.47,14.42,/content/drive/MyDrive/stock/data/working/models_2/102/25.91_002635_23_mem_3_ltsm_1_dense_1_unit_64.h5
c601866,102,0.13,8.01,0.06,7.1,/content/drive/MyDrive/stock/data/working/models_2/102/0.13_601866_48_mem_3_ltsm_1_dense_1_unit_64.h5
c601866,102,0.13,8.32,0.04,5.87,/content/drive/MyDrive/stock/data/working/models_2/102/0.13_601866_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002495,102,0.25,10.38,0.09,9.27,/content/drive/MyDrive/stock/data/working/models_2/102/0.25_002495_23_mem_3_ltsm_1_dense_1_unit_64.h5
c600015,102,0.55,33.15,0.42,11.09,/content/drive/MyDrive/stock/data/working/models_2/102/0.55_600015_15_mem_3_ltsm_1_dense_1_unit_64.h5
