code,klt,loss,mape,val_loss,val_mape,modelname
c002659,102,6.29,13.18,0.32,12.14,/kaggle/working/models_2/102/6.29_002659_23_mem_3_ltsm_1_dense_1_unit_64.h5
c600938,102,114.5,66.48,129.1,70.43,/kaggle/working/models_2/102/114.50_600938_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600905,102,8.2,39.17,20.93,80.12,/kaggle/working/models_2/102/8.20_600905_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600391,102,32.31,19.12,15.03,14.65,/kaggle/working/models_2/102/32.31_600391_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002968,102,512.04,86.42,471.21,94.15,/kaggle/working/models_2/102/512.04_002968_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002410,102,63.72,32.28,1002.56,47.03,/kaggle/working/models_2/102/63.72_002410_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603012,102,3.68,13.01,0.24,6.7,/kaggle/working/models_2/102/3.68_603012_21_mem_3_ltsm_1_dense_1_unit_64.h5
c603012,102,3.68,12.05,0.63,12.08,/kaggle/working/models_2/102/3.68_603012_22_mem_3_ltsm_1_dense_1_unit_64.h5
c600640,102,4.08,12.95,1.94,7.79,/kaggle/working/models_2/102/4.08_600640_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603308,102,6.67,16.81,15.22,17.02,/kaggle/working/models_2/102/6.67_603308_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002052,102,1.23,11.27,1.29,63.71,/kaggle/working/models_2/102/1.23_002052_22_mem_3_ltsm_1_dense_1_unit_64.h5
c002052,102,1.23,11.31,1.35,65.15,/kaggle/working/models_2/102/1.23_002052_23_mem_3_ltsm_1_dense_1_unit_64.h5
c000735,102,0.45,11.67,2.76,10.06,/kaggle/working/models_2/102/0.45_000735_17_mem_3_ltsm_1_dense_1_unit_64.h5
c600758,102,1.77,12.72,1.41,24.27,/kaggle/working/models_2/102/1.77_600758_19_mem_3_ltsm_1_dense_1_unit_64.h5
c603303,102,4.18,15.1,7.0,13.5,/kaggle/working/models_2/102/4.18_603303_18_mem_3_ltsm_1_dense_1_unit_64.h5
c603665,102,31.67,30.11,1698.62,93.09,/kaggle/working/models_2/102/31.67_603665_23_mem_3_ltsm_1_dense_1_unit_64.h5
c000409,102,1.9,15.43,0.48,10.7,/kaggle/working/models_2/102/1.90_000409_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603639,102,8.72,17.51,98.51,40.43,/kaggle/working/models_2/102/8.72_603639_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603337,102,19.17,16.49,19.91,20.15,/kaggle/working/models_2/102/19.17_603337_22_mem_3_ltsm_1_dense_1_unit_64.h5
c600917,102,2.85,14.79,2.18,13.64,/kaggle/working/models_2/102/2.85_600917_22_mem_3_ltsm_1_dense_1_unit_64.h5
