code,klt,loss,mape,val_loss,val_mape,modelname
c002206,102,0.27,26.58,1.08,10.04,/kaggle/working/models_2/102/0.27_002206_17_mem_3_ltsm_1_dense_1_unit_64.h5
c002206,102,0.27,26.21,1.01,9.46,/kaggle/working/models_2/102/0.27_002206_18_mem_3_ltsm_1_dense_1_unit_64.h5
c002185,102,0.45,14.66,24.67,36.11,/kaggle/working/models_2/102/0.45_002185_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002168,102,3.91,20.5,4.34,45.16,/kaggle/working/models_2/102/3.91_002168_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002149,102,2.07,14.25,7.5,12.68,/kaggle/working/models_2/102/2.07_002149_21_mem_3_ltsm_1_dense_1_unit_64.h5
c002147,102,2.52,14.87,0.65,50.22,/kaggle/working/models_2/102/2.52_002147_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002143,102,4.14,17.69,10.33,59.02,/kaggle/working/models_2/102/4.14_002143_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002109,102,0.46,11.1,0.34,9.28,/kaggle/working/models_2/102/0.46_002109_21_mem_3_ltsm_1_dense_1_unit_64.h5
c002106,102,18.28,19.09,1.36,7.96,/kaggle/working/models_2/102/18.28_002106_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002081,102,3.63,69.38,1.11,14.36,/kaggle/working/models_2/102/3.63_002081_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002071,102,8.76,17.26,0.76,44.35,/kaggle/working/models_2/102/8.76_002071_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002070,102,3.67,37.27,127.62,71.03,/kaggle/working/models_2/102/3.67_002070_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002018,102,0.8,28.4,0.32,25.75,/kaggle/working/models_2/102/0.80_002018_24_mem_3_ltsm_1_dense_1_unit_64.h5
c001872,102,1.84,43.26,4.15,6.02,/kaggle/working/models_2/102/1.84_001872_24_mem_3_ltsm_1_dense_1_unit_64.h5
c001333,102,663.16,87.33,700.27,88.96,/kaggle/working/models_2/102/663.16_001333_24_mem_3_ltsm_1_dense_1_unit_64.h5
c001301,102,4873.18,88.72,3889.42,88.79,/kaggle/working/models_2/102/4873.18_001301_24_mem_3_ltsm_1_dense_1_unit_64.h5
c001256,102,298.13,75.33,471.44,96.74,/kaggle/working/models_2/102/298.13_001256_24_mem_3_ltsm_1_dense_1_unit_64.h5
c001223,102,7135.02,92.11,7015.62,96.73,/kaggle/working/models_2/102/7135.02_001223_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000981,102,0.07,26.36,0.02,9.08,/kaggle/working/models_2/102/0.07_000981_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000979,102,0.03,23.45,0.16,14.54,/kaggle/working/models_2/102/0.03_000979_13_mem_3_ltsm_1_dense_1_unit_64.h5
c000979,102,0.03,22.38,0.16,14.23,/kaggle/working/models_2/102/0.03_000979_14_mem_3_ltsm_1_dense_1_unit_64.h5
c000979,102,0.03,21.63,0.14,12.74,/kaggle/working/models_2/102/0.03_000979_15_mem_3_ltsm_1_dense_1_unit_64.h5
c000979,102,0.03,22.14,0.14,12.29,/kaggle/working/models_2/102/0.03_000979_16_mem_3_ltsm_1_dense_1_unit_64.h5
c000979,102,0.03,21.83,0.16,13.84,/kaggle/working/models_2/102/0.03_000979_17_mem_3_ltsm_1_dense_1_unit_64.h5
c000979,102,0.03,23.43,0.19,15.89,/kaggle/working/models_2/102/0.03_000979_18_mem_3_ltsm_1_dense_1_unit_64.h5
c000979,102,0.03,23.07,0.18,15.33,/kaggle/working/models_2/102/0.03_000979_19_mem_3_ltsm_1_dense_1_unit_64.h5
