code,klt,loss,mape,val_loss,val_mape,modelname
c603208,101,324.19,20.78,72.72,14.13,/kaggle/working/models_2/101/324.19_603208_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002234,101,2.16,9.21,0.66,3.41,/kaggle/working/models_2/101/2.16_002234_19_mem_3_ltsm_1_dense_1_unit_64.h5
c000897,101,0.32,10.72,0.12,13.35,/kaggle/working/models_2/101/0.32_000897_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000726,101,0.5,21.35,0.14,4.33,/kaggle/working/models_2/101/0.50_000726_15_mem_3_ltsm_1_dense_1_unit_64.h5
c601225,101,0.32,15.13,41.5,28.28,/kaggle/working/models_2/101/0.32_601225_24_mem_3_ltsm_1_dense_1_unit_64.h5
c601010,101,0.39,10.22,0.05,5.14,/kaggle/working/models_2/101/0.39_601010_09_mem_3_ltsm_1_dense_1_unit_64.h5
c601010,101,0.39,9.65,0.02,4.15,/kaggle/working/models_2/101/0.39_601010_10_mem_3_ltsm_1_dense_1_unit_64.h5
c002621,101,0.4,9.57,1.7,21.82,/kaggle/working/models_2/101/0.40_002621_16_mem_3_ltsm_1_dense_1_unit_64.h5
c600546,101,0.79,39.76,5.13,11.26,/kaggle/working/models_2/101/0.79_600546_20_mem_3_ltsm_1_dense_1_unit_64.h5
c603199,101,26.19,9.98,17.2,11.37,/kaggle/working/models_2/101/26.19_603199_23_mem_3_ltsm_1_dense_1_unit_64.h5
c000031,101,0.53,25.1,0.05,4.0,/kaggle/working/models_2/101/0.53_000031_17_mem_3_ltsm_1_dense_1_unit_64.h5
c600886,101,0.4,108.19,2.69,13.92,/kaggle/working/models_2/101/0.40_600886_20_mem_3_ltsm_1_dense_1_unit_64.h5
c002442,101,0.85,9.19,0.33,8.67,/kaggle/working/models_2/101/0.85_002442_07_mem_3_ltsm_1_dense_1_unit_64.h5
c600371,101,0.68,12.49,1.38,7.29,/kaggle/working/models_2/101/0.68_600371_17_mem_3_ltsm_1_dense_1_unit_64.h5
c600684,101,0.23,15.6,0.1,6.77,/kaggle/working/models_2/101/0.23_600684_11_mem_3_ltsm_1_dense_1_unit_64.h5
c600522,101,0.53,67.85,18.27,15.5,/kaggle/working/models_2/101/0.53_600522_12_mem_3_ltsm_1_dense_1_unit_64.h5
c002241,101,1.48,66.01,225.03,31.31,/kaggle/working/models_2/101/1.48_002241_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002079,101,0.39,9.05,0.84,4.83,/kaggle/working/models_2/101/0.39_002079_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002933,101,70.06,18.71,120.09,41.79,/kaggle/working/models_2/101/70.06_002933_19_mem_3_ltsm_1_dense_1_unit_64.h5
c603113,101,4.65,9.78,0.54,5.76,/kaggle/working/models_2/101/4.65_603113_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002314,101,0.39,7.71,0.06,4.29,/kaggle/working/models_2/101/0.39_002314_23_mem_3_ltsm_1_dense_1_unit_64.h5
c000858,101,7.32,36.29,16041.16,54.43,/kaggle/working/models_2/101/7.32_000858_22_mem_3_ltsm_1_dense_1_unit_64.h5
c002240,101,1.5,9.54,428.64,32.38,/kaggle/working/models_2/101/1.50_002240_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002634,101,0.45,8.88,0.12,3.42,/kaggle/working/models_2/101/0.45_002634_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002825,101,6.24,10.63,2.23,8.27,/kaggle/working/models_2/101/6.24_002825_17_mem_3_ltsm_1_dense_1_unit_64.h5
c000757,101,0.48,12.75,0.11,5.57,/kaggle/working/models_2/101/0.48_000757_22_mem_3_ltsm_1_dense_1_unit_64.h5
c603023,101,0.56,9.08,0.1,4.45,/kaggle/working/models_2/101/0.56_603023_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002759,101,4.46,9.48,13.8,11.13,/kaggle/working/models_2/101/4.46_002759_22_mem_3_ltsm_1_dense_1_unit_64.h5
c002209,101,1.06,7.93,0.24,3.48,/kaggle/working/models_2/101/1.06_002209_18_mem_3_ltsm_1_dense_1_unit_64.h5
c002343,101,7.91,11.95,0.64,10.42,/kaggle/working/models_2/101/7.91_002343_18_mem_3_ltsm_1_dense_1_unit_64.h5
c000554,101,0.56,13.29,0.05,3.07,/kaggle/working/models_2/101/0.56_000554_22_mem_3_ltsm_1_dense_1_unit_64.h5
c002921,101,7.21,9.85,2.76,7.0,/kaggle/working/models_2/101/7.21_002921_21_mem_3_ltsm_1_dense_1_unit_64.h5
c600500,101,0.38,28.13,0.07,3.21,/kaggle/working/models_2/101/0.38_600500_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002465,101,0.9,8.68,0.06,1.88,/kaggle/working/models_2/101/0.90_002465_17_mem_3_ltsm_1_dense_1_unit_64.h5
c002465,101,0.9,9.49,0.08,2.26,/kaggle/working/models_2/101/0.90_002465_19_mem_3_ltsm_1_dense_1_unit_64.h5
c603788,101,4.4,8.2,0.58,5.3,/kaggle/working/models_2/101/4.40_603788_21_mem_3_ltsm_1_dense_1_unit_64.h5
c603608,101,1.2,8.07,0.43,12.83,/kaggle/working/models_2/101/1.20_603608_20_mem_3_ltsm_1_dense_1_unit_64.h5
c002905,101,2.12,8.68,0.9,9.72,/kaggle/working/models_2/101/2.12_002905_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603203,101,3.29,8.45,10.97,7.5,/kaggle/working/models_2/101/3.29_603203_24_mem_3_ltsm_1_dense_1_unit_64.h5
c001216,101,2.49,8.75,5.01,14.79,/kaggle/working/models_2/101/2.49_001216_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600273,101,0.47,34.29,0.16,3.54,/kaggle/working/models_2/101/0.47_600273_16_mem_3_ltsm_1_dense_1_unit_64.h5
c002767,101,6.57,8.15,0.57,4.39,/kaggle/working/models_2/101/6.57_002767_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000633,101,1.7,10.41,0.33,8.2,/kaggle/working/models_2/101/1.70_000633_13_mem_3_ltsm_1_dense_1_unit_64.h5
c600021,101,1.34,13.4,0.54,6.45,/kaggle/working/models_2/101/1.34_600021_12_mem_3_ltsm_1_dense_1_unit_64.h5
c603214,101,34.9,16.22,76.25,47.95,/kaggle/working/models_2/101/34.90_603214_17_mem_3_ltsm_1_dense_1_unit_64.h5
c600251,101,1.26,25.59,0.49,7.63,/kaggle/working/models_2/101/1.26_600251_18_mem_3_ltsm_1_dense_1_unit_64.h5
c600830,101,0.87,14.8,0.44,10.55,/kaggle/working/models_2/101/0.87_600830_20_mem_3_ltsm_1_dense_1_unit_64.h5
c605008,101,5.81,12.32,2.55,8.65,/kaggle/working/models_2/101/5.81_605008_21_mem_3_ltsm_1_dense_1_unit_64.h5
c603711,101,9.43,9.71,2.61,10.61,/kaggle/working/models_2/101/9.43_603711_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002654,101,0.6,11.06,0.09,5.3,/kaggle/working/models_2/101/0.60_002654_11_mem_3_ltsm_1_dense_1_unit_64.h5
c603161,101,16.04,17.25,8.25,20.75,/kaggle/working/models_2/101/16.04_603161_15_mem_3_ltsm_1_dense_1_unit_64.h5
c002672,101,1.97,8.0,0.19,5.39,/kaggle/working/models_2/101/1.97_002672_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002979,101,35.86,20.65,19.27,17.82,/kaggle/working/models_2/101/35.86_002979_19_mem_3_ltsm_1_dense_1_unit_64.h5
c605123,101,4032.53,57.3,9632.95,70.54,/kaggle/working/models_2/101/4032.53_605123_24_mem_3_ltsm_1_dense_1_unit_64.h5
