code,klt,loss,mape,val_loss,val_mape,modelname
c000797,101,0.36,16.08,0.11,6.94,/content/drive/MyDrive/stock/data/working/models_2/101/0.36_000797_27_mem_3_ltsm_1_dense_1_unit_64.h5
c002652,101,0.48,10.3,0.05,5.66,/content/drive/MyDrive/stock/data/working/models_2/101/0.48_002652_09_mem_3_ltsm_1_dense_1_unit_64.h5
c000421,101,0.24,10.07,0.42,10.36,/content/drive/MyDrive/stock/data/working/models_2/101/0.24_000421_13_mem_3_ltsm_1_dense_1_unit_64.h5
c000800,101,1.04,44.7,0.56,6.1,/content/drive/MyDrive/stock/data/working/models_2/101/1.04_000800_27_mem_3_ltsm_1_dense_1_unit_64.h5
c600051,101,0.56,8.51,0.29,7.58,/content/drive/MyDrive/stock/data/working/models_2/101/0.56_600051_17_mem_3_ltsm_1_dense_1_unit_64.h5
c600051,101,0.56,8.76,0.22,6.5,/content/drive/MyDrive/stock/data/working/models_2/101/0.56_600051_18_mem_3_ltsm_1_dense_1_unit_64.h5
c600051,101,0.56,8.63,0.25,6.91,/content/drive/MyDrive/stock/data/working/models_2/101/0.56_600051_20_mem_3_ltsm_1_dense_1_unit_64.h5
c002703,101,1.0,9.14,0.51,6.82,/content/drive/MyDrive/stock/data/working/models_2/101/1.00_002703_15_mem_3_ltsm_1_dense_1_unit_64.h5
c002911,101,0.66,6.58,0.3,2.72,/content/drive/MyDrive/stock/data/working/models_2/101/0.66_002911_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002644,101,1.21,9.14,0.22,3.65,/content/drive/MyDrive/stock/data/working/models_2/101/1.21_002644_14_mem_3_ltsm_1_dense_1_unit_64.h5
c002644,101,1.21,9.46,0.39,5.66,/content/drive/MyDrive/stock/data/working/models_2/101/1.21_002644_16_mem_3_ltsm_1_dense_1_unit_64.h5
c000666,101,0.85,8.59,0.56,6.88,/content/drive/MyDrive/stock/data/working/models_2/101/0.85_000666_28_mem_3_ltsm_1_dense_1_unit_64.h5
c601858,101,0.69,6.64,0.22,2.79,/content/drive/MyDrive/stock/data/working/models_2/101/0.69_601858_47_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,101,1.24,6.71,2.38,5.27,/content/drive/MyDrive/stock/data/working/models_2/101/1.24_002875_49_mem_3_ltsm_1_dense_1_unit_64.h5
c600130,101,0.28,7.57,0.08,6.1,/content/drive/MyDrive/stock/data/working/models_2/101/0.28_600130_12_mem_3_ltsm_1_dense_1_unit_64.h5
c600130,101,0.28,7.75,0.07,5.86,/content/drive/MyDrive/stock/data/working/models_2/101/0.28_600130_13_mem_3_ltsm_1_dense_1_unit_64.h5
c600647,101,4.02,24.59,1.34,6.71,/content/drive/MyDrive/stock/data/working/models_2/101/4.02_600647_16_mem_3_ltsm_1_dense_1_unit_64.h5
c603689,101,0.58,7.25,0.07,2.53,/content/drive/MyDrive/stock/data/working/models_2/101/0.58_603689_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002855,101,3.06,9.15,1.38,9.27,/content/drive/MyDrive/stock/data/working/models_2/101/3.06_002855_16_mem_3_ltsm_1_dense_1_unit_64.h5
c600266,101,0.76,26.98,0.89,16.5,/content/drive/MyDrive/stock/data/working/models_2/101/0.76_600266_04_mem_3_ltsm_1_dense_1_unit_64.h5
c001338,101,6.62,9.14,0.56,3.01,/content/drive/MyDrive/stock/data/working/models_2/101/6.62_001338_40_mem_3_ltsm_1_dense_1_unit_64.h5
c603811,101,1.27,7.38,0.28,2.43,/content/drive/MyDrive/stock/data/working/models_2/101/1.27_603811_49_mem_3_ltsm_1_dense_1_unit_64.h5
c603949,101,4.1,8.17,1.97,4.93,/content/drive/MyDrive/stock/data/working/models_2/101/4.10_603949_44_mem_3_ltsm_1_dense_1_unit_64.h5
c603949,101,4.1,8.37,1.58,4.23,/content/drive/MyDrive/stock/data/working/models_2/101/4.10_603949_49_mem_3_ltsm_1_dense_1_unit_64.h5
c000722,101,0.63,8.35,0.45,5.2,/content/drive/MyDrive/stock/data/working/models_2/101/0.63_000722_25_mem_3_ltsm_1_dense_1_unit_64.h5
c000722,101,0.63,8.51,0.26,5.6,/content/drive/MyDrive/stock/data/working/models_2/101/0.63_000722_29_mem_3_ltsm_1_dense_1_unit_64.h5
c002150,101,0.41,9.39,12.3,8.18,/content/drive/MyDrive/stock/data/working/models_2/101/0.41_002150_15_mem_3_ltsm_1_dense_1_unit_64.h5
c002728,101,3.06,7.91,1.16,3.32,/content/drive/MyDrive/stock/data/working/models_2/101/3.06_002728_49_mem_3_ltsm_1_dense_1_unit_64.h5
c000888,101,0.58,12.91,0.9,8.77,/content/drive/MyDrive/stock/data/working/models_2/101/0.58_000888_11_mem_3_ltsm_1_dense_1_unit_64.h5
c600791,101,0.26,7.96,0.07,3.39,/content/drive/MyDrive/stock/data/working/models_2/101/0.26_600791_22_mem_3_ltsm_1_dense_1_unit_64.h5
c603289,101,0.73,6.94,0.25,3.2,/content/drive/MyDrive/stock/data/working/models_2/101/0.73_603289_48_mem_3_ltsm_1_dense_1_unit_64.h5
c603289,101,0.73,6.94,0.32,3.81,/content/drive/MyDrive/stock/data/working/models_2/101/0.73_603289_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002105,101,0.83,12.97,0.36,6.79,/content/drive/MyDrive/stock/data/working/models_2/101/0.83_002105_07_mem_3_ltsm_1_dense_1_unit_64.h5
