code,klt,loss,mape,val_loss,val_mape,modelname
c002472,101,0.27,5.28,16.38,9.37,/kaggle/working/models_2/101/0.27_002472_41_mem_3_ltsm_1_dense_1_unit_64.h5
c002976,101,2.68,5.64,0.34,1.63,/kaggle/working/models_2/101/2.68_002976_41_mem_3_ltsm_1_dense_1_unit_64.h5
c000065,101,0.14,4.92,0.07,2.63,/kaggle/working/models_2/101/0.14_000065_36_mem_3_ltsm_1_dense_1_unit_64.h5
c600104,101,0.68,14.62,0.24,1.69,/kaggle/working/models_2/101/0.68_600104_22_mem_3_ltsm_1_dense_1_unit_64.h5
c603239,101,1.14,5.75,0.19,2.45,/kaggle/working/models_2/101/1.14_603239_21_mem_3_ltsm_1_dense_1_unit_64.h5
c603239,101,1.14,5.7,0.08,1.51,/kaggle/working/models_2/101/1.14_603239_45_mem_3_ltsm_1_dense_1_unit_64.h5
c002267,101,0.27,5.47,0.05,2.56,/kaggle/working/models_2/101/0.27_002267_17_mem_3_ltsm_1_dense_1_unit_64.h5
c603040,101,2.94,5.99,0.15,1.61,/kaggle/working/models_2/101/2.94_603040_41_mem_3_ltsm_1_dense_1_unit_64.h5
c002643,101,0.51,6.04,0.49,2.27,/kaggle/working/models_2/101/0.51_002643_34_mem_3_ltsm_1_dense_1_unit_64.h5
c002309,101,0.94,5.58,0.35,9.81,/kaggle/working/models_2/101/0.94_002309_30_mem_3_ltsm_1_dense_1_unit_64.h5
c002284,101,0.35,5.34,0.03,1.56,/kaggle/working/models_2/101/0.35_002284_29_mem_3_ltsm_1_dense_1_unit_64.h5
c603595,101,5.32,5.94,34.8,5.61,/kaggle/working/models_2/101/5.32_603595_39_mem_3_ltsm_1_dense_1_unit_64.h5
c601966,101,4.29,6.65,0.38,1.89,/kaggle/working/models_2/101/4.29_601966_16_mem_3_ltsm_1_dense_1_unit_64.h5
c002011,101,0.28,7.44,0.12,2.72,/kaggle/working/models_2/101/0.28_002011_35_mem_3_ltsm_1_dense_1_unit_64.h5
c002011,101,0.28,7.72,0.04,1.65,/kaggle/working/models_2/101/0.28_002011_37_mem_3_ltsm_1_dense_1_unit_64.h5
c603013,101,1.19,5.51,0.04,1.13,/kaggle/working/models_2/101/1.19_603013_25_mem_3_ltsm_1_dense_1_unit_64.h5
c000586,101,0.38,4.89,0.09,2.37,/kaggle/working/models_2/101/0.38_000586_25_mem_3_ltsm_1_dense_1_unit_64.h5
c000586,101,0.38,4.95,0.29,3.51,/kaggle/working/models_2/101/0.38_000586_26_mem_3_ltsm_1_dense_1_unit_64.h5
c000586,101,0.38,4.86,0.08,1.53,/kaggle/working/models_2/101/0.38_000586_27_mem_3_ltsm_1_dense_1_unit_64.h5
c600115,101,0.16,5.14,0.03,3.27,/kaggle/working/models_2/101/0.16_600115_16_mem_3_ltsm_1_dense_1_unit_64.h5
c601021,101,11.43,6.2,1.89,2.06,/kaggle/working/models_2/101/11.43_601021_28_mem_3_ltsm_1_dense_1_unit_64.h5
c603121,101,0.61,6.04,0.08,3.48,/kaggle/working/models_2/101/0.61_603121_25_mem_3_ltsm_1_dense_1_unit_64.h5
c000526,101,1.49,6.57,2.57,4.29,/kaggle/working/models_2/101/1.49_000526_31_mem_3_ltsm_1_dense_1_unit_64.h5
c002459,101,0.51,6.03,1294.97,54.5,/kaggle/working/models_2/101/0.51_002459_32_mem_3_ltsm_1_dense_1_unit_64.h5
c002836,101,1.08,5.92,0.03,1.38,/kaggle/working/models_2/101/1.08_002836_33_mem_3_ltsm_1_dense_1_unit_64.h5
c000701,101,0.57,5.98,0.1,3.61,/kaggle/working/models_2/101/0.57_000701_13_mem_3_ltsm_1_dense_1_unit_64.h5
c601777,101,0.34,5.52,0.04,2.91,/kaggle/working/models_2/101/0.34_601777_22_mem_3_ltsm_1_dense_1_unit_64.h5
c603117,101,0.49,6.51,0.07,7.4,/kaggle/working/models_2/101/0.49_603117_28_mem_3_ltsm_1_dense_1_unit_64.h5
c600348,101,0.45,16.56,0.16,3.56,/kaggle/working/models_2/101/0.45_600348_29_mem_3_ltsm_1_dense_1_unit_64.h5
c600348,101,0.45,17.7,0.16,1.75,/kaggle/working/models_2/101/0.45_600348_40_mem_3_ltsm_1_dense_1_unit_64.h5
c600339,101,0.15,4.89,0.02,2.97,/kaggle/working/models_2/101/0.15_600339_20_mem_3_ltsm_1_dense_1_unit_64.h5
c002211,101,0.26,4.63,0.13,8.99,/kaggle/working/models_2/101/0.26_002211_41_mem_3_ltsm_1_dense_1_unit_64.h5
c600742,101,0.09,26.02,0.18,3.27,/kaggle/working/models_2/101/0.09_600742_25_mem_3_ltsm_1_dense_1_unit_64.h5
c600742,101,0.09,25.94,0.22,3.1,/kaggle/working/models_2/101/0.09_600742_29_mem_3_ltsm_1_dense_1_unit_64.h5
c600742,101,0.09,27.37,0.12,1.3,/kaggle/working/models_2/101/0.09_600742_30_mem_3_ltsm_1_dense_1_unit_64.h5
c600742,101,0.09,31.28,0.18,2.75,/kaggle/working/models_2/101/0.09_600742_33_mem_3_ltsm_1_dense_1_unit_64.h5
c600742,101,0.09,27.95,0.11,1.73,/kaggle/working/models_2/101/0.09_600742_34_mem_3_ltsm_1_dense_1_unit_64.h5
