code,klt,loss,mape,val_loss,val_mape,modelname
c000564,101,0.01,6.56,0.01,6.71,/kaggle/working/models_2/101/0.01_000564_06_mem_3_ltsm_1_dense_1_unit_64.h5
c000564,101,0.01,6.49,0.01,3.17,/kaggle/working/models_2/101/0.01_000564_07_mem_3_ltsm_1_dense_1_unit_64.h5
c000564,101,0.01,6.75,0.02,9.29,/kaggle/working/models_2/101/0.01_000564_08_mem_3_ltsm_1_dense_1_unit_64.h5
c000564,101,0.01,6.6,0.03,8.04,/kaggle/working/models_2/101/0.01_000564_09_mem_3_ltsm_1_dense_1_unit_64.h5
c000564,101,0.01,6.35,0.02,8.02,/kaggle/working/models_2/101/0.01_000564_10_mem_3_ltsm_1_dense_1_unit_64.h5
c000564,101,0.01,6.48,0.02,6.19,/kaggle/working/models_2/101/0.01_000564_11_mem_3_ltsm_1_dense_1_unit_64.h5
c000564,101,0.01,5.82,0.03,10.34,/kaggle/working/models_2/101/0.01_000564_12_mem_3_ltsm_1_dense_1_unit_64.h5
c000564,101,0.01,6.01,0.03,7.43,/kaggle/working/models_2/101/0.01_000564_13_mem_3_ltsm_1_dense_1_unit_64.h5
c000564,101,0.01,6.3,0.03,9.27,/kaggle/working/models_2/101/0.01_000564_14_mem_3_ltsm_1_dense_1_unit_64.h5
c000564,101,0.01,5.84,0.02,6.04,/kaggle/working/models_2/101/0.01_000564_15_mem_3_ltsm_1_dense_1_unit_64.h5
c000564,101,0.01,5.39,0.01,5.69,/kaggle/working/models_2/101/0.01_000564_16_mem_3_ltsm_1_dense_1_unit_64.h5
c000564,101,0.01,5.76,0.02,6.83,/kaggle/working/models_2/101/0.01_000564_17_mem_3_ltsm_1_dense_1_unit_64.h5
c600654,101,0.23,7.48,0.14,3.28,/kaggle/working/models_2/101/0.23_600654_09_mem_3_ltsm_1_dense_1_unit_64.h5
c000587,101,0.09,11.96,0.13,18.11,/kaggle/working/models_2/101/0.09_000587_20_mem_3_ltsm_1_dense_1_unit_64.h5
c000587,101,0.09,11.52,0.12,16.8,/kaggle/working/models_2/101/0.09_000587_21_mem_3_ltsm_1_dense_1_unit_64.h5
c600714,101,0.53,5.71,0.03,2.11,/kaggle/working/models_2/101/0.53_600714_12_mem_3_ltsm_1_dense_1_unit_64.h5
c600804,101,0.52,37.83,1.26,11.64,/kaggle/working/models_2/101/0.52_600804_21_mem_3_ltsm_1_dense_1_unit_64.h5
c002655,101,0.54,5.71,0.09,2.32,/kaggle/working/models_2/101/0.54_002655_36_mem_3_ltsm_1_dense_1_unit_64.h5
c600698,101,0.14,5.23,0.03,4.43,/kaggle/working/models_2/101/0.14_600698_19_mem_3_ltsm_1_dense_1_unit_64.h5
c600698,101,0.14,5.2,0.01,1.72,/kaggle/working/models_2/101/0.14_600698_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603970,101,1.51,6.01,20.42,12.87,/kaggle/working/models_2/101/1.51_603970_36_mem_3_ltsm_1_dense_1_unit_64.h5
c605138,101,0.71,5.93,0.04,1.44,/kaggle/working/models_2/101/0.71_605138_37_mem_3_ltsm_1_dense_1_unit_64.h5
c002740,101,0.59,5.94,0.01,2.49,/kaggle/working/models_2/101/0.59_002740_25_mem_3_ltsm_1_dense_1_unit_64.h5
c002113,101,0.07,6.06,0.0,1.81,/kaggle/working/models_2/101/0.07_002113_21_mem_3_ltsm_1_dense_1_unit_64.h5
c002113,101,0.07,6.49,0.0,2.8,/kaggle/working/models_2/101/0.07_002113_22_mem_3_ltsm_1_dense_1_unit_64.h5
c600081,101,0.42,7.2,0.05,1.11,/kaggle/working/models_2/101/0.42_600081_23_mem_3_ltsm_1_dense_1_unit_64.h5
c600081,101,0.42,7.27,0.12,1.72,/kaggle/working/models_2/101/0.42_600081_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000014,101,0.26,6.95,0.22,4.13,/kaggle/working/models_2/101/0.26_000014_19_mem_3_ltsm_1_dense_1_unit_64.h5
