code,klt,loss,mape,val_loss,val_mape,modelname
c000030,101,0.2,20.38,0.05,3.33,/kaggle/working/models_2/101/0.20_000030_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603505,101,3.5,11.07,94.38,19.88,/kaggle/working/models_2/101/3.50_603505_23_mem_3_ltsm_1_dense_1_unit_64.h5
c000045,101,0.83,9.84,0.14,3.52,/kaggle/working/models_2/101/0.83_000045_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002274,101,0.25,8.45,2.57,10.74,/kaggle/working/models_2/101/0.25_002274_11_mem_3_ltsm_1_dense_1_unit_64.h5
c002274,101,0.25,8.43,2.41,10.22,/kaggle/working/models_2/101/0.25_002274_12_mem_3_ltsm_1_dense_1_unit_64.h5
c002274,101,0.25,8.22,2.28,9.93,/kaggle/working/models_2/101/0.25_002274_13_mem_3_ltsm_1_dense_1_unit_64.h5
c603069,101,8.37,9.43,5.37,5.4,/kaggle/working/models_2/101/8.37_603069_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002151,101,5.26,9.28,104.58,14.35,/kaggle/working/models_2/101/5.26_002151_20_mem_3_ltsm_1_dense_1_unit_64.h5
c002048,101,1.03,29.91,0.44,3.15,/kaggle/working/models_2/101/1.03_002048_16_mem_3_ltsm_1_dense_1_unit_64.h5
c603586,101,10.04,9.99,0.95,5.13,/kaggle/working/models_2/101/10.04_603586_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600635,101,0.18,44.47,0.05,2.16,/kaggle/working/models_2/101/0.18_600635_19_mem_3_ltsm_1_dense_1_unit_64.h5
c600777,101,0.11,17.98,0.26,15.6,/kaggle/working/models_2/101/0.11_600777_03_mem_3_ltsm_1_dense_1_unit_64.h5
c600880,101,0.44,68.82,0.28,6.98,/kaggle/working/models_2/101/0.44_600880_22_mem_3_ltsm_1_dense_1_unit_64.h5
c000813,101,0.28,8.19,0.41,7.86,/kaggle/working/models_2/101/0.28_000813_23_mem_3_ltsm_1_dense_1_unit_64.h5
c601139,101,0.27,7.32,0.45,3.54,/kaggle/working/models_2/101/0.27_601139_22_mem_3_ltsm_1_dense_1_unit_64.h5
