code,klt,loss,mape,val_loss,val_mape,modelname
c600776,101,0.43,9.56,7.38,5.56,/kaggle/working/models_2/101/0.43_600776_21_mem_3_ltsm_1_dense_1_unit_64.h5
c603225,101,2.7,8.43,1.14,7.9,/kaggle/working/models_2/101/2.70_603225_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002709,101,1.79,18.13,655.83,43.31,/kaggle/working/models_2/101/1.79_002709_22_mem_3_ltsm_1_dense_1_unit_64.h5
c001226,101,863.86,88.17,745.94,86.28,/kaggle/working/models_2/101/863.86_001226_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000899,101,0.33,10.08,0.13,3.04,/kaggle/working/models_2/101/0.33_000899_20_mem_3_ltsm_1_dense_1_unit_64.h5
c000899,101,0.33,8.79,0.16,3.82,/kaggle/working/models_2/101/0.33_000899_21_mem_3_ltsm_1_dense_1_unit_64.h5
c600249,101,0.9,9.21,0.04,2.76,/kaggle/working/models_2/101/0.90_600249_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002771,101,7.43,8.75,0.62,5.79,/kaggle/working/models_2/101/7.43_002771_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603220,101,9.73,9.93,0.47,5.09,/kaggle/working/models_2/101/9.73_603220_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002204,101,0.14,8.75,0.2,4.73,/kaggle/working/models_2/101/0.14_002204_24_mem_3_ltsm_1_dense_1_unit_64.h5
c601298,101,0.45,8.58,0.02,1.88,/kaggle/working/models_2/101/0.45_601298_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600605,101,0.56,8.48,0.26,3.77,/kaggle/working/models_2/101/0.56_600605_22_mem_3_ltsm_1_dense_1_unit_64.h5
c600643,101,0.38,13.97,0.14,3.47,/kaggle/working/models_2/101/0.38_600643_13_mem_3_ltsm_1_dense_1_unit_64.h5
c600350,101,0.12,16.18,0.02,1.99,/kaggle/working/models_2/101/0.12_600350_19_mem_3_ltsm_1_dense_1_unit_64.h5
c600350,101,0.12,15.61,0.03,2.54,/kaggle/working/models_2/101/0.12_600350_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600338,101,2.04,17.37,13.53,9.8,/kaggle/working/models_2/101/2.04_600338_20_mem_3_ltsm_1_dense_1_unit_64.h5
c600901,101,0.29,7.59,0.04,3.13,/kaggle/working/models_2/101/0.29_600901_21_mem_3_ltsm_1_dense_1_unit_64.h5
c001258,101,88.96,74.2,85.86,82.6,/kaggle/working/models_2/101/88.96_001258_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002588,101,0.79,9.38,0.12,4.92,/kaggle/working/models_2/101/0.79_002588_11_mem_3_ltsm_1_dense_1_unit_64.h5
c603886,101,3.72,8.47,0.51,2.94,/kaggle/working/models_2/101/3.72_603886_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002387,101,1.52,7.9,0.23,4.31,/kaggle/working/models_2/101/1.52_002387_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603031,101,20.54,10.69,130.7,22.74,/kaggle/working/models_2/101/20.54_603031_24_mem_3_ltsm_1_dense_1_unit_64.h5
c003035,101,1.2,9.92,0.28,4.69,/kaggle/working/models_2/101/1.20_003035_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600180,101,2.17,9.88,0.49,8.23,/kaggle/working/models_2/101/2.17_600180_17_mem_3_ltsm_1_dense_1_unit_64.h5
c600189,101,0.36,7.72,0.57,4.88,/kaggle/working/models_2/101/0.36_600189_15_mem_3_ltsm_1_dense_1_unit_64.h5
c603021,101,2.85,8.94,0.21,6.68,/kaggle/working/models_2/101/2.85_603021_20_mem_3_ltsm_1_dense_1_unit_64.h5
c601163,101,7.41,8.15,0.12,2.07,/kaggle/working/models_2/101/7.41_601163_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603112,101,2.2,9.11,0.31,3.39,/kaggle/working/models_2/101/2.20_603112_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002592,101,21.63,15.51,0.94,15.55,/kaggle/working/models_2/101/21.63_002592_22_mem_3_ltsm_1_dense_1_unit_64.h5
c603353,101,91.19,27.65,95.95,51.63,/kaggle/working/models_2/101/91.19_603353_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603079,101,10.46,10.26,0.38,3.55,/kaggle/working/models_2/101/10.46_603079_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600784,101,0.35,9.66,0.08,4.66,/kaggle/working/models_2/101/0.35_600784_12_mem_3_ltsm_1_dense_1_unit_64.h5
c600784,101,0.35,9.98,0.04,3.06,/kaggle/working/models_2/101/0.35_600784_13_mem_3_ltsm_1_dense_1_unit_64.h5
c600167,101,0.17,20.94,4.29,13.85,/kaggle/working/models_2/101/0.17_600167_12_mem_3_ltsm_1_dense_1_unit_64.h5
c600167,101,0.17,20.12,4.68,15.49,/kaggle/working/models_2/101/0.17_600167_13_mem_3_ltsm_1_dense_1_unit_64.h5
c600360,101,0.25,7.74,0.15,3.11,/kaggle/working/models_2/101/0.25_600360_13_mem_3_ltsm_1_dense_1_unit_64.h5
c600360,101,0.25,7.83,0.12,3.01,/kaggle/working/models_2/101/0.25_600360_16_mem_3_ltsm_1_dense_1_unit_64.h5
c603169,101,2.02,9.42,0.68,9.64,/kaggle/working/models_2/101/2.02_603169_22_mem_3_ltsm_1_dense_1_unit_64.h5
c001218,101,26.49,14.26,4.19,8.78,/kaggle/working/models_2/101/26.49_001218_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603609,101,1.39,8.13,0.24,3.92,/kaggle/working/models_2/101/1.39_603609_23_mem_3_ltsm_1_dense_1_unit_64.h5
c603517,101,429.23,42.59,54.12,10.58,/kaggle/working/models_2/101/429.23_603517_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603321,101,1.23,8.57,0.19,4.25,/kaggle/working/models_2/101/1.23_603321_19_mem_3_ltsm_1_dense_1_unit_64.h5
c603321,101,1.23,8.9,0.16,3.83,/kaggle/working/models_2/101/1.23_603321_20_mem_3_ltsm_1_dense_1_unit_64.h5
c600452,101,0.37,59.23,14.58,21.53,/kaggle/working/models_2/101/0.37_600452_19_mem_3_ltsm_1_dense_1_unit_64.h5
c001259,101,742.97,87.39,716.81,87.64,/kaggle/working/models_2/101/742.97_001259_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000429,101,0.12,46.65,0.37,7.43,/kaggle/working/models_2/101/0.12_000429_10_mem_3_ltsm_1_dense_1_unit_64.h5
c000429,101,0.12,44.29,0.31,6.66,/kaggle/working/models_2/101/0.12_000429_11_mem_3_ltsm_1_dense_1_unit_64.h5
c605288,101,1326.4,40.98,9.75,6.45,/kaggle/working/models_2/101/1326.40_605288_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000019,101,0.29,13.53,0.36,6.72,/kaggle/working/models_2/101/0.29_000019_22_mem_3_ltsm_1_dense_1_unit_64.h5
c600731,101,0.28,7.64,0.09,3.22,/kaggle/working/models_2/101/0.28_600731_17_mem_3_ltsm_1_dense_1_unit_64.h5
c002719,101,7.31,9.53,0.74,6.31,/kaggle/working/models_2/101/7.31_002719_23_mem_3_ltsm_1_dense_1_unit_64.h5
c603019,101,7.64,9.17,1.25,2.87,/kaggle/working/models_2/101/7.64_603019_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002647,101,7.18,11.49,0.75,7.51,/kaggle/working/models_2/101/7.18_002647_24_mem_3_ltsm_1_dense_1_unit_64.h5
c001236,101,100.74,70.15,57.48,43.6,/kaggle/working/models_2/101/100.74_001236_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002538,101,0.55,8.31,0.21,3.95,/kaggle/working/models_2/101/0.55_002538_22_mem_3_ltsm_1_dense_1_unit_64.h5
c002538,101,0.55,8.78,0.82,7.45,/kaggle/working/models_2/101/0.55_002538_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002449,101,1.0,9.45,0.24,4.52,/kaggle/working/models_2/101/1.00_002449_22_mem_3_ltsm_1_dense_1_unit_64.h5
c600456,101,13.01,50.71,18.47,6.95,/kaggle/working/models_2/101/13.01_600456_23_mem_3_ltsm_1_dense_1_unit_64.h5
c600212,101,0.28,8.7,0.1,4.21,/kaggle/working/models_2/101/0.28_600212_15_mem_3_ltsm_1_dense_1_unit_64.h5
c600212,101,0.28,8.08,0.05,3.12,/kaggle/working/models_2/101/0.28_600212_16_mem_3_ltsm_1_dense_1_unit_64.h5
c600131,101,0.32,8.15,15.91,17.75,/kaggle/working/models_2/101/0.32_600131_21_mem_3_ltsm_1_dense_1_unit_64.h5
c600111,101,1.19,74.95,72.25,12.08,/kaggle/working/models_2/101/1.19_600111_22_mem_3_ltsm_1_dense_1_unit_64.h5
c000930,101,0.42,8.62,0.05,1.84,/kaggle/working/models_2/101/0.42_000930_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002023,101,1.16,12.77,0.45,4.33,/kaggle/working/models_2/101/1.16_002023_19_mem_3_ltsm_1_dense_1_unit_64.h5
c600826,101,2.23,53.85,0.33,4.57,/kaggle/working/models_2/101/2.23_600826_19_mem_3_ltsm_1_dense_1_unit_64.h5
c000828,101,0.37,37.0,0.2,4.8,/kaggle/working/models_2/101/0.37_000828_16_mem_3_ltsm_1_dense_1_unit_64.h5
c603027,101,2.68,9.89,1.03,4.81,/kaggle/working/models_2/101/2.68_603027_22_mem_3_ltsm_1_dense_1_unit_64.h5
c002544,101,6.68,13.97,1.17,3.94,/kaggle/working/models_2/101/6.68_002544_15_mem_3_ltsm_1_dense_1_unit_64.h5
c603261,101,1625.76,89.97,1393.97,97.44,/kaggle/working/models_2/101/1625.76_603261_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600352,101,0.99,60.01,3.74,13.21,/kaggle/working/models_2/101/0.99_600352_12_mem_3_ltsm_1_dense_1_unit_64.h5
c603218,101,8.54,12.42,3.99,6.64,/kaggle/working/models_2/101/8.54_603218_24_mem_3_ltsm_1_dense_1_unit_64.h5
c601098,101,1.72,9.45,0.06,2.26,/kaggle/working/models_2/101/1.72_601098_18_mem_3_ltsm_1_dense_1_unit_64.h5
c605001,101,1.67,9.73,6.47,21.15,/kaggle/working/models_2/101/1.67_605001_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002468,101,5.08,10.78,8.01,28.1,/kaggle/working/models_2/101/5.08_002468_14_mem_3_ltsm_1_dense_1_unit_64.h5
c600613,101,1.06,7.48,0.44,7.17,/kaggle/working/models_2/101/1.06_600613_15_mem_3_ltsm_1_dense_1_unit_64.h5
c600857,101,1.31,17.12,1.29,10.9,/kaggle/working/models_2/101/1.31_600857_11_mem_3_ltsm_1_dense_1_unit_64.h5
c603290,101,58413.9,77.73,89874.8,84.46,/kaggle/working/models_2/101/58413.90_603290_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000532,101,1.17,12.21,0.17,2.59,/kaggle/working/models_2/101/1.17_000532_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000935,101,0.98,9.73,1.44,4.35,/kaggle/working/models_2/101/0.98_000935_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603829,101,2.04,7.81,0.18,2.67,/kaggle/working/models_2/101/2.04_603829_23_mem_3_ltsm_1_dense_1_unit_64.h5
c603131,101,4.87,8.82,2.39,8.38,/kaggle/working/models_2/101/4.87_603131_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000695,101,1.09,8.25,0.19,3.95,/kaggle/working/models_2/101/1.09_000695_18_mem_3_ltsm_1_dense_1_unit_64.h5
c603217,101,22.2,18.43,139.55,34.21,/kaggle/working/models_2/101/22.20_603217_12_mem_3_ltsm_1_dense_1_unit_64.h5
c605118,101,4.65,10.28,0.84,5.3,/kaggle/working/models_2/101/4.65_605118_19_mem_3_ltsm_1_dense_1_unit_64.h5
c603367,101,6.71,10.05,0.78,3.98,/kaggle/working/models_2/101/6.71_603367_21_mem_3_ltsm_1_dense_1_unit_64.h5
c002232,101,1.16,7.85,0.9,2.84,/kaggle/working/models_2/101/1.16_002232_20_mem_3_ltsm_1_dense_1_unit_64.h5
c002232,101,1.16,7.88,0.71,2.92,/kaggle/working/models_2/101/1.16_002232_21_mem_3_ltsm_1_dense_1_unit_64.h5
c002136,101,1.03,8.34,1.11,3.77,/kaggle/working/models_2/101/1.03_002136_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002136,101,1.03,8.65,1.61,4.6,/kaggle/working/models_2/101/1.03_002136_24_mem_3_ltsm_1_dense_1_unit_64.h5
c601233,101,1.1,11.11,15.85,12.87,/kaggle/working/models_2/101/1.10_601233_22_mem_3_ltsm_1_dense_1_unit_64.h5
c603728,101,10.55,18.1,290.03,38.12,/kaggle/working/models_2/101/10.55_603728_24_mem_3_ltsm_1_dense_1_unit_64.h5
c003005,101,43.45,21.68,444.59,46.78,/kaggle/working/models_2/101/43.45_003005_21_mem_3_ltsm_1_dense_1_unit_64.h5
