c600018,101,18.28,92.04,16.53,83.48,/content/drive/MyDrive/stock/data/working/models_2/101/18.28_600018_00_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,273.77,99.92,238.27,99.58,/content/drive/MyDrive/stock/data/working/models_2/101/273.77_603565_00_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,101,31.13,96.16,39.47,91.96,/content/drive/MyDrive/stock/data/working/models_2/101/31.13_002533_00_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,4.51,39.48,0.58,12.48,/content/drive/MyDrive/stock/data/working/models_2/101/4.51_600018_01_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,270.82,99.25,235.60,99.01,/content/drive/MyDrive/stock/data/working/models_2/101/270.82_603565_01_mem_3_ltsm_1_dense_1_unit_64.h5
c002202,101,90.92,95.92,119.55,85.58,/content/drive/MyDrive/stock/data/working/models_2/101/90.92_002202_00_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,210.09,99.61,110.29,98.74,/content/drive/MyDrive/stock/data/working/models_2/101/210.09_002826_00_mem_3_ltsm_1_dense_1_unit_64.h5
c600776,101,37.76,77.63,68.64,40.92,/content/drive/MyDrive/stock/data/working/models_2/101/37.76_600776_00_mem_3_ltsm_1_dense_1_unit_64.h5
c600692,101,38.51,80.04,9.53,20.42,/content/drive/MyDrive/stock/data/working/models_2/101/38.51_600692_00_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,204.05,97.92,104.72,96.19,/content/drive/MyDrive/stock/data/working/models_2/101/204.05_002826_01_mem_3_ltsm_1_dense_1_unit_64.h5
c600867,101,20.56,108.49,179.54,96.72,/content/drive/MyDrive/stock/data/working/models_2/101/20.56_600867_00_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,267.24,98.51,231.70,98.18,/content/drive/MyDrive/stock/data/working/models_2/101/267.24_603565_02_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,190.70,93.85,88.79,88.52,/content/drive/MyDrive/stock/data/working/models_2/101/190.70_002826_02_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,1.22,33.93,0.19,7.85,/content/drive/MyDrive/stock/data/working/models_2/101/1.22_600018_02_mem_3_ltsm_1_dense_1_unit_64.h5
c600776,101,11.83,85.59,54.49,37.58,/content/drive/MyDrive/stock/data/working/models_2/101/11.83_600776_01_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,262.09,97.44,225.81,96.91,/content/drive/MyDrive/stock/data/working/models_2/101/262.09_603565_03_mem_3_ltsm_1_dense_1_unit_64.h5
c600692,101,16.05,70.57,2.89,16.67,/content/drive/MyDrive/stock/data/working/models_2/101/16.05_600692_01_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,150.21,79.55,40.55,59.37,/content/drive/MyDrive/stock/data/working/models_2/101/150.21_002826_03_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,253.59,95.69,216.40,94.86,/content/drive/MyDrive/stock/data/working/models_2/101/253.59_603565_04_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.93,21.24,0.15,7.24,/content/drive/MyDrive/stock/data/working/models_2/101/0.93_600018_03_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,66.16,36.88,0.95,7.86,/content/drive/MyDrive/stock/data/working/models_2/101/66.16_002826_04_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,240.19,93.03,200.55,91.32,/content/drive/MyDrive/stock/data/working/models_2/101/240.19_603565_05_mem_3_ltsm_1_dense_1_unit_64.h5
c600692,101,6.82,58.31,0.58,7.60,/content/drive/MyDrive/stock/data/working/models_2/101/6.82_600692_02_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,215.18,87.93,173.01,84.82,/content/drive/MyDrive/stock/data/working/models_2/101/215.18_603565_06_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.62,18.32,0.10,5.45,/content/drive/MyDrive/stock/data/working/models_2/101/0.62_600018_04_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,174.54,79.03,126.35,72.50,/content/drive/MyDrive/stock/data/working/models_2/101/174.54_603565_07_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,30.71,34.20,11.49,32.09,/content/drive/MyDrive/stock/data/working/models_2/101/30.71_002826_05_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,114.10,63.49,61.96,50.73,/content/drive/MyDrive/stock/data/working/models_2/101/114.10_603565_08_mem_3_ltsm_1_dense_1_unit_64.h5
c600692,101,3.00,16.39,1.02,13.67,/content/drive/MyDrive/stock/data/working/models_2/101/3.00_600692_03_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,16.66,23.38,2.57,10.26,/content/drive/MyDrive/stock/data/working/models_2/101/16.66_002826_06_mem_3_ltsm_1_dense_1_unit_64.h5
c600776,101,2.77,25.26,27.93,18.24,/content/drive/MyDrive/stock/data/working/models_2/101/2.77_600776_02_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,49.31,39.55,10.49,20.52,/content/drive/MyDrive/stock/data/working/models_2/101/49.31_603565_09_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.46,14.93,0.04,3.06,/content/drive/MyDrive/stock/data/working/models_2/101/0.46_600018_05_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,12.99,14.99,3.56,14.65,/content/drive/MyDrive/stock/data/working/models_2/101/12.99_002826_07_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,11.69,16.06,1.99,8.40,/content/drive/MyDrive/stock/data/working/models_2/101/11.69_603565_10_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.40,14.34,0.05,3.89,/content/drive/MyDrive/stock/data/working/models_2/101/0.40_600018_06_mem_3_ltsm_1_dense_1_unit_64.h5
c600776,101,1.56,17.35,24.86,15.71,/content/drive/MyDrive/stock/data/working/models_2/101/1.56_600776_03_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,11.68,12.93,2.76,8.38,/content/drive/MyDrive/stock/data/working/models_2/101/11.68_002826_08_mem_3_ltsm_1_dense_1_unit_64.h5
c600692,101,2.27,17.74,1.33,15.75,/content/drive/MyDrive/stock/data/working/models_2/101/2.27_600692_04_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,11.12,19.58,13.37,23.47,/content/drive/MyDrive/stock/data/working/models_2/101/11.12_603565_11_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,101,18.94,60.29,5.54,27.20,/content/drive/MyDrive/stock/data/working/models_2/101/18.94_002533_01_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,9.87,13.50,2.39,7.31,/content/drive/MyDrive/stock/data/working/models_2/101/9.87_002826_09_mem_3_ltsm_1_dense_1_unit_64.h5
c002202,101,23.75,36.26,3.38,14.55,/content/drive/MyDrive/stock/data/working/models_2/101/23.75_002202_01_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.37,13.34,0.03,3.13,/content/drive/MyDrive/stock/data/working/models_2/101/0.37_600018_07_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,17.44,26.02,13.65,23.56,/content/drive/MyDrive/stock/data/working/models_2/101/17.44_603565_12_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,101,3.87,45.23,1.99,16.86,/content/drive/MyDrive/stock/data/working/models_2/101/3.87_002533_02_mem_3_ltsm_1_dense_1_unit_64.h5
c600776,101,1.49,26.68,21.25,14.24,/content/drive/MyDrive/stock/data/working/models_2/101/1.49_600776_04_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,8.32,11.26,2.12,9.74,/content/drive/MyDrive/stock/data/working/models_2/101/8.32_002826_10_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,13.95,22.79,6.43,15.37,/content/drive/MyDrive/stock/data/working/models_2/101/13.95_603565_13_mem_3_ltsm_1_dense_1_unit_64.h5
c600692,101,1.48,17.40,0.87,12.65,/content/drive/MyDrive/stock/data/working/models_2/101/1.48_600692_05_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.32,12.11,0.04,3.33,/content/drive/MyDrive/stock/data/working/models_2/101/0.32_600018_08_mem_3_ltsm_1_dense_1_unit_64.h5
c002202,101,11.78,41.21,6.91,18.35,/content/drive/MyDrive/stock/data/working/models_2/101/11.78_002202_02_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,7.95,14.87,1.95,7.94,/content/drive/MyDrive/stock/data/working/models_2/101/7.95_603565_14_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,101,1.52,18.09,0.83,12.71,/content/drive/MyDrive/stock/data/working/models_2/101/1.52_002533_03_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,7.66,11.44,1.40,7.46,/content/drive/MyDrive/stock/data/working/models_2/101/7.66_002826_11_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,5.56,10.93,1.47,6.33,/content/drive/MyDrive/stock/data/working/models_2/101/5.56_603565_15_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.26,10.75,0.03,2.52,/content/drive/MyDrive/stock/data/working/models_2/101/0.26_600018_09_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,7.54,11.35,0.98,6.31,/content/drive/MyDrive/stock/data/working/models_2/101/7.54_002826_12_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,7.13,12.81,1.71,6.51,/content/drive/MyDrive/stock/data/working/models_2/101/7.13_603565_16_mem_3_ltsm_1_dense_1_unit_64.h5
c002202,101,3.76,16.08,2.26,6.53,/content/drive/MyDrive/stock/data/working/models_2/101/3.76_002202_03_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,101,1.74,15.23,0.71,12.69,/content/drive/MyDrive/stock/data/working/models_2/101/1.74_002533_04_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,6.59,10.57,1.05,7.61,/content/drive/MyDrive/stock/data/working/models_2/101/6.59_002826_13_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,7.34,12.93,1.34,5.91,/content/drive/MyDrive/stock/data/working/models_2/101/7.34_603565_17_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.27,9.83,0.04,3.46,/content/drive/MyDrive/stock/data/working/models_2/101/0.27_600018_10_mem_3_ltsm_1_dense_1_unit_64.h5
c002202,101,2.71,15.78,2.45,6.88,/content/drive/MyDrive/stock/data/working/models_2/101/2.71_002202_04_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,6.64,10.26,0.68,5.67,/content/drive/MyDrive/stock/data/working/models_2/101/6.64_002826_14_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,6.65,11.88,1.05,5.52,/content/drive/MyDrive/stock/data/working/models_2/101/6.65_603565_18_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,101,0.88,17.99,0.26,6.93,/content/drive/MyDrive/stock/data/working/models_2/101/0.88_002533_05_mem_3_ltsm_1_dense_1_unit_64.h5
c600867,101,7.61,89.05,27.71,26.90,/content/drive/MyDrive/stock/data/working/models_2/101/7.61_600867_01_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,5.35,10.12,0.63,5.60,/content/drive/MyDrive/stock/data/working/models_2/101/5.35_002826_15_mem_3_ltsm_1_dense_1_unit_64.h5
c002202,101,2.19,14.19,2.07,6.37,/content/drive/MyDrive/stock/data/working/models_2/101/2.19_002202_05_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.26,9.84,0.05,4.13,/content/drive/MyDrive/stock/data/working/models_2/101/0.26_600018_11_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,5.42,10.06,1.17,6.04,/content/drive/MyDrive/stock/data/working/models_2/101/5.42_603565_19_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,101,0.54,11.01,0.11,3.82,/content/drive/MyDrive/stock/data/working/models_2/101/0.54_002533_06_mem_3_ltsm_1_dense_1_unit_64.h5
c600776,101,1.28,23.62,19.71,13.84,/content/drive/MyDrive/stock/data/working/models_2/101/1.28_600776_05_mem_3_ltsm_1_dense_1_unit_64.h5
c600692,101,1.09,16.41,0.30,6.92,/content/drive/MyDrive/stock/data/working/models_2/101/1.09_600692_06_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,5.10,9.72,0.58,5.39,/content/drive/MyDrive/stock/data/working/models_2/101/5.10_002826_16_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,5.52,10.56,1.47,6.84,/content/drive/MyDrive/stock/data/working/models_2/101/5.52_603565_20_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.28,10.05,0.05,3.93,/content/drive/MyDrive/stock/data/working/models_2/101/0.28_600018_12_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,5.54,11.36,1.52,6.99,/content/drive/MyDrive/stock/data/working/models_2/101/5.54_603565_21_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,4.37,9.46,0.52,5.08,/content/drive/MyDrive/stock/data/working/models_2/101/4.37_002826_17_mem_3_ltsm_1_dense_1_unit_64.h5
c002202,101,1.79,11.28,1.76,5.64,/content/drive/MyDrive/stock/data/working/models_2/101/1.79_002202_06_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,6.10,11.41,1.32,6.48,/content/drive/MyDrive/stock/data/working/models_2/101/6.10_603565_22_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,101,0.62,11.15,0.50,7.95,/content/drive/MyDrive/stock/data/working/models_2/101/0.62_002533_07_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,4.60,9.46,0.48,4.94,/content/drive/MyDrive/stock/data/working/models_2/101/4.60_002826_18_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.26,9.29,0.09,6.10,/content/drive/MyDrive/stock/data/working/models_2/101/0.26_600018_13_mem_3_ltsm_1_dense_1_unit_64.h5
c600692,101,0.98,15.56,0.23,5.48,/content/drive/MyDrive/stock/data/working/models_2/101/0.98_600692_07_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,5.65,10.92,1.10,5.85,/content/drive/MyDrive/stock/data/working/models_2/101/5.65_603565_23_mem_3_ltsm_1_dense_1_unit_64.h5
c600776,101,1.15,20.20,18.23,12.67,/content/drive/MyDrive/stock/data/working/models_2/101/1.15_600776_06_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,3.82,9.42,0.40,4.40,/content/drive/MyDrive/stock/data/working/models_2/101/3.82_002826_19_mem_3_ltsm_1_dense_1_unit_64.h5
c600867,101,9.73,104.01,20.29,19.95,/content/drive/MyDrive/stock/data/working/models_2/101/9.73_600867_02_mem_3_ltsm_1_dense_1_unit_64.h5
c002202,101,2.09,16.22,1.51,5.69,/content/drive/MyDrive/stock/data/working/models_2/101/2.09_002202_07_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,101,0.56,11.08,0.13,4.83,/content/drive/MyDrive/stock/data/working/models_2/101/0.56_002533_08_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.25,9.71,0.04,3.11,/content/drive/MyDrive/stock/data/working/models_2/101/0.25_600018_14_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,5.40,10.38,1.05,5.59,/content/drive/MyDrive/stock/data/working/models_2/101/5.40_603565_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600692,101,0.87,12.29,0.18,4.69,/content/drive/MyDrive/stock/data/working/models_2/101/0.87_600692_08_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,3.56,8.55,0.42,4.67,/content/drive/MyDrive/stock/data/working/models_2/101/3.56_002826_20_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,101,0.50,9.77,0.25,5.66,/content/drive/MyDrive/stock/data/working/models_2/101/0.50_002533_09_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,4.88,10.14,1.09,5.68,/content/drive/MyDrive/stock/data/working/models_2/101/4.88_603565_25_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,5.19,10.38,1.11,5.76,/content/drive/MyDrive/stock/data/working/models_2/101/5.19_603565_26_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,3.69,9.07,0.34,4.01,/content/drive/MyDrive/stock/data/working/models_2/101/3.69_002826_21_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,4.53,10.04,1.09,5.72,/content/drive/MyDrive/stock/data/working/models_2/101/4.53_603565_27_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,101,0.46,10.72,0.29,5.81,/content/drive/MyDrive/stock/data/working/models_2/101/0.46_002533_10_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.25,9.15,0.15,7.80,/content/drive/MyDrive/stock/data/working/models_2/101/0.25_600018_15_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,3.85,9.23,0.44,4.80,/content/drive/MyDrive/stock/data/working/models_2/101/3.85_002826_22_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,4.70,9.56,1.05,5.64,/content/drive/MyDrive/stock/data/working/models_2/101/4.70_603565_28_mem_3_ltsm_1_dense_1_unit_64.h5
c002202,101,1.80,11.57,1.86,5.76,/content/drive/MyDrive/stock/data/working/models_2/101/1.80_002202_08_mem_3_ltsm_1_dense_1_unit_64.h5
c600867,101,5.45,92.04,34.46,31.55,/content/drive/MyDrive/stock/data/working/models_2/101/5.45_600867_03_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,101,0.43,9.64,0.13,4.50,/content/drive/MyDrive/stock/data/working/models_2/101/0.43_002533_11_mem_3_ltsm_1_dense_1_unit_64.h5
c600692,101,0.67,10.89,0.11,3.33,/content/drive/MyDrive/stock/data/working/models_2/101/0.67_600692_09_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,4.60,10.10,1.02,5.55,/content/drive/MyDrive/stock/data/working/models_2/101/4.60_603565_29_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,3.84,9.62,0.38,4.26,/content/drive/MyDrive/stock/data/working/models_2/101/3.84_002826_23_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.25,10.53,0.02,1.91,/content/drive/MyDrive/stock/data/working/models_2/101/0.25_600018_16_mem_3_ltsm_1_dense_1_unit_64.h5
c600776,101,0.99,18.27,17.33,11.34,/content/drive/MyDrive/stock/data/working/models_2/101/0.99_600776_07_mem_3_ltsm_1_dense_1_unit_64.h5
c002202,101,1.80,15.25,1.09,5.21,/content/drive/MyDrive/stock/data/working/models_2/101/1.80_002202_09_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,101,0.45,10.13,0.46,7.65,/content/drive/MyDrive/stock/data/working/models_2/101/0.45_002533_12_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,4.54,9.47,0.99,5.44,/content/drive/MyDrive/stock/data/working/models_2/101/4.54_603565_30_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,3.67,9.86,0.35,4.09,/content/drive/MyDrive/stock/data/working/models_2/101/3.67_002826_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,4.55,9.58,0.92,5.20,/content/drive/MyDrive/stock/data/working/models_2/101/4.55_603565_31_mem_3_ltsm_1_dense_1_unit_64.h5
c600692,101,0.68,10.39,0.09,2.80,/content/drive/MyDrive/stock/data/working/models_2/101/0.68_600692_10_mem_3_ltsm_1_dense_1_unit_64.h5
c002202,101,1.55,11.06,1.66,5.42,/content/drive/MyDrive/stock/data/working/models_2/101/1.55_002202_10_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,101,0.44,9.81,0.11,3.94,/content/drive/MyDrive/stock/data/working/models_2/101/0.44_002533_13_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,3.17,8.56,0.31,3.79,/content/drive/MyDrive/stock/data/working/models_2/101/3.17_002826_25_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,4.32,9.43,0.86,4.94,/content/drive/MyDrive/stock/data/working/models_2/101/4.32_603565_32_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.20,8.52,0.02,2.65,/content/drive/MyDrive/stock/data/working/models_2/101/0.20_600018_17_mem_3_ltsm_1_dense_1_unit_64.h5
c600867,101,3.57,89.27,15.42,18.29,/content/drive/MyDrive/stock/data/working/models_2/101/3.57_600867_04_mem_3_ltsm_1_dense_1_unit_64.h5
c600776,101,0.86,16.68,16.46,10.48,/content/drive/MyDrive/stock/data/working/models_2/101/0.86_600776_08_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,3.94,9.30,0.80,4.68,/content/drive/MyDrive/stock/data/working/models_2/101/3.94_603565_33_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,3.01,9.04,0.32,3.80,/content/drive/MyDrive/stock/data/working/models_2/101/3.01_002826_26_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,4.33,9.57,0.75,4.40,/content/drive/MyDrive/stock/data/working/models_2/101/4.33_603565_34_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,101,0.39,9.46,0.07,2.89,/content/drive/MyDrive/stock/data/working/models_2/101/0.39_002533_14_mem_3_ltsm_1_dense_1_unit_64.h5
c002202,101,1.74,15.15,0.90,5.09,/content/drive/MyDrive/stock/data/working/models_2/101/1.74_002202_11_mem_3_ltsm_1_dense_1_unit_64.h5
c600692,101,0.65,9.72,0.08,2.56,/content/drive/MyDrive/stock/data/working/models_2/101/0.65_600692_11_mem_3_ltsm_1_dense_1_unit_64.h5
c002826,101,2.67,8.53,0.37,4.36,/content/drive/MyDrive/stock/data/working/models_2/101/2.67_002826_27_mem_3_ltsm_1_dense_1_unit_64.h5
c603565,101,4.24,9.54,0.72,4.22,/content/drive/MyDrive/stock/data/working/models_2/101/4.24_603565_35_mem_3_ltsm_1_dense_1_unit_64.h5
c600776,101,0.82,15.45,16.46,10.52,/content/drive/MyDrive/stock/data/working/models_2/101/0.82_600776_09_mem_3_ltsm_1_dense_1_unit_64.h5
c600018,101,0.20,8.58,0.01,1.44,/content/drive/MyDrive/stock/data/working/models_2/101/0.20_600018_18_mem_3_ltsm_1_dense_1_unit_64.h5
c600867,101,2.07,82.75,16.76,17.88,/content/drive/MyDrive/stock/data/working/models_2/101/2.07_600867_05_mem_3_ltsm_1_dense_1_unit_64.h5
