epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,53.02,99.93,47.16,99.05,601898,102,3,1,1,64
1,52.01,98.76,46.32,97.82,601898,102,3,1,1,64
2,50.95,97.41,45.12,96.01,601898,102,3,1,1,64
3,49.39,95.3,43.32,93.13,601898,102,3,1,1,64
4,46.92,91.87,40.58,88.41,601898,102,3,1,1,64
5,43.25,86.24,36.45,80.59,601898,102,3,1,1,64
6,37.96,76.74,30.65,68.04,601898,102,3,1,1,64
7,30.89,61.85,23.58,51.78,601898,102,3,1,1,64
8,22.95,44.0,16.4,48.74,601898,102,3,1,1,64
9,16.29,38.33,10.15,45.74,601898,102,3,1,1,64
10,11.45,35.04,5.17,36.07,601898,102,3,1,1,64
11,7.36,28.7,2.26,24.83,601898,102,3,1,1,64
12,4.79,21.72,1.5,18.62,601898,102,3,1,1,64
13,4.21,20.36,2.12,19.43,601898,102,3,1,1,64
14,4.17,21.02,2.9,21.45,601898,102,3,1,1,64
15,4.11,20.72,3.1,22.41,601898,102,3,1,1,64
16,4.2,21.13,2.67,21.51,601898,102,3,1,1,64
17,3.99,19.89,2.01,19.53,601898,102,3,1,1,64
18,3.48,18.7,1.49,17.49,601898,102,3,1,1,64
19,3.56,18.33,1.16,15.63,601898,102,3,1,1,64
20,3.17,16.84,1.01,14.38,601898,102,3,1,1,64
21,3.52,16.68,0.95,13.6,601898,102,3,1,1,64
22,3.41,15.96,0.92,13.14,601898,102,3,1,1,64
23,3.18,15.62,0.91,13.04,601898,102,3,1,1,64
24,2.76,15.34,0.91,13.36,601898,102,3,1,1,64
