epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,13.25,96.92,38.33,91.88,600856,102,3,1,1,64
1,12.38,82.23,36.68,84.28,600856,102,3,1,1,64
2,11.24,68.26,34.06,74.05,600856,102,3,1,1,64
3,9.42,58.17,29.07,59.02,600856,102,3,1,1,64
4,6.35,54.66,18.65,46.56,600856,102,3,1,1,64
5,2.71,60.06,6.24,34.43,600856,102,3,1,1,64
6,1.31,69.06,1.68,28.95,600856,102,3,1,1,64
7,1.48,45.51,2.54,34.78,600856,102,3,1,1,64
8,1.05,34.04,1.94,36.86,600856,102,3,1,1,64
9,0.96,41.68,1.31,29.11,600856,102,3,1,1,64
10,0.73,27.73,1.02,18.29,600856,102,3,1,1,64
11,0.47,18.53,0.97,21.18,600856,102,3,1,1,64
12,0.49,28.25,0.83,20.42,600856,102,3,1,1,64
13,0.45,26.52,0.73,17.73,600856,102,3,1,1,64
14,0.44,23.36,0.77,18.3,600856,102,3,1,1,64
15,0.38,22.77,0.82,19.91,600856,102,3,1,1,64
16,0.34,23.88,0.77,21.05,600856,102,3,1,1,64
17,0.39,25.59,0.71,20.74,600856,102,3,1,1,64
18,0.34,24.15,0.65,20.16,600856,102,3,1,1,64
19,0.31,23.15,0.69,20.46,600856,102,3,1,1,64
20,0.32,22.26,0.73,20.58,600856,102,3,1,1,64
21,0.29,20.15,0.66,20.1,600856,102,3,1,1,64
22,0.25,19.22,0.66,21.06,600856,102,3,1,1,64
23,0.29,19.99,0.87,22.39,600856,102,3,1,1,64
24,0.34,18.87,0.61,19.94,600856,102,3,1,1,64
