epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,71.12,100.06,33.96,99.63,000015,102,3,1,1,64
1,70.26,99.44,33.66,99.17,000015,102,3,1,1,64
2,69.4,98.84,33.32,98.67,000015,102,3,1,1,64
3,68.3,98.14,32.93,98.07,000015,102,3,1,1,64
4,66.8,97.27,32.44,97.36,000015,102,3,1,1,64
5,64.64,96.09,31.84,96.48,000015,102,3,1,1,64
6,61.72,94.51,31.09,95.37,000015,102,3,1,1,64
7,57.88,92.41,30.13,93.95,000015,102,3,1,1,64
8,52.59,89.54,28.88,92.05,000015,102,3,1,1,64
9,45.54,85.39,27.21,89.42,000015,102,3,1,1,64
10,37.44,79.97,25.01,85.66,000015,102,3,1,1,64
11,28.11,72.42,22.13,80.11,000015,102,3,1,1,64
12,19.5,62.83,18.57,71.84,000015,102,3,1,1,64
13,12.58,51.64,14.51,60.49,000015,102,3,1,1,64
14,7.99,41.82,10.42,50.39,000015,102,3,1,1,64
15,5.39,34.19,7.26,40.99,000015,102,3,1,1,64
16,5.88,30.8,6.09,36.33,000015,102,3,1,1,64
17,7.54,32.7,6.09,36.1,000015,102,3,1,1,64
18,8.97,37.53,5.27,32.95,000015,102,3,1,1,64
19,6.76,33.57,3.87,27.87,000015,102,3,1,1,64
20,4.87,26.72,2.96,25.22,000015,102,3,1,1,64
21,3.92,20.7,2.83,25.58,000015,102,3,1,1,64
22,3.21,17.52,3.12,27.12,000015,102,3,1,1,64
23,3.73,18.79,3.34,27.99,000015,102,3,1,1,64
24,3.68,19.48,3.27,27.63,000015,102,3,1,1,64
