epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,19.96,99.78,46.51,98.8,600879,102,3,1,1,64
1,18.89,92.54,44.15,96.25,600879,102,3,1,1,64
2,17.18,84.24,39.43,90.99,600879,102,3,1,1,64
3,13.92,71.02,29.41,78.65,600879,102,3,1,1,64
4,8.01,51.62,11.81,49.73,600879,102,3,1,1,64
5,1.82,30.0,0.25,5.91,600879,102,3,1,1,64
6,1.78,29.39,3.42,26.71,600879,102,3,1,1,64
7,1.84,31.58,1.08,14.28,600879,102,3,1,1,64
8,0.86,24.27,0.24,5.57,600879,102,3,1,1,64
9,0.84,20.51,0.38,6.69,600879,102,3,1,1,64
10,0.66,20.17,0.22,5.5,600879,102,3,1,1,64
11,0.56,18.99,0.39,8.05,600879,102,3,1,1,64
12,0.58,18.37,0.56,9.82,600879,102,3,1,1,64
13,0.52,15.57,0.41,8.25,600879,102,3,1,1,64
14,0.47,15.01,0.28,6.65,600879,102,3,1,1,64
15,0.42,14.75,0.28,6.58,600879,102,3,1,1,64
16,0.38,14.1,0.35,7.47,600879,102,3,1,1,64
17,0.37,12.87,0.34,7.37,600879,102,3,1,1,64
18,0.4,12.96,0.31,6.99,600879,102,3,1,1,64
19,0.37,12.57,0.31,7.02,600879,102,3,1,1,64
20,0.34,12.18,0.29,6.6,600879,102,3,1,1,64
