epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,60.39,99.91,7.72,99.19,002656,102,3,1,1,64
1,59.18,98.66,7.49,97.41,002656,102,3,1,1,64
2,57.74,97.26,7.28,95.83,002656,102,3,1,1,64
3,55.56,95.42,7.08,94.29,002656,102,3,1,1,64
4,52.17,92.79,6.87,92.69,002656,102,3,1,1,64
5,47.36,88.92,6.65,90.95,002656,102,3,1,1,64
6,39.77,82.59,6.4,88.9,002656,102,3,1,1,64
7,29.94,72.95,6.08,86.17,002656,102,3,1,1,64
8,18.49,58.4,5.63,81.92,002656,102,3,1,1,64
9,8.95,39.37,4.94,74.09,002656,102,3,1,1,64
10,5.5,31.3,4.01,61.89,002656,102,3,1,1,64
11,6.78,36.67,3.09,51.74,002656,102,3,1,1,64
12,8.49,40.99,2.38,47.01,002656,102,3,1,1,64
13,7.14,36.42,1.91,40.23,002656,102,3,1,1,64
14,4.9,28.7,1.82,39.52,002656,102,3,1,1,64
15,3.75,23.6,1.71,40.3,002656,102,3,1,1,64
16,3.73,20.9,1.45,37.61,002656,102,3,1,1,64
17,3.55,18.8,1.1,32.19,002656,102,3,1,1,64
18,3.36,17.57,0.8,26.51,002656,102,3,1,1,64
19,3.0,15.79,0.65,23.74,002656,102,3,1,1,64
20,2.99,15.97,0.64,23.35,002656,102,3,1,1,64
21,2.87,16.56,0.69,24.42,002656,102,3,1,1,64
22,2.54,16.48,0.73,25.3,002656,102,3,1,1,64
23,2.65,16.67,0.73,25.34,002656,102,3,1,1,64
24,2.39,17.19,0.72,25.22,002656,102,3,1,1,64
