epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,127.12,99.89,86.52,99.5,002749,102,3,1,1,64
1,125.88,99.43,85.85,99.11,002749,102,3,1,1,64
2,124.49,98.91,85.12,98.68,002749,102,3,1,1,64
3,122.74,98.27,84.29,98.2,002749,102,3,1,1,64
4,120.57,97.46,83.34,97.64,002749,102,3,1,1,64
5,117.6,96.38,82.24,96.99,002749,102,3,1,1,64
6,113.58,94.91,80.94,96.23,002749,102,3,1,1,64
7,107.95,92.83,79.38,95.3,002749,102,3,1,1,64
8,100.47,89.95,77.44,94.14,002749,102,3,1,1,64
9,90.84,85.97,74.89,92.59,002749,102,3,1,1,64
10,78.62,80.35,71.34,90.36,002749,102,3,1,1,64
11,64.45,72.9,66.09,86.92,002749,102,3,1,1,64
12,48.68,62.87,57.82,81.11,002749,102,3,1,1,64
13,33.9,50.83,44.96,70.94,002749,102,3,1,1,64
14,19.93,36.71,27.45,53.9,002749,102,3,1,1,64
15,9.48,23.93,10.5,29.51,002749,102,3,1,1,64
16,6.47,19.39,3.44,16.18,002749,102,3,1,1,64
17,9.67,24.76,5.04,21.58,002749,102,3,1,1,64
18,12.23,29.32,6.12,24.39,002749,102,3,1,1,64
19,10.9,27.74,4.6,21.14,002749,102,3,1,1,64
20,7.16,22.29,2.45,15.13,002749,102,3,1,1,64
21,4.41,16.33,1.14,9.81,002749,102,3,1,1,64
22,2.9,12.41,0.9,7.82,002749,102,3,1,1,64
23,3.22,11.77,1.28,9.23,002749,102,3,1,1,64
24,3.86,12.28,1.75,11.4,002749,102,3,1,1,64
