epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,202.05,99.88,133.94,99.65,603677,102,3,1,1,64
1,200.47,99.52,133.01,99.3,603677,102,3,1,1,64
2,198.97,99.14,131.87,98.86,603677,102,3,1,1,64
3,197.05,98.68,130.44,98.31,603677,102,3,1,1,64
4,194.63,98.06,128.62,97.61,603677,102,3,1,1,64
5,191.71,97.3,126.26,96.69,603677,102,3,1,1,64
6,187.86,96.34,123.16,95.47,603677,102,3,1,1,64
7,183.33,95.09,119.06,93.82,603677,102,3,1,1,64
8,177.49,93.46,113.61,91.59,603677,102,3,1,1,64
9,169.91,91.27,106.38,88.54,603677,102,3,1,1,64
10,161.21,88.52,96.92,84.38,603677,102,3,1,1,64
11,149.54,84.82,84.98,78.83,603677,102,3,1,1,64
12,137.18,79.87,70.7,71.65,603677,102,3,1,1,64
13,122.89,74.33,54.93,62.81,603677,102,3,1,1,64
14,107.87,67.74,39.17,52.6,603677,102,3,1,1,64
15,91.12,59.2,25.06,41.47,603677,102,3,1,1,64
16,76.96,50.75,13.89,30.03,603677,102,3,1,1,64
17,64.74,42.56,6.31,18.85,603677,102,3,1,1,64
18,53.88,34.73,2.26,10.07,603677,102,3,1,1,64
19,44.87,29.91,1.07,7.31,603677,102,3,1,1,64
20,34.82,26.79,1.53,8.93,603677,102,3,1,1,64
21,29.94,26.11,2.4,11.71,603677,102,3,1,1,64
22,23.81,24.27,2.87,13.15,603677,102,3,1,1,64
23,21.12,23.11,2.73,12.8,603677,102,3,1,1,64
24,15.9,20.99,2.12,10.97,603677,102,3,1,1,64
