epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,347.43,99.88,528.13,99.77,603393,102,3,1,1,64
1,344.88,99.38,525.55,99.52,603393,102,3,1,1,64
2,341.9,98.82,522.17,99.2,603393,102,3,1,1,64
3,338.29,98.14,517.85,98.79,603393,102,3,1,1,64
4,333.64,97.25,512.35,98.26,603393,102,3,1,1,64
5,327.44,96.03,505.21,97.57,603393,102,3,1,1,64
6,319.86,94.52,495.78,96.65,603393,102,3,1,1,64
7,308.54,92.21,483.14,95.4,603393,102,3,1,1,64
8,294.26,89.3,466.07,93.69,603393,102,3,1,1,64
9,274.88,85.08,442.7,91.3,603393,102,3,1,1,64
10,250.47,79.45,410.76,87.92,603393,102,3,1,1,64
11,218.88,71.65,367.76,83.15,603393,102,3,1,1,64
12,180.44,61.7,311.68,76.48,603393,102,3,1,1,64
13,139.38,49.81,243.3,67.45,603393,102,3,1,1,64
14,100.96,36.69,169.73,56.14,603393,102,3,1,1,64
15,66.66,26.83,103.13,43.43,603393,102,3,1,1,64
16,47.77,25.14,53.85,30.86,603393,102,3,1,1,64
17,37.29,26.3,24.69,20.05,603393,102,3,1,1,64
18,37.55,31.0,10.94,12.17,603393,102,3,1,1,64
19,41.11,34.75,5.77,7.89,603393,102,3,1,1,64
20,45.0,37.71,4.27,6.47,603393,102,3,1,1,64
21,41.82,35.7,4.08,6.38,603393,102,3,1,1,64
22,36.99,32.91,4.48,6.69,603393,102,3,1,1,64
23,29.01,27.77,5.29,7.31,603393,102,3,1,1,64
24,24.96,24.75,6.33,8.1,603393,102,3,1,1,64
25,19.65,19.47,7.22,8.79,603393,102,3,1,1,64
26,17.06,16.33,7.58,8.99,603393,102,3,1,1,64
27,16.84,14.99,7.25,8.66,603393,102,3,1,1,64
28,14.96,13.66,6.28,7.97,603393,102,3,1,1,64
29,16.03,14.19,5.1,7.22,603393,102,3,1,1,64
30,15.13,14.58,4.16,7.0,603393,102,3,1,1,64
31,13.7,13.49,3.88,7.16,603393,102,3,1,1,64
32,11.96,13.05,4.37,7.91,603393,102,3,1,1,64
33,11.0,13.14,5.45,8.96,603393,102,3,1,1,64
34,12.51,14.43,6.75,10.07,603393,102,3,1,1,64
35,12.14,14.51,7.99,11.07,603393,102,3,1,1,64
36,12.44,14.61,8.95,11.77,603393,102,3,1,1,64
37,13.38,15.45,9.48,12.13,603393,102,3,1,1,64
38,12.19,13.5,9.69,12.26,603393,102,3,1,1,64
39,13.32,13.87,9.5,12.11,603393,102,3,1,1,64
40,10.47,12.37,9.08,11.79,603393,102,3,1,1,64
41,13.51,13.59,8.51,11.33,603393,102,3,1,1,64
