epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,536.6,100.03,1020.69,99.82,601628,102,3,1,1,64
1,533.5,99.71,1014.76,99.53,601628,102,3,1,1,64
2,529.76,99.31,1005.49,99.07,601628,102,3,1,1,64
3,523.53,98.65,989.05,98.26,601628,102,3,1,1,64
4,512.63,97.51,958.39,96.73,601628,102,3,1,1,64
5,492.43,95.37,900.9,93.77,601628,102,3,1,1,64
6,454.11,91.13,799.42,88.2,601628,102,3,1,1,64
7,387.15,82.52,652.67,79.23,601628,102,3,1,1,64
8,295.25,67.24,495.47,68.13,601628,102,3,1,1,64
9,200.52,46.47,362.13,57.02,601628,102,3,1,1,64
10,137.34,33.91,266.69,47.62,601628,102,3,1,1,64
11,105.15,31.05,200.39,39.95,601628,102,3,1,1,64
12,93.09,32.28,154.77,33.79,601628,102,3,1,1,64
13,87.19,34.92,124.97,29.14,601628,102,3,1,1,64
14,86.24,38.19,107.23,26.03,601628,102,3,1,1,64
15,88.33,40.47,98.52,24.4,601628,102,3,1,1,64
16,91.04,41.69,96.07,23.92,601628,102,3,1,1,64
17,92.82,42.46,97.83,24.26,601628,102,3,1,1,64
18,89.12,40.93,101.85,25.03,601628,102,3,1,1,64
19,88.43,40.9,106.85,25.95,601628,102,3,1,1,64
20,89.6,40.38,112.15,26.91,601628,102,3,1,1,64
21,87.55,39.42,116.79,27.73,601628,102,3,1,1,64
22,87.32,38.79,120.6,28.39,601628,102,3,1,1,64
23,83.12,37.08,122.99,28.8,601628,102,3,1,1,64
24,84.99,36.49,124.25,29.01,601628,102,3,1,1,64
