epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,47618.11,99.96,120842.3,99.94,605117,102,3,1,1,64
1,47488.59,99.77,120516.78,99.81,605117,102,3,1,1,64
2,47034.94,98.99,119348.8,99.32,605117,102,3,1,1,64
3,45366.61,96.25,114563.48,97.28,605117,102,3,1,1,64
4,42455.86,91.2,108918.76,94.81,605117,102,3,1,1,64
5,39996.34,86.29,104660.47,92.9,605117,102,3,1,1,64
6,37761.73,82.35,100548.95,91.02,605117,102,3,1,1,64
7,35601.56,78.05,96360.72,89.07,605117,102,3,1,1,64
8,33301.08,74.08,91918.14,86.95,605117,102,3,1,1,64
9,30906.92,68.75,87435.19,84.76,605117,102,3,1,1,64
10,28953.25,65.28,82953.86,82.52,605117,102,3,1,1,64
11,26924.55,61.75,78417.84,80.18,605117,102,3,1,1,64
12,24650.35,58.32,73784.87,77.72,605117,102,3,1,1,64
13,22277.88,54.6,69384.89,75.31,605117,102,3,1,1,64
14,20712.21,51.45,64629.89,72.62,605117,102,3,1,1,64
15,18557.03,48.73,60266.83,70.06,605117,102,3,1,1,64
16,17183.91,45.87,56172.83,67.57,605117,102,3,1,1,64
17,15662.64,43.97,52507.59,65.26,605117,102,3,1,1,64
18,14522.93,41.83,48928.26,62.93,605117,102,3,1,1,64
19,13050.51,41.06,45167.82,60.38,605117,102,3,1,1,64
20,12469.77,39.49,41782.03,57.99,605117,102,3,1,1,64
21,11593.16,38.83,39191.45,56.09,605117,102,3,1,1,64
22,11376.19,36.19,36978.01,54.42,605117,102,3,1,1,64
23,10190.28,37.51,34359.32,52.38,605117,102,3,1,1,64
24,9495.0,37.7,32499.91,50.87,605117,102,3,1,1,64
25,9349.38,36.68,31145.71,49.75,605117,102,3,1,1,64
26,8923.33,37.63,29608.23,48.45,605117,102,3,1,1,64
27,8623.69,38.53,28013.05,47.06,605117,102,3,1,1,64
28,8428.28,38.41,26807.96,45.98,605117,102,3,1,1,64
29,7990.86,39.05,25863.49,45.12,605117,102,3,1,1,64
30,8261.25,35.57,25020.6,44.33,605117,102,3,1,1,64
31,7630.38,31.77,23857.85,43.23,605117,102,3,1,1,64
32,7567.95,32.81,22639.9,42.04,605117,102,3,1,1,64
33,6425.28,26.63,21393.83,40.79,605117,102,3,1,1,64
34,6182.09,25.75,20021.84,39.37,605117,102,3,1,1,64
35,5837.05,24.53,18918.84,38.2,605117,102,3,1,1,64
36,5145.39,22.77,17752.44,36.91,605117,102,3,1,1,64
37,4946.15,20.98,16780.7,35.8,605117,102,3,1,1,64
38,5166.09,20.27,15738.73,34.58,605117,102,3,1,1,64
39,4508.94,18.77,14826.46,33.47,605117,102,3,1,1,64
40,5025.41,21.73,13749.53,32.11,605117,102,3,1,1,64
41,3989.72,17.57,12755.37,30.81,605117,102,3,1,1,64
42,3911.13,17.39,11322.67,28.83,605117,102,3,1,1,64
43,3512.53,17.37,10022.14,26.91,605117,102,3,1,1,64
44,3468.91,16.37,9027.43,25.35,605117,102,3,1,1,64
45,2809.36,15.42,8289.28,24.13,605117,102,3,1,1,64
46,2724.23,14.4,7545.1,22.83,605117,102,3,1,1,64
47,2329.45,13.68,6813.54,21.48,605117,102,3,1,1,64
48,2427.15,13.61,6214.16,20.31,605117,102,3,1,1,64
49,2718.41,17.77,5665.71,19.18,605117,102,3,1,1,64
50,2239.39,12.24,5071.3,17.89,605117,102,3,1,1,64
51,2161.7,12.15,4623.01,16.86,605117,102,3,1,1,64
52,2121.65,11.54,4165.78,15.73,605117,102,3,1,1,64
53,1573.07,10.52,3782.49,14.72,605117,102,3,1,1,64
54,1356.89,9.18,3392.62,13.71,605117,102,3,1,1,64
55,1854.71,11.13,3002.54,12.69,605117,102,3,1,1,64
56,1301.76,11.44,2746.11,12.06,605117,102,3,1,1,64
57,1414.65,11.16,2492.81,11.39,605117,102,3,1,1,64
58,1203.58,11.53,2218.82,10.61,605117,102,3,1,1,64
59,1111.23,10.0,1932.86,9.77,605117,102,3,1,1,64
60,1182.05,9.8,1723.5,9.19,605117,102,3,1,1,64
61,754.32,8.59,1561.24,8.79,605117,102,3,1,1,64
62,953.58,9.67,1437.4,8.5,605117,102,3,1,1,64
63,911.13,11.28,1400.18,8.37,605117,102,3,1,1,64
64,1261.01,10.39,1226.98,7.94,605117,102,3,1,1,64
65,817.18,9.88,1135.66,7.76,605117,102,3,1,1,64
66,932.19,10.71,1067.02,7.59,605117,102,3,1,1,64
67,617.86,7.72,1011.16,7.56,605117,102,3,1,1,64
68,733.49,8.82,924.22,7.16,605117,102,3,1,1,64
69,988.24,9.63,935.23,7.46,605117,102,3,1,1,64
70,722.92,9.55,906.77,7.41,605117,102,3,1,1,64
71,644.82,9.25,919.79,7.54,605117,102,3,1,1,64
72,747.02,9.81,926.16,7.55,605117,102,3,1,1,64
73,907.49,10.37,903.37,7.39,605117,102,3,1,1,64
74,762.41,10.89,820.99,6.91,605117,102,3,1,1,64
75,643.44,9.55,737.56,6.38,605117,102,3,1,1,64
76,600.12,9.11,879.46,7.03,605117,102,3,1,1,64
77,536.88,8.42,1035.16,7.61,605117,102,3,1,1,64
78,522.55,8.31,757.27,6.43,605117,102,3,1,1,64
79,371.51,7.73,736.76,6.29,605117,102,3,1,1,64
80,443.19,7.47,1128.22,8.07,605117,102,3,1,1,64
81,450.14,7.97,790.45,6.58,605117,102,3,1,1,64
82,615.14,8.6,614.94,5.7,605117,102,3,1,1,64
83,382.45,7.83,592.61,5.45,605117,102,3,1,1,64
84,561.92,8.6,1023.9,7.91,605117,102,3,1,1,64
85,519.11,8.89,1526.39,9.75,605117,102,3,1,1,64
86,741.12,8.51,702.79,6.12,605117,102,3,1,1,64
87,399.92,8.19,1330.1,9.14,605117,102,3,1,1,64
88,479.26,7.98,1090.53,8.15,605117,102,3,1,1,64
89,492.07,8.54,773.07,6.37,605117,102,3,1,1,64
90,671.45,8.97,1902.97,11.15,605117,102,3,1,1,64
91,396.55,8.2,2012.96,11.52,605117,102,3,1,1,64
92,313.36,6.3,1750.41,10.77,605117,102,3,1,1,64
93,360.03,6.83,974.49,7.71,605117,102,3,1,1,64
