epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,20.93,97.22,30.26,95.99,600006,102,3,1,1,64
1,18.73,86.76,26.71,87.71,600006,102,3,1,1,64
2,14.45,64.01,19.26,65.67,600006,102,3,1,1,64
3,7.94,49.98,8.89,35.85,600006,102,3,1,1,64
4,2.85,38.15,1.24,13.14,600006,102,3,1,1,64
5,0.85,20.0,1.07,16.1,600006,102,3,1,1,64
6,0.9,23.29,0.91,12.47,600006,102,3,1,1,64
7,0.63,13.1,0.53,7.99,600006,102,3,1,1,64
8,0.71,17.02,0.48,7.69,600006,102,3,1,1,64
9,0.52,14.01,0.49,7.89,600006,102,3,1,1,64
10,0.49,12.37,0.58,9.03,600006,102,3,1,1,64
11,0.42,11.85,0.58,9.08,600006,102,3,1,1,64
12,0.48,12.16,0.52,8.17,600006,102,3,1,1,64
13,0.45,12.62,0.5,8.22,600006,102,3,1,1,64
14,0.38,11.51,0.52,8.16,600006,102,3,1,1,64
15,0.41,12.07,0.52,8.1,600006,102,3,1,1,64
16,0.37,11.07,0.47,7.84,600006,102,3,1,1,64
17,0.36,11.14,0.42,7.26,600006,102,3,1,1,64
18,0.38,11.33,0.39,7.13,600006,102,3,1,1,64
19,0.36,11.11,0.44,7.46,600006,102,3,1,1,64
20,0.36,11.03,0.44,7.55,600006,102,3,1,1,64
21,0.4,10.89,0.38,7.52,600006,102,3,1,1,64
22,0.32,11.23,0.36,6.63,600006,102,3,1,1,64
23,0.35,10.92,0.34,6.48,600006,102,3,1,1,64
24,0.31,10.5,0.31,6.27,600006,102,3,1,1,64
25,0.31,10.03,0.3,6.08,600006,102,3,1,1,64
26,0.31,10.64,0.29,5.93,600006,102,3,1,1,64
27,0.33,10.48,0.26,5.59,600006,102,3,1,1,64
28,0.29,10.26,0.25,5.67,600006,102,3,1,1,64
29,0.33,10.17,0.26,5.57,600006,102,3,1,1,64
30,0.32,10.41,0.25,6.12,600006,102,3,1,1,64
31,0.34,10.02,0.24,5.64,600006,102,3,1,1,64
32,0.31,10.53,0.28,7.17,600006,102,3,1,1,64
33,0.3,10.1,0.19,4.92,600006,102,3,1,1,64
34,0.25,9.86,0.2,5.05,600006,102,3,1,1,64
35,0.24,9.14,0.22,5.25,600006,102,3,1,1,64
36,0.23,9.08,0.19,4.74,600006,102,3,1,1,64
37,0.24,9.38,0.17,4.28,600006,102,3,1,1,64
38,0.21,8.84,0.17,4.8,600006,102,3,1,1,64
39,0.22,8.48,0.17,4.43,600006,102,3,1,1,64
40,0.22,9.06,0.18,4.61,600006,102,3,1,1,64
41,0.23,8.96,0.16,4.71,600006,102,3,1,1,64
42,0.2,8.65,0.13,3.71,600006,102,3,1,1,64
43,0.21,8.64,0.15,4.6,600006,102,3,1,1,64
44,0.22,8.47,0.16,4.16,600006,102,3,1,1,64
45,0.2,8.66,0.15,4.21,600006,102,3,1,1,64
46,0.18,8.26,0.13,3.82,600006,102,3,1,1,64
47,0.21,8.34,0.16,4.54,600006,102,3,1,1,64
48,0.22,8.75,0.18,6.42,600006,102,3,1,1,64
49,0.22,8.82,0.1,3.2,600006,102,3,1,1,64
