epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,4482.31,100.0,7836.37,99.95,002847,102,3,1,1,64
1,4474.74,99.89,7825.19,99.88,002847,102,3,1,1,64
2,4466.91,99.8,7810.98,99.79,002847,102,3,1,1,64
3,4456.83,99.71,7792.1,99.68,002847,102,3,1,1,64
4,4444.44,99.61,7766.3,99.52,002847,102,3,1,1,64
5,4428.16,99.48,7730.15,99.3,002847,102,3,1,1,64
6,4401.2,99.3,7678.19,98.98,002847,102,3,1,1,64
7,4367.73,99.07,7602.69,98.52,002847,102,3,1,1,64
8,4319.11,98.77,7493.84,97.84,002847,102,3,1,1,64
9,4257.25,98.4,7341.97,96.89,002847,102,3,1,1,64
10,4167.87,97.85,7141.92,95.59,002847,102,3,1,1,64
11,4069.94,97.17,6898.99,93.94,002847,102,3,1,1,64
12,3955.74,96.36,6626.96,92.0,002847,102,3,1,1,64
13,3846.92,95.4,6343.07,89.86,002847,102,3,1,1,64
14,3724.54,94.16,6060.67,87.61,002847,102,3,1,1,64
15,3598.99,92.59,5787.99,85.34,002847,102,3,1,1,64
16,3474.18,90.8,5529.61,83.08,002847,102,3,1,1,64
17,3354.56,88.51,5287.45,80.88,002847,102,3,1,1,64
18,3215.75,85.27,5055.9,78.74,002847,102,3,1,1,64
19,3078.46,81.37,4839.39,76.69,002847,102,3,1,1,64
20,2909.63,75.54,4635.81,74.74,002847,102,3,1,1,64
21,2749.91,67.76,4442.58,72.86,002847,102,3,1,1,64
22,2593.13,57.92,4257.5,71.05,002847,102,3,1,1,64
23,2454.16,48.26,4079.2,69.28,002847,102,3,1,1,64
24,2331.1,39.98,3906.88,67.54,002847,102,3,1,1,64
