epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,55.92,99.84,122.78,98.89,000422,103,3,1,1,64
1,55.2,98.54,121.42,98.1,000422,103,3,1,1,64
2,54.41,97.5,119.72,97.31,000422,103,3,1,1,64
3,53.47,96.46,117.46,96.41,000422,103,3,1,1,64
4,52.26,95.21,114.37,95.34,000422,103,3,1,1,64
5,50.42,93.72,110.19,94.04,000422,103,3,1,1,64
6,48.22,92.05,104.65,92.49,000422,103,3,1,1,64
7,44.8,89.79,97.59,90.63,000422,103,3,1,1,64
8,40.62,87.15,89.34,88.5,000422,103,3,1,1,64
9,35.49,83.54,80.34,86.13,000422,103,3,1,1,64
10,29.26,78.77,70.88,83.49,000422,103,3,1,1,64
11,22.62,73.35,61.35,80.52,000422,103,3,1,1,64
12,16.92,67.69,52.15,77.14,000422,103,3,1,1,64
13,12.0,62.31,43.81,73.88,000422,103,3,1,1,64
14,8.6,58.52,36.63,71.34,000422,103,3,1,1,64
15,6.71,56.47,30.88,68.79,000422,103,3,1,1,64
16,6.97,58.06,26.79,66.26,000422,103,3,1,1,64
17,7.34,58.92,24.28,64.5,000422,103,3,1,1,64
18,7.98,59.49,23.08,62.83,000422,103,3,1,1,64
19,7.74,58.24,22.85,60.79,000422,103,3,1,1,64
20,7.25,55.53,23.29,58.54,000422,103,3,1,1,64
21,7.11,52.8,24.25,56.11,000422,103,3,1,1,64
22,6.24,47.7,25.52,53.19,000422,103,3,1,1,64
23,5.69,43.93,26.86,49.7,000422,103,3,1,1,64
24,4.99,38.56,28.08,45.56,000422,103,3,1,1,64
25,4.54,33.68,29.04,40.86,000422,103,3,1,1,64
26,4.72,28.34,29.61,35.75,000422,103,3,1,1,64
27,4.51,24.23,29.8,31.13,000422,103,3,1,1,64
28,4.71,22.21,29.59,27.14,000422,103,3,1,1,64
29,4.24,22.53,29.02,25.31,000422,103,3,1,1,64
