epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,126.36,100.06,91.44,99.83,603053,103,3,1,1,64
1,125.63,99.78,91.13,99.66,603053,103,3,1,1,64
2,125.02,99.55,90.84,99.5,603053,103,3,1,1,64
3,124.36,99.31,90.54,99.33,603053,103,3,1,1,64
4,123.83,99.11,90.22,99.16,603053,103,3,1,1,64
5,122.91,98.77,89.88,98.97,603053,103,3,1,1,64
6,122.02,98.45,89.53,98.77,603053,103,3,1,1,64
7,120.87,98.04,89.15,98.56,603053,103,3,1,1,64
8,119.78,97.62,88.73,98.33,603053,103,3,1,1,64
9,117.87,96.99,88.28,98.08,603053,103,3,1,1,64
10,116.51,96.47,87.79,97.81,603053,103,3,1,1,64
11,113.85,95.54,87.27,97.52,603053,103,3,1,1,64
12,111.89,94.84,86.72,97.21,603053,103,3,1,1,64
13,109.58,93.98,86.13,96.87,603053,103,3,1,1,64
14,106.18,92.65,85.5,96.52,603053,103,3,1,1,64
15,101.65,91.21,84.84,96.14,603053,103,3,1,1,64
16,97.52,89.55,84.13,95.73,603053,103,3,1,1,64
17,92.24,87.36,83.36,95.28,603053,103,3,1,1,64
18,87.48,85.15,82.48,94.77,603053,103,3,1,1,64
19,82.32,82.89,81.45,94.17,603053,103,3,1,1,64
20,77.64,80.56,80.21,93.44,603053,103,3,1,1,64
21,73.14,77.91,78.64,92.5,603053,103,3,1,1,64
22,65.1,74.01,76.63,91.29,603053,103,3,1,1,64
23,58.3,69.32,73.98,89.66,603053,103,3,1,1,64
24,52.16,64.99,70.42,87.43,603053,103,3,1,1,64
25,48.75,61.9,65.64,84.35,603053,103,3,1,1,64
26,41.35,56.15,59.22,80.04,603053,103,3,1,1,64
27,36.76,52.32,51.14,74.28,603053,103,3,1,1,64
28,27.52,45.34,41.45,66.74,603053,103,3,1,1,64
29,22.53,39.71,30.63,57.2,603053,103,3,1,1,64
30,14.59,32.04,19.79,45.73,603053,103,3,1,1,64
31,9.16,26.45,10.37,32.71,603053,103,3,1,1,64
32,5.4,19.22,3.79,18.98,603053,103,3,1,1,64
33,4.78,16.37,0.71,6.58,603053,103,3,1,1,64
34,3.84,13.9,0.68,7.83,603053,103,3,1,1,64
35,4.93,16.96,2.4,15.12,603053,103,3,1,1,64
36,7.39,22.62,4.44,21.36,603053,103,3,1,1,64
37,10.37,25.48,5.98,25.05,603053,103,3,1,1,64
38,7.71,23.87,6.8,26.84,603053,103,3,1,1,64
39,10.81,29.12,6.76,26.77,603053,103,3,1,1,64
40,10.74,28.23,6.03,25.26,603053,103,3,1,1,64
41,11.71,29.26,4.85,22.58,603053,103,3,1,1,64
42,6.16,21.51,3.61,19.33,603053,103,3,1,1,64
43,6.06,19.8,2.48,15.83,603053,103,3,1,1,64
44,5.03,18.47,1.54,12.15,603053,103,3,1,1,64
