epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,114.77,99.89,173.97,99.76,000555,103,3,1,1,64
1,114.07,98.45,172.99,99.47,000555,103,3,1,1,64
2,113.37,97.43,171.79,99.12,000555,103,3,1,1,64
3,112.57,96.47,170.33,98.7,000555,103,3,1,1,64
4,111.52,95.51,168.51,98.17,000555,103,3,1,1,64
5,110.33,94.1,166.16,97.48,000555,103,3,1,1,64
6,108.94,92.76,163.08,96.57,000555,103,3,1,1,64
7,106.74,91.39,159.01,95.36,000555,103,3,1,1,64
8,104.24,89.57,153.6,93.72,000555,103,3,1,1,64
9,101.4,87.72,146.43,91.5,000555,103,3,1,1,64
10,97.79,85.58,137.12,88.52,000555,103,3,1,1,64
11,92.91,82.74,125.41,84.57,000555,103,3,1,1,64
12,88.84,79.94,111.31,79.51,000555,103,3,1,1,64
13,82.88,76.21,95.28,73.25,000555,103,3,1,1,64
14,76.19,72.53,78.29,65.91,000555,103,3,1,1,64
15,70.72,69.13,61.63,57.75,000555,103,3,1,1,64
16,64.05,65.05,46.43,49.13,000555,103,3,1,1,64
17,59.78,60.66,33.35,40.31,000555,103,3,1,1,64
18,51.16,55.53,22.8,31.51,000555,103,3,1,1,64
19,47.23,50.32,14.88,23.08,000555,103,3,1,1,64
20,40.66,45.22,9.44,16.91,000555,103,3,1,1,64
21,35.55,39.66,6.21,14.07,000555,103,3,1,1,64
22,31.47,42.97,4.89,13.79,000555,103,3,1,1,64
23,31.8,54.87,5.16,15.92,000555,103,3,1,1,64
24,31.1,66.83,6.69,18.87,000555,103,3,1,1,64
