epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,22.97,98.75,35.32,99.48,002110,103,3,1,1,64
1,22.69,97.17,34.93,98.93,002110,103,3,1,1,64
2,22.39,97.58,34.48,98.29,002110,103,3,1,1,64
3,22.09,96.85,33.97,97.56,002110,103,3,1,1,64
4,21.7,99.01,33.39,96.71,002110,103,3,1,1,64
5,21.25,95.94,32.72,95.72,002110,103,3,1,1,64
6,20.81,95.93,31.92,94.54,002110,103,3,1,1,64
7,20.17,96.1,30.98,93.13,002110,103,3,1,1,64
8,19.57,96.48,29.86,91.41,002110,103,3,1,1,64
9,18.75,94.97,28.5,89.3,002110,103,3,1,1,64
10,17.78,92.19,26.88,86.7,002110,103,3,1,1,64
11,16.48,91.12,24.93,83.46,002110,103,3,1,1,64
12,15.15,90.63,22.61,79.44,002110,103,3,1,1,64
13,13.82,90.16,19.91,74.46,002110,103,3,1,1,64
14,12.06,87.98,16.86,68.33,002110,103,3,1,1,64
15,10.41,88.64,13.54,60.87,002110,103,3,1,1,64
16,8.33,89.92,10.11,51.92,002110,103,3,1,1,64
17,6.91,90.94,6.85,41.43,002110,103,3,1,1,64
18,5.11,89.8,4.11,29.96,002110,103,3,1,1,64
19,4.17,93.88,2.28,20.67,002110,103,3,1,1,64
20,3.2,98.28,1.61,17.61,002110,103,3,1,1,64
21,3.24,108.17,2.01,20.59,002110,103,3,1,1,64
22,4.19,110.07,2.82,25.13,002110,103,3,1,1,64
23,4.95,121.67,3.43,28.44,002110,103,3,1,1,64
24,5.11,114.84,3.59,29.32,002110,103,3,1,1,64
25,5.02,118.29,3.32,28.25,002110,103,3,1,1,64
26,4.49,116.91,2.8,25.87,002110,103,3,1,1,64
27,3.97,120.69,2.25,22.81,002110,103,3,1,1,64
28,3.84,129.4,1.75,19.72,002110,103,3,1,1,64
29,3.61,119.61,1.39,17.31,002110,103,3,1,1,64
30,3.03,130.92,1.21,15.68,002110,103,3,1,1,64
31,2.76,121.83,1.18,14.71,002110,103,3,1,1,64
32,2.85,126.93,1.25,14.58,002110,103,3,1,1,64
33,2.81,134.63,1.39,15.17,002110,103,3,1,1,64
34,2.71,147.25,1.53,15.9,002110,103,3,1,1,64
35,2.83,148.77,1.66,16.47,002110,103,3,1,1,64
36,2.73,157.21,1.74,16.82,002110,103,3,1,1,64
37,2.86,154.9,1.76,16.9,002110,103,3,1,1,64
38,3.12,168.79,1.72,16.7,002110,103,3,1,1,64
39,3.07,165.93,1.64,16.27,002110,103,3,1,1,64
40,2.98,179.15,1.52,15.63,002110,103,3,1,1,64
41,2.79,187.01,1.39,14.91,002110,103,3,1,1,64
