epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,227.45,100.02,225.42,99.87,600980,103,3,1,1,64
1,226.75,99.83,224.82,99.73,600980,103,3,1,1,64
2,226.07,99.66,224.16,99.59,600980,103,3,1,1,64
3,225.32,99.5,223.42,99.43,600980,103,3,1,1,64
4,224.5,99.32,222.58,99.24,600980,103,3,1,1,64
5,223.53,99.15,221.6,99.02,600980,103,3,1,1,64
6,222.31,98.91,220.46,98.77,600980,103,3,1,1,64
7,221.02,98.67,219.11,98.47,600980,103,3,1,1,64
8,219.73,98.41,217.49,98.11,600980,103,3,1,1,64
9,217.56,98.06,215.54,97.67,600980,103,3,1,1,64
10,215.28,97.68,213.17,97.14,600980,103,3,1,1,64
11,212.61,97.27,210.31,96.5,600980,103,3,1,1,64
12,209.67,96.77,206.83,95.7,600980,103,3,1,1,64
13,205.39,96.1,202.62,94.73,600980,103,3,1,1,64
14,200.88,95.44,197.53,93.54,600980,103,3,1,1,64
15,196.45,94.81,191.44,92.09,600980,103,3,1,1,64
16,189.67,93.72,184.25,90.33,600980,103,3,1,1,64
17,184.67,92.88,175.92,88.22,600980,103,3,1,1,64
18,175.89,91.57,166.45,85.75,600980,103,3,1,1,64
19,169.06,90.29,155.97,82.9,600980,103,3,1,1,64
20,161.08,88.82,144.61,79.66,600980,103,3,1,1,64
21,151.67,86.91,132.61,76.07,600980,103,3,1,1,64
22,144.13,85.35,120.18,72.13,600980,103,3,1,1,64
23,133.78,83.22,107.54,67.88,600980,103,3,1,1,64
24,125.33,80.92,94.9,63.35,600980,103,3,1,1,64
