epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,71.71,100.21,77.55,99.43,002011,103,3,1,1,64
1,70.72,99.27,76.64,98.79,002011,103,3,1,1,64
2,69.75,98.53,75.47,98.02,002011,103,3,1,1,64
3,68.55,97.67,73.9,97.03,002011,103,3,1,1,64
4,66.8,96.59,71.74,95.71,002011,103,3,1,1,64
5,64.7,95.39,68.74,93.9,002011,103,3,1,1,64
6,61.4,93.51,64.58,91.39,002011,103,3,1,1,64
7,56.69,91.21,58.93,87.91,002011,103,3,1,1,64
8,50.77,87.45,51.6,83.11,002011,103,3,1,1,64
9,42.36,82.03,42.82,76.66,002011,103,3,1,1,64
10,33.07,75.37,33.26,68.24,002011,103,3,1,1,64
11,23.45,66.32,23.93,58.37,002011,103,3,1,1,64
12,15.5,57.2,16.02,47.31,002011,103,3,1,1,64
13,10.02,49.21,10.57,36.39,002011,103,3,1,1,64
14,8.89,49.83,7.75,28.72,002011,103,3,1,1,64
15,7.82,47.76,6.6,25.84,002011,103,3,1,1,64
16,8.35,49.24,6.31,24.98,002011,103,3,1,1,64
17,7.63,46.64,6.6,24.78,002011,103,3,1,1,64
18,6.73,43.3,7.45,25.42,002011,103,3,1,1,64
19,7.02,41.67,8.69,27.38,002011,103,3,1,1,64
20,5.87,39.08,10.08,29.42,002011,103,3,1,1,64
21,6.79,38.53,11.33,31.51,002011,103,3,1,1,64
22,7.05,37.66,12.1,32.67,002011,103,3,1,1,64
23,7.04,37.25,12.3,32.58,002011,103,3,1,1,64
24,7.07,34.58,12.01,31.46,002011,103,3,1,1,64
25,6.34,29.93,11.4,29.59,002011,103,3,1,1,64
26,5.76,25.94,10.6,27.22,002011,103,3,1,1,64
