epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,70.82,100.22,29.04,99.21,600235,103,3,1,1,64
1,69.83,99.48,28.7,98.62,600235,103,3,1,1,64
2,68.86,98.77,28.36,98.0,600235,103,3,1,1,64
3,67.73,97.95,27.95,97.27,600235,103,3,1,1,64
4,66.07,96.8,27.45,96.38,600235,103,3,1,1,64
5,64.06,95.32,26.84,95.26,600235,103,3,1,1,64
6,60.94,93.25,26.06,93.83,600235,103,3,1,1,64
7,56.9,90.4,25.08,91.98,600235,103,3,1,1,64
8,51.12,86.37,23.83,89.57,600235,103,3,1,1,64
9,43.67,80.19,22.26,86.41,600235,103,3,1,1,64
10,34.53,71.83,20.27,82.14,600235,103,3,1,1,64
11,24.16,59.69,17.69,76.06,600235,103,3,1,1,64
12,14.96,44.54,14.35,66.88,600235,103,3,1,1,64
13,9.72,34.74,10.67,54.73,600235,103,3,1,1,64
14,8.25,33.69,7.57,44.0,600235,103,3,1,1,64
15,8.28,34.76,5.36,36.36,600235,103,3,1,1,64
16,7.69,33.25,3.96,30.97,600235,103,3,1,1,64
17,6.59,31.1,3.26,28.41,600235,103,3,1,1,64
18,5.03,24.58,3.03,27.96,600235,103,3,1,1,64
19,5.1,22.54,2.93,27.65,600235,103,3,1,1,64
20,5.72,21.93,2.78,27.04,600235,103,3,1,1,64
21,5.86,22.12,2.51,25.55,600235,103,3,1,1,64
22,6.01,22.0,2.11,23.38,600235,103,3,1,1,64
23,5.77,20.72,1.66,20.58,600235,103,3,1,1,64
24,5.79,20.46,1.25,17.64,600235,103,3,1,1,64
