epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,82.17,99.68,104.24,99.75,600857,103,3,1,1,64
1,81.32,98.41,103.35,99.33,600857,103,3,1,1,64
2,80.37,97.56,102.17,98.77,600857,103,3,1,1,64
3,79.23,96.75,100.6,98.03,600857,103,3,1,1,64
4,77.64,95.7,98.5,97.02,600857,103,3,1,1,64
5,75.57,94.67,95.67,95.66,600857,103,3,1,1,64
6,73.05,93.38,91.84,93.77,600857,103,3,1,1,64
7,69.46,91.59,86.58,91.1,600857,103,3,1,1,64
8,64.2,88.94,79.4,87.31,600857,103,3,1,1,64
9,57.57,85.94,69.81,81.88,600857,103,3,1,1,64
10,50.12,81.75,57.56,74.23,600857,103,3,1,1,64
11,42.0,77.2,43.08,63.77,600857,103,3,1,1,64
12,31.3,69.43,27.81,50.22,600857,103,3,1,1,64
13,24.01,62.9,14.17,33.82,600857,103,3,1,1,64
14,16.47,55.23,4.96,17.71,600857,103,3,1,1,64
15,11.62,51.09,2.13,11.38,600857,103,3,1,1,64
16,9.91,50.09,4.96,20.28,600857,103,3,1,1,64
17,10.78,51.65,10.29,30.85,600857,103,3,1,1,64
18,12.09,52.55,14.68,37.48,600857,103,3,1,1,64
19,14.13,50.74,16.25,39.69,600857,103,3,1,1,64
20,13.97,45.07,15.11,38.24,600857,103,3,1,1,64
21,13.49,40.75,12.27,34.25,600857,103,3,1,1,64
22,11.66,37.23,9.02,29.06,600857,103,3,1,1,64
23,9.67,33.67,6.09,23.4,600857,103,3,1,1,64
24,9.23,31.31,3.93,18.25,600857,103,3,1,1,64
