epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,92.32,99.98,23.92,99.34,002168,103,3,1,1,64
1,91.76,99.67,23.77,99.0,002168,103,3,1,1,64
2,91.14,99.16,23.62,98.66,002168,103,3,1,1,64
3,90.53,98.82,23.46,98.33,002168,103,3,1,1,64
4,89.84,98.43,23.29,97.97,002168,103,3,1,1,64
5,88.85,97.86,23.1,97.61,002168,103,3,1,1,64
6,87.79,97.36,22.89,97.22,002168,103,3,1,1,64
7,86.49,96.61,22.66,96.79,002168,103,3,1,1,64
8,85.14,96.02,22.4,96.33,002168,103,3,1,1,64
9,83.43,95.09,22.1,95.82,002168,103,3,1,1,64
10,81.03,94.1,21.76,95.26,002168,103,3,1,1,64
11,78.49,92.8,21.36,94.61,002168,103,3,1,1,64
12,75.5,91.47,20.91,93.87,002168,103,3,1,1,64
13,71.24,89.48,20.37,93.01,002168,103,3,1,1,64
14,66.67,87.2,19.73,91.97,002168,103,3,1,1,64
15,61.63,84.46,18.98,90.74,002168,103,3,1,1,64
16,56.43,81.54,18.11,89.24,002168,103,3,1,1,64
17,49.52,77.51,17.1,87.4,002168,103,3,1,1,64
18,42.27,72.51,15.96,85.13,002168,103,3,1,1,64
19,34.92,66.85,14.72,82.34,002168,103,3,1,1,64
20,29.34,61.04,13.47,78.92,002168,103,3,1,1,64
21,22.25,53.68,12.33,75.59,002168,103,3,1,1,64
22,17.77,48.36,11.49,74.18,002168,103,3,1,1,64
23,13.36,42.7,11.15,73.76,002168,103,3,1,1,64
24,11.63,40.89,11.44,75.49,002168,103,3,1,1,64
