epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,29.61,100.74,11.03,99.26,600320,103,3,1,1,64
1,29.01,99.58,10.73,97.9,600320,103,3,1,1,64
2,28.35,97.96,10.4,96.35,600320,103,3,1,1,64
3,27.52,96.35,9.98,94.37,600320,103,3,1,1,64
4,26.53,94.62,9.43,91.7,600320,103,3,1,1,64
5,25.05,92.05,8.7,88.03,600320,103,3,1,1,64
6,23.16,89.21,7.73,82.9,600320,103,3,1,1,64
7,20.58,84.69,6.46,75.6,600320,103,3,1,1,64
8,17.21,78.62,4.83,65.09,600320,103,3,1,1,64
9,13.52,70.62,2.89,49.65,600320,103,3,1,1,64
10,9.33,58.82,1.02,27.14,600320,103,3,1,1,64
11,5.34,44.65,0.27,11.71,600320,103,3,1,1,64
12,3.65,39.81,1.2,29.25,600320,103,3,1,1,64
13,4.13,45.38,1.72,35.4,600320,103,3,1,1,64
14,3.8,44.84,1.17,27.64,600320,103,3,1,1,64
15,3.57,40.83,0.56,16.44,600320,103,3,1,1,64
16,3.08,34.55,0.39,13.77,600320,103,3,1,1,64
17,3.38,30.86,0.52,18.22,600320,103,3,1,1,64
18,3.37,29.41,0.69,21.99,600320,103,3,1,1,64
19,3.73,28.31,0.77,23.53,600320,103,3,1,1,64
20,3.49,26.75,0.72,22.76,600320,103,3,1,1,64
21,3.61,26.44,0.57,19.92,600320,103,3,1,1,64
