epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,33.21,100.4,99.99,99.78,600546,103,3,1,1,64
1,32.94,100.06,99.46,99.47,600546,103,3,1,1,64
2,32.68,98.95,98.86,99.14,600546,103,3,1,1,64
3,32.41,98.95,98.18,98.78,600546,103,3,1,1,64
4,32.12,98.32,97.4,98.35,600546,103,3,1,1,64
5,31.81,98.82,96.5,97.86,600546,103,3,1,1,64
6,31.4,98.57,95.44,97.28,600546,103,3,1,1,64
7,31.0,98.6,94.16,96.6,600546,103,3,1,1,64
8,30.36,98.16,92.65,95.78,600546,103,3,1,1,64
9,29.63,97.51,90.84,94.8,600546,103,3,1,1,64
10,28.72,96.64,88.68,93.64,600546,103,3,1,1,64
11,27.63,96.14,86.09,92.23,600546,103,3,1,1,64
12,26.5,94.2,83.01,90.52,600546,103,3,1,1,64
13,24.86,93.99,79.37,88.46,600546,103,3,1,1,64
14,23.15,93.02,75.13,85.96,600546,103,3,1,1,64
15,21.24,91.21,70.25,82.95,600546,103,3,1,1,64
16,19.27,91.36,64.75,79.33,600546,103,3,1,1,64
17,16.66,84.72,58.72,75.03,600546,103,3,1,1,64
18,14.4,81.24,52.3,70.01,600546,103,3,1,1,64
19,11.96,77.15,45.7,64.21,600546,103,3,1,1,64
20,10.11,76.08,39.17,58.15,600546,103,3,1,1,64
21,8.11,72.23,32.95,52.39,600546,103,3,1,1,64
22,6.53,72.85,27.3,47.37,600546,103,3,1,1,64
23,5.46,78.11,22.44,42.44,600546,103,3,1,1,64
24,4.27,82.1,18.54,38.45,600546,103,3,1,1,64
