epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,17.23,99.92,195.25,99.64,000001,103,3,1,1,64
1,16.94,102.98,193.17,99.09,000001,103,3,1,1,64
2,16.62,103.73,190.29,98.31,000001,103,3,1,1,64
3,16.22,105.98,186.45,97.28,000001,103,3,1,1,64
4,15.74,109.11,181.23,95.86,000001,103,3,1,1,64
5,15.11,109.64,173.98,93.86,000001,103,3,1,1,64
6,14.24,109.68,163.93,91.01,000001,103,3,1,1,64
7,13.14,112.06,150.12,86.91,000001,103,3,1,1,64
8,11.71,111.7,132.03,81.18,000001,103,3,1,1,64
9,9.97,109.89,109.75,73.38,000001,103,3,1,1,64
10,7.78,111.8,84.65,63.24,000001,103,3,1,1,64
11,5.67,109.67,59.63,50.9,000001,103,3,1,1,64
12,3.88,108.82,38.61,37.35,000001,103,3,1,1,64
13,3.37,112.12,25.1,26.54,000001,103,3,1,1,64
14,3.64,119.49,19.93,21.55,000001,103,3,1,1,64
15,3.86,132.99,20.22,21.24,000001,103,3,1,1,64
16,3.68,133.81,23.75,23.51,000001,103,3,1,1,64
17,2.66,141.4,29.42,27.49,000001,103,3,1,1,64
18,2.07,146.63,35.78,32.16,000001,103,3,1,1,64
19,1.84,152.56,41.2,36.0,000001,103,3,1,1,64
20,1.6,148.08,44.95,38.49,000001,103,3,1,1,64
21,1.7,157.95,46.72,39.54,000001,103,3,1,1,64
22,1.81,152.04,46.55,39.29,000001,103,3,1,1,64
23,1.51,142.55,44.83,38.0,000001,103,3,1,1,64
24,1.48,124.37,42.13,35.94,000001,103,3,1,1,64
