epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,82.42,99.76,60.02,99.2,600630,103,3,1,1,64
1,81.42,99.05,59.16,98.51,600630,103,3,1,1,64
2,80.35,98.32,58.1,97.68,600630,103,3,1,1,64
3,79.08,97.52,56.71,96.61,600630,103,3,1,1,64
4,77.26,96.45,54.85,95.2,600630,103,3,1,1,64
5,74.83,95.06,52.35,93.3,600630,103,3,1,1,64
6,71.46,93.25,48.98,90.71,600630,103,3,1,1,64
7,67.15,90.9,44.52,87.14,600630,103,3,1,1,64
8,61.1,87.52,38.78,82.21,600630,103,3,1,1,64
9,53.15,82.71,31.8,75.41,600630,103,3,1,1,64
10,45.27,76.77,23.91,66.15,600630,103,3,1,1,64
11,34.99,68.16,15.78,53.64,600630,103,3,1,1,64
12,24.15,57.14,8.55,37.11,600630,103,3,1,1,64
13,16.18,44.0,3.92,23.9,600630,103,3,1,1,64
14,9.08,31.36,3.91,23.69,600630,103,3,1,1,64
15,7.55,25.9,8.73,35.55,600630,103,3,1,1,64
16,10.39,34.87,13.34,47.0,600630,103,3,1,1,64
17,13.57,43.8,13.21,47.21,600630,103,3,1,1,64
18,13.4,42.96,9.67,38.72,600630,103,3,1,1,64
19,10.0,34.49,5.85,27.78,600630,103,3,1,1,64
20,8.09,27.1,3.36,20.22,600630,103,3,1,1,64
21,6.69,22.0,2.28,17.43,600630,103,3,1,1,64
22,7.24,20.5,1.98,16.63,600630,103,3,1,1,64
23,6.88,20.68,1.9,16.34,600630,103,3,1,1,64
24,7.3,21.06,1.77,15.57,600630,103,3,1,1,64
25,7.55,19.61,1.58,14.09,600630,103,3,1,1,64
26,6.56,18.55,1.41,12.58,600630,103,3,1,1,64
27,6.77,18.39,1.37,12.05,600630,103,3,1,1,64
28,5.99,19.64,1.5,12.88,600630,103,3,1,1,64
29,5.88,20.99,1.72,14.11,600630,103,3,1,1,64
30,5.28,21.71,1.93,15.05,600630,103,3,1,1,64
31,5.15,22.39,2.02,15.25,600630,103,3,1,1,64
32,5.28,23.13,1.99,14.71,600630,103,3,1,1,64
33,5.12,21.85,1.88,13.77,600630,103,3,1,1,64
34,4.71,20.16,1.74,12.8,600630,103,3,1,1,64
35,4.87,18.87,1.62,11.92,600630,103,3,1,1,64
36,4.95,18.11,1.55,11.57,600630,103,3,1,1,64
37,4.72,17.75,1.53,11.58,600630,103,3,1,1,64
