epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,10.62,97.55,20.09,53.08,600377,103,3,1,1,64
1,1.53,104.09,4.58,24.64,600377,103,3,1,1,64
2,0.94,108.1,1.69,14.15,600377,103,3,1,1,64
3,0.76,75.75,0.38,5.48,600377,103,3,1,1,64
4,0.67,77.93,1.86,15.1,600377,103,3,1,1,64
5,0.62,90.5,1.51,13.48,600377,103,3,1,1,64
6,0.52,82.03,0.53,7.16,600377,103,3,1,1,64
7,0.51,80.45,1.27,12.33,600377,103,3,1,1,64
8,0.49,73.08,0.78,9.31,600377,103,3,1,1,64
9,0.4,66.32,0.14,3.61,600377,103,3,1,1,64
10,0.41,63.76,0.73,9.11,600377,103,3,1,1,64
11,0.32,53.79,0.57,8.02,600377,103,3,1,1,64
12,0.34,49.2,1.49,13.95,600377,103,3,1,1,64
13,0.34,47.13,1.99,16.28,600377,103,3,1,1,64
14,0.28,38.35,1.26,12.75,600377,103,3,1,1,64
15,0.26,32.1,0.24,4.68,600377,103,3,1,1,64
16,0.17,34.91,0.42,6.87,600377,103,3,1,1,64
17,0.17,35.6,0.17,3.72,600377,103,3,1,1,64
18,0.27,30.3,0.71,9.45,600377,103,3,1,1,64
19,0.19,30.86,0.38,6.54,600377,103,3,1,1,64
