epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,4.18,99.6,7.65,98.17,601288,103,3,1,1,64
1,4.07,97.89,7.45,96.83,601288,103,3,1,1,64
2,3.96,96.1,7.23,95.41,601288,103,3,1,1,64
3,3.85,94.3,6.98,93.72,601288,103,3,1,1,64
4,3.73,92.77,6.68,91.7,601288,103,3,1,1,64
5,3.57,90.19,6.33,89.28,601288,103,3,1,1,64
6,3.4,87.75,5.92,86.36,601288,103,3,1,1,64
7,3.21,85.54,5.45,82.83,601288,103,3,1,1,64
8,2.96,81.92,4.9,78.54,601288,103,3,1,1,64
9,2.75,78.43,4.27,73.31,601288,103,3,1,1,64
10,2.47,75.15,3.56,66.94,601288,103,3,1,1,64
11,2.12,69.44,2.79,59.2,601288,103,3,1,1,64
12,1.82,64.81,1.97,49.8,601288,103,3,1,1,64
13,1.4,57.6,1.18,38.48,601288,103,3,1,1,64
14,1.07,50.3,0.51,25.09,601288,103,3,1,1,64
15,0.73,41.4,0.08,9.76,601288,103,3,1,1,64
16,0.53,35.54,0.04,6.91,601288,103,3,1,1,64
17,0.41,30.64,0.41,22.43,601288,103,3,1,1,64
18,0.59,32.77,0.83,32.33,601288,103,3,1,1,64
19,0.57,29.96,1.09,37.02,601288,103,3,1,1,64
20,0.66,30.06,1.09,36.97,601288,103,3,1,1,64
21,0.55,28.18,0.9,33.71,601288,103,3,1,1,64
22,0.51,28.83,0.65,28.49,601288,103,3,1,1,64
23,0.41,28.86,0.39,22.15,601288,103,3,1,1,64
24,0.28,26.62,0.2,15.67,601288,103,3,1,1,64
