code,klt,loss,mape,val_loss,val_mape,modelname
c000893,103,4.95,24.72,84.12,33.3,/content/stock/data/working/Models/models_2/103/4.95_000893_21_mem_3_ltsm_1_dense_1_unit_64.h5
c002610,103,0.3,23.47,0.88,16.01,/content/stock/data/working/Models/models_2/103/0.30_002610_45_mem_3_ltsm_1_dense_1_unit_64.h5
c002610,103,0.3,19.38,0.88,15.93,/content/stock/data/working/Models/models_2/103/0.30_002610_47_mem_3_ltsm_1_dense_1_unit_64.h5
c002610,103,0.3,18.07,0.87,15.72,/content/stock/data/working/Models/models_2/103/0.30_002610_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002230,103,32.87,43.9,338.19,33.9,/content/stock/data/working/Models/models_2/103/32.87_002230_48_mem_3_ltsm_1_dense_1_unit_64.h5
c600276,103,3.8,98.44,710.59,34.68,/content/stock/data/working/Models/models_2/103/3.80_600276_49_mem_3_ltsm_1_dense_1_unit_64.h5
c600545,103,2.43,34.66,0.51,14.02,/content/stock/data/working/Models/models_2/103/2.43_600545_48_mem_3_ltsm_1_dense_1_unit_64.h5
c002721,103,75.36,73.69,10.81,100.24,/content/stock/data/working/Models/models_2/103/75.36_002721_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002377,103,1.92,16.51,0.96,24.92,/content/stock/data/working/Models/models_2/103/1.92_002377_47_mem_3_ltsm_1_dense_1_unit_64.h5
c003028,103,346.03,36.98,490.58,42.69,/content/stock/data/working/Models/models_2/103/346.03_003028_49_mem_3_ltsm_1_dense_1_unit_64.h5
c600353,103,1.55,43.17,4.85,17.01,/content/stock/data/working/Models/models_2/103/1.55_600353_19_mem_3_ltsm_1_dense_1_unit_64.h5
c002941,103,21.48,21.32,18.18,23.04,/content/stock/data/working/Models/models_2/103/21.48_002941_35_mem_3_ltsm_1_dense_1_unit_64.h5
c002279,103,7.72,24.12,2.71,19.69,/content/stock/data/working/Models/models_2/103/7.72_002279_48_mem_3_ltsm_1_dense_1_unit_64.h5
c000510,103,1.58,20.03,0.91,13.95,/content/stock/data/working/Models/models_2/103/1.58_000510_49_mem_3_ltsm_1_dense_1_unit_64.h5
c600704,103,1.33,54.84,0.48,11.11,/content/stock/data/working/Models/models_2/103/1.33_600704_31_mem_3_ltsm_1_dense_1_unit_64.h5
c002671,103,4.38,16.15,0.87,16.32,/content/stock/data/working/Models/models_2/103/4.38_002671_44_mem_3_ltsm_1_dense_1_unit_64.h5
c605305,103,1005.75,45.6,208.75,35.72,/content/stock/data/working/Models/models_2/103/1005.75_605305_49_mem_3_ltsm_1_dense_1_unit_64.h5
c601108,103,2.3,11.48,0.53,8.05,/content/stock/data/working/Models/models_2/103/2.30_601108_42_mem_3_ltsm_1_dense_1_unit_64.h5
c601106,103,2.44,15.7,0.17,9.35,/content/stock/data/working/Models/models_2/103/2.44_601106_45_mem_3_ltsm_1_dense_1_unit_64.h5
c000007,103,1.72,22.74,7.55,28.88,/content/stock/data/working/Models/models_2/103/1.72_000007_23_mem_3_ltsm_1_dense_1_unit_64.h5
c603223,103,20.74,40.79,188.92,59.75,/content/stock/data/working/Models/models_2/103/20.74_603223_48_mem_3_ltsm_1_dense_1_unit_64.h5
c002809,103,16.3,18.35,5.86,22.34,/content/stock/data/working/Models/models_2/103/16.30_002809_36_mem_3_ltsm_1_dense_1_unit_64.h5
c600993,103,10.27,247.84,40.82,22.92,/content/stock/data/working/Models/models_2/103/10.27_600993_32_mem_3_ltsm_1_dense_1_unit_64.h5
c600795,103,0.15,70.22,0.15,8.59,/content/stock/data/working/Models/models_2/103/0.15_600795_33_mem_3_ltsm_1_dense_1_unit_64.h5
c601229,103,0.9,10.17,0.3,8.53,/content/stock/data/working/Models/models_2/103/0.90_601229_43_mem_3_ltsm_1_dense_1_unit_64.h5
c000708,103,0.93,205.95,122.05,51.91,/content/stock/data/working/Models/models_2/103/0.93_000708_21_mem_3_ltsm_1_dense_1_unit_64.h5
c002350,103,1.83,15.46,3.21,19.36,/content/stock/data/working/Models/models_2/103/1.83_002350_37_mem_3_ltsm_1_dense_1_unit_64.h5
c002817,103,2.41,14.5,14.37,38.52,/content/stock/data/working/Models/models_2/103/2.41_002817_40_mem_3_ltsm_1_dense_1_unit_64.h5
c603269,103,10.49,19.1,12.04,15.21,/content/stock/data/working/Models/models_2/103/10.49_603269_47_mem_3_ltsm_1_dense_1_unit_64.h5
c002236,103,12.23,48.66,21.12,20.48,/content/stock/data/working/Models/models_2/103/12.23_002236_49_mem_3_ltsm_1_dense_1_unit_64.h5
c000026,103,2.73,74.6,3.74,12.53,/content/stock/data/working/Models/models_2/103/2.73_000026_49_mem_3_ltsm_1_dense_1_unit_64.h5
c600630,103,4.71,20.16,1.74,12.8,/content/stock/data/working/Models/models_2/103/4.71_600630_34_mem_3_ltsm_1_dense_1_unit_64.h5
c601116,103,26.26,21.56,6.78,24.3,/content/stock/data/working/Models/models_2/103/26.26_601116_35_mem_3_ltsm_1_dense_1_unit_64.h5
c002165,103,1.4,20.95,2.22,21.76,/content/stock/data/working/Models/models_2/103/1.40_002165_49_mem_3_ltsm_1_dense_1_unit_64.h5
c603879,103,3.84,21.24,3.34,27.99,/content/stock/data/working/Models/models_2/103/3.84_603879_40_mem_3_ltsm_1_dense_1_unit_64.h5
c605499,103,17123.29,80.41,23254.72,82.86,/content/stock/data/working/Models/models_2/103/17123.29_605499_49_mem_3_ltsm_1_dense_1_unit_64.h5
c600246,103,1.16,209.49,4.6,20.44,/content/stock/data/working/Models/models_2/103/1.16_600246_23_mem_3_ltsm_1_dense_1_unit_64.h5
c603656,103,11.98,16.16,36.93,40.55,/content/stock/data/working/Models/models_2/103/11.98_603656_40_mem_3_ltsm_1_dense_1_unit_64.h5
c605189,103,276.14,75.59,391.8,100.03,/content/stock/data/working/Models/models_2/103/276.14_605189_21_mem_3_ltsm_1_dense_1_unit_64.h5
c603707,103,11.49,18.97,38.38,31.23,/content/stock/data/working/Models/models_2/103/11.49_603707_46_mem_3_ltsm_1_dense_1_unit_64.h5
c002734,103,4.12,13.77,3.71,13.23,/content/stock/data/working/Models/models_2/103/4.12_002734_47_mem_3_ltsm_1_dense_1_unit_64.h5
c603007,103,30.17,59.98,13.56,96.51,/content/stock/data/working/Models/models_2/103/30.17_603007_26_mem_3_ltsm_1_dense_1_unit_64.h5
c600141,103,5.86,49.68,217.04,30.3,/content/stock/data/working/Models/models_2/103/5.86_600141_25_mem_3_ltsm_1_dense_1_unit_64.h5
c601688,103,11.59,20.69,8.6,18.36,/content/stock/data/working/Models/models_2/103/11.59_601688_48_mem_3_ltsm_1_dense_1_unit_64.h5
c001332,103,2098.55,73.98,3431.83,79.72,/content/stock/data/working/Models/models_2/103/2098.55_001332_49_mem_3_ltsm_1_dense_1_unit_64.h5
c600184,103,22.68,36.9,17.71,34.89,/content/stock/data/working/Models/models_2/103/22.68_600184_25_mem_3_ltsm_1_dense_1_unit_64.h5
c600259,103,95.82,30.31,104.54,27.67,/content/stock/data/working/Models/models_2/103/95.82_600259_47_mem_3_ltsm_1_dense_1_unit_64.h5
c002361,103,2.47,30.33,1.44,24.16,/content/stock/data/working/Models/models_2/103/2.47_002361_31_mem_3_ltsm_1_dense_1_unit_64.h5
c000999,103,12.08,55.96,179.45,27.82,/content/stock/data/working/Models/models_2/103/12.08_000999_19_mem_3_ltsm_1_dense_1_unit_64.h5
c600596,103,6.43,46.5,33.8,25.3,/content/stock/data/working/Models/models_2/103/6.43_600596_20_mem_3_ltsm_1_dense_1_unit_64.h5
c600728,103,1.26,22.41,1.49,13.33,/content/stock/data/working/Models/models_2/103/1.26_600728_38_mem_3_ltsm_1_dense_1_unit_64.h5
c601512,103,1.31,10.08,1.33,12.28,/content/stock/data/working/Models/models_2/103/1.31_601512_36_mem_3_ltsm_1_dense_1_unit_64.h5
c002745,103,10.9,16.57,11.36,28.78,/content/stock/data/working/Models/models_2/103/10.90_002745_35_mem_3_ltsm_1_dense_1_unit_64.h5
c002802,103,58.79,21.46,15.29,22.8,/content/stock/data/working/Models/models_2/103/58.79_002802_35_mem_3_ltsm_1_dense_1_unit_64.h5
c002957,103,278.84,69.22,295.38,100.04,/content/stock/data/working/Models/models_2/103/278.84_002957_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600851,103,1.8,21.3,0.7,7.92,/content/stock/data/working/Models/models_2/103/1.80_600851_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002400,103,3.67,29.08,0.51,11.6,/content/stock/data/working/Models/models_2/103/3.67_002400_40_mem_3_ltsm_1_dense_1_unit_64.h5
c603948,103,25.8,17.04,1.82,5.28,/content/stock/data/working/Models/models_2/103/25.80_603948_43_mem_3_ltsm_1_dense_1_unit_64.h5
c002605,103,29.52,38.12,20.04,24.66,/content/stock/data/working/Models/models_2/103/29.52_002605_43_mem_3_ltsm_1_dense_1_unit_64.h5
c600017,103,0.29,10.89,0.04,6.24,/content/stock/data/working/Models/models_2/103/0.29_600017_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002869,103,215.38,44.72,15.01,20.96,/content/stock/data/working/Models/models_2/103/215.38_002869_49_mem_3_ltsm_1_dense_1_unit_64.h5
c600033,103,0.18,20.87,0.02,4.12,/content/stock/data/working/Models/models_2/103/0.18_600033_49_mem_3_ltsm_1_dense_1_unit_64.h5
c000829,103,3.2,25.99,7.64,16.26,/content/stock/data/working/Models/models_2/103/3.20_000829_46_mem_3_ltsm_1_dense_1_unit_64.h5
c601336,103,426.13,57.17,211.88,34.62,/content/stock/data/working/Models/models_2/103/426.13_601336_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002100,103,2.2,185.98,7.04,15.08,/content/stock/data/working/Models/models_2/103/2.20_002100_42_mem_3_ltsm_1_dense_1_unit_64.h5
c600078,103,1.67,15.79,4.08,19.8,/content/stock/data/working/Models/models_2/103/1.67_600078_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002010,103,3.08,27.26,1.56,15.41,/content/stock/data/working/Models/models_2/103/3.08_002010_47_mem_3_ltsm_1_dense_1_unit_64.h5
c601398,103,0.28,20.12,0.1,6.51,/content/stock/data/working/Models/models_2/103/0.28_601398_41_mem_3_ltsm_1_dense_1_unit_64.h5
c600089,103,1.31,29.21,53.16,27.79,/content/stock/data/working/Models/models_2/103/1.31_600089_22_mem_3_ltsm_1_dense_1_unit_64.h5
c000663,103,3.63,19.93,3.66,15.86,/content/stock/data/working/Models/models_2/103/3.63_000663_49_mem_3_ltsm_1_dense_1_unit_64.h5
c600981,103,1.85,33.3,0.54,19.99,/content/stock/data/working/Models/models_2/103/1.85_600981_34_mem_3_ltsm_1_dense_1_unit_64.h5
c603920,103,8.32,15.9,7.94,13.3,/content/stock/data/working/Models/models_2/103/8.32_603920_44_mem_3_ltsm_1_dense_1_unit_64.h5
