code,klt,loss,mape,val_loss,val_mape,modelname
c002027,103,2.2,72.06,3.44,28.11,/kaggle/working/models_2/103/2.20_002027_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002543,103,10.86,52.77,9.3,20.27,/kaggle/working/models_2/103/10.86_002543_24_mem_3_ltsm_1_dense_1_unit_64.h5
c605333,103,211.45,69.12,544.69,100.02,/kaggle/working/models_2/103/211.45_605333_21_mem_3_ltsm_1_dense_1_unit_64.h5
c003007,103,220.88,68.96,500.39,76.88,/kaggle/working/models_2/103/220.88_003007_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600871,103,1.17,19.83,0.32,22.82,/kaggle/working/models_2/103/1.17_600871_23_mem_3_ltsm_1_dense_1_unit_64.h5
c000927,103,2.95,21.97,2.21,34.54,/kaggle/working/models_2/103/2.95_000927_17_mem_3_ltsm_1_dense_1_unit_64.h5
c000983,103,10.37,54.95,3.35,28.91,/kaggle/working/models_2/103/10.37_000983_19_mem_3_ltsm_1_dense_1_unit_64.h5
c600600,103,40.9,135.88,2457.62,54.79,/kaggle/working/models_2/103/40.90_600600_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600653,103,0.49,20.47,0.13,12.11,/kaggle/working/models_2/103/0.49_600653_21_mem_3_ltsm_1_dense_1_unit_64.h5
c600653,103,0.49,23.09,0.22,15.26,/kaggle/working/models_2/103/0.49_600653_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000023,103,19.49,35.47,19.82,28.94,/kaggle/working/models_2/103/19.49_000023_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600123,103,11.07,82.38,4.53,28.16,/kaggle/working/models_2/103/11.07_600123_17_mem_3_ltsm_1_dense_1_unit_64.h5
c002747,103,154.69,56.78,463.59,92.22,/kaggle/working/models_2/103/154.69_002747_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002795,103,64.68,59.29,39.11,68.54,/kaggle/working/models_2/103/64.68_002795_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600530,103,1.42,29.43,1.71,27.63,/kaggle/working/models_2/103/1.42_600530_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600136,103,17.22,43.17,11.57,55.03,/kaggle/working/models_2/103/17.22_600136_17_mem_3_ltsm_1_dense_1_unit_64.h5
c000557,103,13.4,27.88,0.69,17.31,/kaggle/working/models_2/103/13.40_000557_19_mem_3_ltsm_1_dense_1_unit_64.h5
c002307,103,6.71,43.84,7.57,50.66,/kaggle/working/models_2/103/6.71_002307_24_mem_3_ltsm_1_dense_1_unit_64.h5
c601727,103,15.07,59.41,15.5,85.11,/kaggle/working/models_2/103/15.07_601727_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000039,103,3.23,62.25,2.81,16.43,/kaggle/working/models_2/103/3.23_000039_20_mem_3_ltsm_1_dense_1_unit_64.h5
c603379,103,271.92,74.71,572.7,86.39,/kaggle/working/models_2/103/271.92_603379_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603936,103,77.84,57.99,111.24,76.68,/kaggle/working/models_2/103/77.84_603936_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000068,103,2.3,19.47,1.07,22.93,/kaggle/working/models_2/103/2.30_000068_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002366,103,122.1,73.01,18.6,95.84,/kaggle/working/models_2/103/122.10_002366_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002158,103,23.42,227.46,371.08,84.88,/kaggle/working/models_2/103/23.42_002158_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000338,103,7.12,226.5,60.67,50.38,/kaggle/working/models_2/103/7.12_000338_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603789,103,165.73,76.41,73.53,88.16,/kaggle/working/models_2/103/165.73_603789_24_mem_3_ltsm_1_dense_1_unit_64.h5
c001696,103,3.89,52.63,6.91,41.59,/kaggle/working/models_2/103/3.89_001696_13_mem_3_ltsm_1_dense_1_unit_64.h5
c605183,103,104.13,55.59,325.73,94.64,/kaggle/working/models_2/103/104.13_605183_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603211,103,81.74,63.85,277.87,87.87,/kaggle/working/models_2/103/81.74_603211_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603602,103,90.45,66.51,120.87,97.23,/kaggle/working/models_2/103/90.45_603602_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603227,103,6.49,34.09,14.23,44.42,/kaggle/working/models_2/103/6.49_603227_24_mem_3_ltsm_1_dense_1_unit_64.h5
