code,klt,loss,mape,val_loss,val_mape,modelname
c600265,103,24.69,41.46,18.14,19.02,/kaggle/working/models_2/103/24.69_600265_21_mem_3_ltsm_1_dense_1_unit_64.h5
c002440,103,12.1,47.24,6.4,23.84,/kaggle/working/models_2/103/12.10_002440_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002364,103,53.5,63.7,10.89,33.63,/kaggle/working/models_2/103/53.50_002364_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002891,103,414.51,90.11,415.45,83.77,/kaggle/working/models_2/103/414.51_002891_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603626,103,121.58,73.99,43.37,84.21,/kaggle/working/models_2/103/121.58_603626_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600481,103,2.95,52.52,8.69,27.79,/kaggle/working/models_2/103/2.95_600481_20_mem_3_ltsm_1_dense_1_unit_64.h5
c601609,103,13.83,35.42,49.6,99.96,/kaggle/working/models_2/103/13.83_601609_22_mem_3_ltsm_1_dense_1_unit_64.h5
c603167,103,28.02,55.53,26.39,65.27,/kaggle/working/models_2/103/28.02_603167_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002040,103,11.95,53.14,14.83,56.12,/kaggle/working/models_2/103/11.95_002040_24_mem_3_ltsm_1_dense_1_unit_64.h5
c601211,103,121.95,66.27,75.76,52.93,/kaggle/working/models_2/103/121.95_601211_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603328,103,22.84,40.05,45.87,98.53,/kaggle/working/models_2/103/22.84_603328_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002947,103,401.53,75.56,420.75,98.65,/kaggle/working/models_2/103/401.53_002947_24_mem_3_ltsm_1_dense_1_unit_64.h5
c001209,103,62.77,48.83,126.39,73.45,/kaggle/working/models_2/103/62.77_001209_24_mem_3_ltsm_1_dense_1_unit_64.h5
c601577,103,14.94,44.0,21.54,65.28,/kaggle/working/models_2/103/14.94_601577_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603258,103,629.76,86.26,449.14,93.7,/kaggle/working/models_2/103/629.76_603258_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002427,103,68.39,71.88,36.25,93.91,/kaggle/working/models_2/103/68.39_002427_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002750,103,43.67,50.41,64.09,61.35,/kaggle/working/models_2/103/43.67_002750_24_mem_3_ltsm_1_dense_1_unit_64.h5
c601006,103,8.21,57.23,1.34,17.56,/kaggle/working/models_2/103/8.21_601006_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600602,103,2.3,31.85,1.33,12.37,/kaggle/working/models_2/103/2.30_600602_20_mem_3_ltsm_1_dense_1_unit_64.h5
c000531,103,1.19,77.99,0.78,11.7,/kaggle/working/models_2/103/1.19_000531_22_mem_3_ltsm_1_dense_1_unit_64.h5
c600409,103,2.67,64.57,3.92,21.66,/kaggle/working/models_2/103/2.67_600409_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603803,103,67.45,67.54,51.64,99.35,/kaggle/working/models_2/103/67.45_603803_23_mem_3_ltsm_1_dense_1_unit_64.h5
c603578,103,90.4,68.29,104.32,82.03,/kaggle/working/models_2/103/90.40_603578_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002193,103,40.23,50.48,39.99,95.29,/kaggle/working/models_2/103/40.23_002193_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000690,103,1.33,71.18,0.7,12.19,/kaggle/working/models_2/103/1.33_000690_23_mem_3_ltsm_1_dense_1_unit_64.h5
c002533,103,5.08,33.72,7.06,33.68,/kaggle/working/models_2/103/5.08_002533_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603585,103,273.83,83.67,298.12,91.58,/kaggle/working/models_2/103/273.83_603585_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000987,103,2.1,48.81,9.64,37.6,/kaggle/working/models_2/103/2.10_000987_15_mem_3_ltsm_1_dense_1_unit_64.h5
c600171,103,5.89,21.77,41.68,20.9,/kaggle/working/models_2/103/5.89_600171_18_mem_3_ltsm_1_dense_1_unit_64.h5
c002049,103,190.26,149.31,12719.55,95.51,/kaggle/working/models_2/103/190.26_002049_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600168,103,3.69,28.24,0.74,11.29,/kaggle/working/models_2/103/3.69_600168_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002073,103,33.39,48.94,27.78,92.69,/kaggle/working/models_2/103/33.39_002073_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600501,103,15.02,26.92,5.57,16.76,/kaggle/working/models_2/103/15.02_600501_21_mem_3_ltsm_1_dense_1_unit_64.h5
c000027,103,1.16,64.39,2.21,14.42,/kaggle/working/models_2/103/1.16_000027_18_mem_3_ltsm_1_dense_1_unit_64.h5
