code,klt,loss,mape,val_loss,val_mape,modelname
c003035,103,10.61,34.44,30.99,81.23,/kaggle/working/models_2/103/10.61_003035_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600180,103,20.38,45.52,14.88,50.57,/kaggle/working/models_2/103/20.38_600180_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600189,103,2.41,19.3,4.53,17.9,/kaggle/working/models_2/103/2.41_600189_21_mem_3_ltsm_1_dense_1_unit_64.h5
c603021,103,45.66,67.62,26.55,93.96,/kaggle/working/models_2/103/45.66_603021_24_mem_3_ltsm_1_dense_1_unit_64.h5
c601163,103,158.06,80.65,123.09,90.52,/kaggle/working/models_2/103/158.06_601163_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603112,103,101.66,71.85,149.93,97.01,/kaggle/working/models_2/103/101.66_603112_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002592,103,367.28,85.19,36.05,100.66,/kaggle/working/models_2/103/367.28_002592_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603353,103,571.59,83.28,351.34,99.36,/kaggle/working/models_2/103/571.59_603353_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603079,103,240.44,73.16,170.68,97.73,/kaggle/working/models_2/103/240.44_603079_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600784,103,2.22,24.38,0.46,9.88,/kaggle/working/models_2/103/2.22_600784_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600167,103,0.9,58.88,11.17,24.73,/kaggle/working/models_2/103/0.90_600167_23_mem_3_ltsm_1_dense_1_unit_64.h5
c600360,103,1.96,24.01,3.58,20.57,/kaggle/working/models_2/103/1.96_600360_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603169,103,42.3,72.33,35.08,83.81,/kaggle/working/models_2/103/42.30_603169_24_mem_3_ltsm_1_dense_1_unit_64.h5
c001218,103,338.1,78.93,382.75,89.29,/kaggle/working/models_2/103/338.10_001218_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603609,103,53.97,62.89,71.83,82.04,/kaggle/working/models_2/103/53.97_603609_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603517,103,2556.86,95.57,2369.76,93.25,/kaggle/working/models_2/103/2556.86_603517_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603321,103,15.12,43.12,33.39,77.26,/kaggle/working/models_2/103/15.12_603321_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600452,103,1.79,124.2,22.14,28.48,/kaggle/working/models_2/103/1.79_600452_22_mem_3_ltsm_1_dense_1_unit_64.h5
c001259,103,556.7,82.82,776.07,87.74,/kaggle/working/models_2/103/556.70_001259_23_mem_3_ltsm_1_dense_1_unit_64.h5
c000429,103,0.88,138.22,2.77,23.09,/kaggle/working/models_2/103/0.88_000429_22_mem_3_ltsm_1_dense_1_unit_64.h5
c605288,103,3867.75,96.21,1438.83,100.29,/kaggle/working/models_2/103/3867.75_605288_17_mem_3_ltsm_1_dense_1_unit_64.h5
c000019,103,1.81,37.59,2.94,15.63,/kaggle/working/models_2/103/1.81_000019_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600731,103,1.45,17.94,1.44,14.61,/kaggle/working/models_2/103/1.45_600731_18_mem_3_ltsm_1_dense_1_unit_64.h5
c002719,103,252.33,83.07,91.57,99.56,/kaggle/working/models_2/103/252.33_002719_22_mem_3_ltsm_1_dense_1_unit_64.h5
c603019,103,417.5,75.94,629.45,90.67,/kaggle/working/models_2/103/417.50_603019_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002647,103,206.99,77.95,67.38,99.71,/kaggle/working/models_2/103/206.99_002647_22_mem_3_ltsm_1_dense_1_unit_64.h5
c001236,103,138.83,61.68,170.83,78.88,/kaggle/working/models_2/103/138.83_001236_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002538,103,8.27,39.86,12.23,35.48,/kaggle/working/models_2/103/8.27_002538_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002449,103,40.35,71.61,30.84,57.59,/kaggle/working/models_2/103/40.35_002449_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600456,103,326.97,88.78,1168.94,85.38,/kaggle/working/models_2/103/326.97_600456_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600212,103,2.87,22.51,1.71,18.48,/kaggle/working/models_2/103/2.87_600212_23_mem_3_ltsm_1_dense_1_unit_64.h5
c600131,103,2.05,21.21,48.93,39.09,/kaggle/working/models_2/103/2.05_600131_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600111,103,7.5,115.24,203.91,42.02,/kaggle/working/models_2/103/7.50_600111_23_mem_3_ltsm_1_dense_1_unit_64.h5
c000930,103,8.49,58.12,8.54,34.9,/kaggle/working/models_2/103/8.49_000930_20_mem_3_ltsm_1_dense_1_unit_64.h5
c002023,103,16.94,64.06,5.57,12.91,/kaggle/working/models_2/103/16.94_002023_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600826,103,24.49,120.55,8.79,23.9,/kaggle/working/models_2/103/24.49_600826_19_mem_3_ltsm_1_dense_1_unit_64.h5
c000828,103,3.24,156.61,1.31,12.02,/kaggle/working/models_2/103/3.24_000828_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603027,103,128.88,87.88,149.6,65.51,/kaggle/working/models_2/103/128.88_603027_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002544,103,167.88,82.5,156.27,62.81,/kaggle/working/models_2/103/167.88_002544_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603261,103,1115.7,83.06,1649.46,98.83,/kaggle/working/models_2/103/1115.70_603261_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600352,103,3.25,71.16,3.15,9.63,/kaggle/working/models_2/103/3.25_600352_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603218,103,323.54,85.46,442.08,87.73,/kaggle/working/models_2/103/323.54_603218_24_mem_3_ltsm_1_dense_1_unit_64.h5
c601098,103,39.12,61.53,23.84,53.96,/kaggle/working/models_2/103/39.12_601098_24_mem_3_ltsm_1_dense_1_unit_64.h5
c605001,103,16.0,42.27,39.93,74.63,/kaggle/working/models_2/103/16.00_605001_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002468,103,152.2,76.23,65.72,82.11,/kaggle/working/models_2/103/152.20_002468_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600613,103,9.51,22.85,6.21,31.58,/kaggle/working/models_2/103/9.51_600613_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600857,103,9.23,31.31,3.93,18.25,/kaggle/working/models_2/103/9.23_600857_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603290,103,97606.45,98.87,111904.45,98.28,/kaggle/working/models_2/103/97606.45_603290_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000532,103,9.91,52.59,8.77,25.59,/kaggle/working/models_2/103/9.91_000532_18_mem_3_ltsm_1_dense_1_unit_64.h5
c000935,103,17.8,41.58,20.3,16.97,/kaggle/working/models_2/103/17.80_000935_19_mem_3_ltsm_1_dense_1_unit_64.h5
c603829,103,54.72,64.7,54.54,66.31,/kaggle/working/models_2/103/54.72_603829_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603131,103,156.78,71.56,116.25,70.5,/kaggle/working/models_2/103/156.78_603131_24_mem_3_ltsm_1_dense_1_unit_64.h5
c000695,103,19.07,48.66,17.16,44.75,/kaggle/working/models_2/103/19.07_000695_20_mem_3_ltsm_1_dense_1_unit_64.h5
c603217,103,272.93,68.18,902.65,97.82,/kaggle/working/models_2/103/272.93_603217_24_mem_3_ltsm_1_dense_1_unit_64.h5
c605118,103,92.14,64.16,101.38,75.23,/kaggle/working/models_2/103/92.14_605118_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603367,103,110.01,66.84,140.03,93.35,/kaggle/working/models_2/103/110.01_603367_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002232,103,56.22,52.7,91.08,71.43,/kaggle/working/models_2/103/56.22_002232_24_mem_3_ltsm_1_dense_1_unit_64.h5
c002136,103,37.34,56.51,55.69,55.78,/kaggle/working/models_2/103/37.34_002136_24_mem_3_ltsm_1_dense_1_unit_64.h5
c601233,103,55.83,63.19,317.65,92.0,/kaggle/working/models_2/103/55.83_601233_24_mem_3_ltsm_1_dense_1_unit_64.h5
c603728,103,65.82,41.54,751.79,86.43,/kaggle/working/models_2/103/65.82_603728_24_mem_3_ltsm_1_dense_1_unit_64.h5
c003005,103,323.37,71.93,1542.02,87.33,/kaggle/working/models_2/103/323.37_003005_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600487,103,19.66,84.22,6.67,13.95,/kaggle/working/models_2/103/19.66_600487_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600694,103,77.54,74.92,32.43,21.87,/kaggle/working/models_2/103/77.54_600694_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600703,103,7.38,47.93,149.15,41.06,/kaggle/working/models_2/103/7.38_600703_20_mem_3_ltsm_1_dense_1_unit_64.h5
