code,klt,loss,mape,val_loss,val_mape,modelname
c600714,103,5.64,19.5,2.84,13.91,/kaggle/working/models_2/103/5.64_600714_38_mem_3_ltsm_1_dense_1_unit_64.h5
c600804,103,14.66,81.44,23.33,66.32,/kaggle/working/models_2/103/14.66_600804_19_mem_3_ltsm_1_dense_1_unit_64.h5
c002655,103,7.99,22.34,4.71,15.73,/kaggle/working/models_2/103/7.99_002655_42_mem_3_ltsm_1_dense_1_unit_64.h5
c600698,103,2.16,19.95,1.21,20.25,/kaggle/working/models_2/103/2.16_600698_33_mem_3_ltsm_1_dense_1_unit_64.h5
c603970,103,228.49,86.56,835.15,100.36,/kaggle/working/models_2/103/228.49_603970_16_mem_3_ltsm_1_dense_1_unit_64.h5
c605138,103,1.01,7.51,89.47,81.03,/kaggle/working/models_2/103/1.01_605138_42_mem_3_ltsm_1_dense_1_unit_64.h5
c002740,103,41.96,64.08,13.73,99.99,/kaggle/working/models_2/103/41.96_002740_25_mem_3_ltsm_1_dense_1_unit_64.h5
c002113,103,1.23,37.6,0.06,13.85,/kaggle/working/models_2/103/1.23_002113_29_mem_3_ltsm_1_dense_1_unit_64.h5
c600081,103,9.37,37.39,3.83,16.01,/kaggle/working/models_2/103/9.37_600081_23_mem_3_ltsm_1_dense_1_unit_64.h5
c000014,103,2.68,22.5,3.5,16.95,/kaggle/working/models_2/103/2.68_000014_38_mem_3_ltsm_1_dense_1_unit_64.h5
c605589,103,36.29,22.29,208.84,50.13,/kaggle/working/models_2/103/36.29_605589_40_mem_3_ltsm_1_dense_1_unit_64.h5
c002380,103,37.8,30.71,36.02,35.52,/kaggle/working/models_2/103/37.80_002380_36_mem_3_ltsm_1_dense_1_unit_64.h5
c002050,103,2.05,85.3,149.72,52.26,/kaggle/working/models_2/103/2.05_002050_26_mem_3_ltsm_1_dense_1_unit_64.h5
