code,klt,loss,mape,val_loss,val_mape,modelname
c000797,103,0.38,16.81,0.82,19.33,/content/drive/MyDrive/stock/data/working/models_2/103/0.38_000797_28_mem_3_ltsm_1_dense_1_unit_64.h5
c002652,103,1.28,16.01,1.37,28.27,/content/drive/MyDrive/stock/data/working/models_2/103/1.28_002652_37_mem_3_ltsm_1_dense_1_unit_64.h5
c000421,103,1.24,21.6,1.29,14.34,/content/drive/MyDrive/stock/data/working/models_2/103/1.24_000421_36_mem_3_ltsm_1_dense_1_unit_64.h5
c000800,103,8.8,155.48,6.24,26.24,/content/drive/MyDrive/stock/data/working/models_2/103/8.80_000800_24_mem_3_ltsm_1_dense_1_unit_64.h5
c600051,103,3.06,22.05,2.37,17.63,/content/drive/MyDrive/stock/data/working/models_2/103/3.06_600051_31_mem_3_ltsm_1_dense_1_unit_64.h5
c002703,103,4.92,20.45,8.13,22.89,/content/drive/MyDrive/stock/data/working/models_2/103/4.92_002703_42_mem_3_ltsm_1_dense_1_unit_64.h5
c002911,103,3.66,15.03,16.57,25.61,/content/drive/MyDrive/stock/data/working/models_2/103/3.66_002911_49_mem_3_ltsm_1_dense_1_unit_64.h5
c002644,103,9.4,30.16,7.09,29.65,/content/drive/MyDrive/stock/data/working/models_2/103/9.40_002644_38_mem_3_ltsm_1_dense_1_unit_64.h5
c000666,103,10.16,32.32,11.55,27.98,/content/drive/MyDrive/stock/data/working/models_2/103/10.16_000666_27_mem_3_ltsm_1_dense_1_unit_64.h5
c601858,103,2.44,12.62,6.3,24.98,/content/drive/MyDrive/stock/data/working/models_2/103/2.44_601858_33_mem_3_ltsm_1_dense_1_unit_64.h5
c002875,103,5.11,13.21,37.62,20.16,/content/drive/MyDrive/stock/data/working/models_2/103/5.11_002875_47_mem_3_ltsm_1_dense_1_unit_64.h5
c600130,103,1.46,19.04,0.41,12.33,/content/drive/MyDrive/stock/data/working/models_2/103/1.46_600130_34_mem_3_ltsm_1_dense_1_unit_64.h5
c600647,103,14.27,27.18,22.7,32.21,/content/drive/MyDrive/stock/data/working/models_2/103/14.27_600647_30_mem_3_ltsm_1_dense_1_unit_64.h5
c603689,103,1.31,10.83,1.87,11.86,/content/drive/MyDrive/stock/data/working/models_2/103/1.31_603689_43_mem_3_ltsm_1_dense_1_unit_64.h5
c002855,103,2.14,10.81,1.54,10.69,/content/drive/MyDrive/stock/data/working/models_2/103/2.14_002855_41_mem_3_ltsm_1_dense_1_unit_64.h5
c600266,103,2.35,49.11,0.98,16.56,/content/drive/MyDrive/stock/data/working/models_2/103/2.35_600266_31_mem_3_ltsm_1_dense_1_unit_64.h5
c603811,103,6.96,16.12,3.46,9.81,/content/drive/MyDrive/stock/data/working/models_2/103/6.96_603811_46_mem_3_ltsm_1_dense_1_unit_64.h5
