epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,155.74,99.2,51.85,97.87,603166,101,3,1,1,64
1,147.13,95.55,45.94,92.11,603166,101,3,1,1,64
2,119.68,83.3,26.37,69.66,603166,101,3,1,1,64
3,52.14,33.16,2.4,18.83,603166,101,3,1,1,64
4,22.09,38.64,2.41,14.14,603166,101,3,1,1,64
5,17.4,42.44,5.05,28.57,603166,101,3,1,1,64
6,11.83,16.13,0.98,8.42,603166,101,3,1,1,64
7,10.94,18.33,0.51,7.07,603166,101,3,1,1,64
8,9.04,12.12,1.11,12.94,603166,101,3,1,1,64
9,8.27,11.57,0.86,10.84,603166,101,3,1,1,64
10,6.82,11.48,0.96,11.33,603166,101,3,1,1,64
11,6.22,11.24,1.04,11.73,603166,101,3,1,1,64
12,5.07,10.72,1.27,12.75,603166,101,3,1,1,64
13,4.0,10.43,1.31,12.27,603166,101,3,1,1,64
14,3.43,10.12,1.78,14.92,603166,101,3,1,1,64
15,3.49,10.49,0.77,9.24,603166,101,3,1,1,64
16,3.83,11.36,2.68,19.71,603166,101,3,1,1,64
17,9.99,22.97,1.54,10.25,603166,101,3,1,1,64
