epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,63.93,96.62,23.05,89.15,601777,101,3,1,1,64
1,38.33,67.92,3.25,25.15,601777,101,3,1,1,64
2,4.32,23.41,1.63,22.88,601777,101,3,1,1,64
3,2.69,13.96,0.17,6.37,601777,101,3,1,1,64
4,1.97,10.4,0.51,11.1,601777,101,3,1,1,64
5,1.57,10.07,0.36,9.08,601777,101,3,1,1,64
6,1.41,9.66,0.28,8.03,601777,101,3,1,1,64
7,1.25,9.43,0.31,8.31,601777,101,3,1,1,64
8,1.2,9.56,0.32,8.24,601777,101,3,1,1,64
9,1.1,9.03,0.28,7.76,601777,101,3,1,1,64
10,1.01,9.12,0.22,6.72,601777,101,3,1,1,64
11,0.92,8.77,0.22,6.68,601777,101,3,1,1,64
12,0.96,8.9,0.17,5.8,601777,101,3,1,1,64
13,0.92,9.14,0.17,6.11,601777,101,3,1,1,64
14,0.86,8.54,0.22,6.83,601777,101,3,1,1,64
15,0.78,8.72,0.26,7.29,601777,101,3,1,1,64
16,0.92,9.04,0.61,12.5,601777,101,3,1,1,64
17,0.77,9.16,0.65,13.91,601777,101,3,1,1,64
18,0.85,9.57,0.46,8.94,601777,101,3,1,1,64
19,0.88,8.87,0.56,13.43,601777,101,3,1,1,64
20,1.67,15.44,0.1,4.97,601777,101,3,1,1,64
21,1.25,11.8,0.51,12.7,601777,101,3,1,1,64
22,1.42,11.79,0.1,4.14,601777,101,3,1,1,64
23,1.13,10.29,0.29,7.45,601777,101,3,1,1,64
24,1.91,12.83,0.41,11.86,601777,101,3,1,1,64
25,0.97,10.18,0.2,6.03,601777,101,3,1,1,64
26,0.85,9.07,0.2,7.48,601777,101,3,1,1,64
27,0.81,9.12,0.14,4.95,601777,101,3,1,1,64
28,0.72,7.91,0.23,8.33,601777,101,3,1,1,64
29,0.64,8.3,0.1,4.3,601777,101,3,1,1,64
30,0.63,7.6,0.18,7.0,601777,101,3,1,1,64
31,0.62,7.92,0.12,4.68,601777,101,3,1,1,64
32,0.6,7.58,0.25,8.73,601777,101,3,1,1,64
