epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,1.27,19.13,0.01,4.53,600462,101,3,1,1,64
1,0.22,9.28,0.01,4.5,600462,101,3,1,1,64
2,0.17,8.27,0.02,5.55,600462,101,3,1,1,64
3,0.16,8.29,0.01,2.7,600462,101,3,1,1,64
4,0.15,8.27,0.0,2.52,600462,101,3,1,1,64
5,0.15,7.7,0.01,4.11,600462,101,3,1,1,64
6,0.13,7.2,0.0,2.02,600462,101,3,1,1,64
7,0.13,6.96,0.0,2.22,600462,101,3,1,1,64
8,0.14,7.68,0.02,4.76,600462,101,3,1,1,64
9,0.13,7.35,0.0,1.97,600462,101,3,1,1,64
10,0.12,7.14,0.0,2.83,600462,101,3,1,1,64
11,0.11,6.61,0.0,2.44,600462,101,3,1,1,64
12,0.11,6.76,0.02,7.13,600462,101,3,1,1,64
13,0.11,6.63,0.0,2.03,600462,101,3,1,1,64
14,0.11,6.94,0.02,6.72,600462,101,3,1,1,64
15,0.13,7.16,0.01,4.21,600462,101,3,1,1,64
16,0.11,6.73,0.0,2.6,600462,101,3,1,1,64
17,0.11,6.85,0.0,1.65,600462,101,3,1,1,64
18,0.1,6.79,0.01,5.01,600462,101,3,1,1,64
19,0.09,6.31,0.0,1.32,600462,101,3,1,1,64
20,0.1,6.65,0.0,2.33,600462,101,3,1,1,64
21,0.09,6.3,0.01,4.22,600462,101,3,1,1,64
22,0.09,6.34,0.0,2.02,600462,101,3,1,1,64
23,0.09,6.49,0.01,3.41,600462,101,3,1,1,64
24,0.09,6.51,0.01,4.56,600462,101,3,1,1,64
25,0.09,6.47,0.0,2.5,600462,101,3,1,1,64
26,0.08,6.36,0.03,7.83,600462,101,3,1,1,64
27,0.08,5.92,0.0,3.19,600462,101,3,1,1,64
28,0.07,5.84,0.01,4.68,600462,101,3,1,1,64
29,0.07,5.65,0.01,4.63,600462,101,3,1,1,64
