epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,37.71,81.99,6.2,48.08,600825,101,3,1,1,64
1,18.37,248.85,2.49,31.21,600825,101,3,1,1,64
2,4.6,39.77,2.19,29.2,600825,101,3,1,1,64
3,3.64,39.8,0.42,12.44,600825,101,3,1,1,64
4,3.04,76.09,0.17,6.73,600825,101,3,1,1,64
5,1.91,35.66,0.18,6.15,600825,101,3,1,1,64
6,1.65,41.61,0.2,5.63,600825,101,3,1,1,64
7,1.39,39.57,0.1,4.34,600825,101,3,1,1,64
8,1.35,36.47,0.11,4.69,600825,101,3,1,1,64
9,1.29,29.67,0.18,7.02,600825,101,3,1,1,64
10,1.06,22.95,0.34,10.59,600825,101,3,1,1,64
11,0.85,17.63,0.23,7.54,600825,101,3,1,1,64
12,0.76,17.85,0.16,5.35,600825,101,3,1,1,64
13,0.64,18.23,0.07,3.28,600825,101,3,1,1,64
14,0.65,18.1,0.06,4.24,600825,101,3,1,1,64
15,0.75,21.09,0.13,6.6,600825,101,3,1,1,64
16,0.95,26.42,0.46,12.54,600825,101,3,1,1,64
17,1.33,34.53,0.23,7.75,600825,101,3,1,1,64
18,1.35,38.98,0.2,6.1,600825,101,3,1,1,64
19,0.94,25.32,0.39,10.04,600825,101,3,1,1,64
20,1.03,16.5,1.3,20.77,600825,101,3,1,1,64
21,1.34,18.78,1.23,19.89,600825,101,3,1,1,64
22,2.41,25.22,0.67,13.48,600825,101,3,1,1,64
23,2.27,27.17,0.94,19.23,600825,101,3,1,1,64
24,1.29,38.56,2.73,33.79,600825,101,3,1,1,64
