epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,19.88,97.08,10.65,91.53,600023,101,3,1,1,64
1,15.02,81.91,4.67,60.4,600023,101,3,1,1,64
2,3.3,30.7,0.98,26.58,600023,101,3,1,1,64
3,2.14,26.75,1.27,31.52,600023,101,3,1,1,64
4,1.06,15.91,0.02,2.38,600023,101,3,1,1,64
5,0.59,12.1,0.02,2.42,600023,101,3,1,1,64
6,0.46,9.07,0.07,7.15,600023,101,3,1,1,64
7,0.39,8.62,0.02,3.36,600023,101,3,1,1,64
8,0.41,8.66,0.03,3.5,600023,101,3,1,1,64
9,0.35,8.4,0.02,2.56,600023,101,3,1,1,64
10,0.32,7.95,0.02,3.12,600023,101,3,1,1,64
11,0.3,8.19,0.02,2.54,600023,101,3,1,1,64
12,0.28,7.98,0.02,2.75,600023,101,3,1,1,64
13,0.25,7.7,0.02,2.46,600023,101,3,1,1,64
14,0.25,7.78,0.01,2.38,600023,101,3,1,1,64
15,0.22,7.35,0.01,2.3,600023,101,3,1,1,64
16,0.23,7.65,0.01,2.27,600023,101,3,1,1,64
17,0.25,7.86,0.01,2.3,600023,101,3,1,1,64
18,0.29,8.27,0.02,3.55,600023,101,3,1,1,64
19,0.26,8.26,0.01,1.79,600023,101,3,1,1,64
20,0.22,8.01,0.03,3.67,600023,101,3,1,1,64
21,0.21,7.45,0.01,1.91,600023,101,3,1,1,64
22,0.3,8.48,0.03,3.9,600023,101,3,1,1,64
23,0.46,10.5,0.03,4.29,600023,101,3,1,1,64
24,0.28,8.84,0.02,2.27,600023,101,3,1,1,64
25,0.3,8.66,0.04,4.89,600023,101,3,1,1,64
26,0.5,10.93,0.01,2.03,600023,101,3,1,1,64
27,0.3,9.6,0.03,4.04,600023,101,3,1,1,64
28,0.23,7.94,0.04,4.85,600023,101,3,1,1,64
29,0.42,9.95,0.02,2.45,600023,101,3,1,1,64
