epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,331.01,99.76,696.29,99.67,002997,101,3,1,1,64
1,326.47,99.09,689.67,99.2,002997,101,3,1,1,64
2,320.73,98.31,678.43,98.38,002997,101,3,1,1,64
3,312.06,97.15,658.94,96.96,002997,101,3,1,1,64
4,299.25,95.45,624.59,94.39,002997,101,3,1,1,64
5,279.89,92.81,566.54,89.85,002997,101,3,1,1,64
6,255.62,89.12,480.79,82.65,002997,101,3,1,1,64
7,227.18,84.23,378.02,73.04,002997,101,3,1,1,64
8,193.94,77.7,278.88,62.38,002997,101,3,1,1,64
9,159.72,69.67,195.71,51.8,002997,101,3,1,1,64
10,122.07,58.92,131.57,41.88,002997,101,3,1,1,64
11,77.48,44.81,84.71,32.83,002997,101,3,1,1,64
12,33.41,27.09,51.63,24.57,002997,101,3,1,1,64
13,15.07,15.52,31.19,17.78,002997,101,3,1,1,64
14,21.39,22.3,21.15,13.57,002997,101,3,1,1,64
15,27.75,27.33,17.35,11.82,002997,101,3,1,1,64
16,28.18,27.44,16.81,11.62,002997,101,3,1,1,64
17,20.54,22.33,17.67,12.1,002997,101,3,1,1,64
18,16.15,17.71,18.72,12.67,002997,101,3,1,1,64
19,15.2,16.11,19.2,12.95,002997,101,3,1,1,64
20,14.13,15.98,18.83,12.81,002997,101,3,1,1,64
21,13.62,15.2,17.81,12.33,002997,101,3,1,1,64
22,14.43,15.87,16.36,11.63,002997,101,3,1,1,64
23,14.22,15.88,15.01,10.97,002997,101,3,1,1,64
24,13.02,14.91,13.95,10.46,002997,101,3,1,1,64
25,14.11,16.09,13.29,10.16,002997,101,3,1,1,64
26,14.58,16.2,12.91,10.0,002997,101,3,1,1,64
27,14.42,15.5,12.65,9.9,002997,101,3,1,1,64
28,13.15,14.58,12.47,9.83,002997,101,3,1,1,64
29,13.13,14.93,12.27,9.77,002997,101,3,1,1,64
30,12.75,14.49,12.06,9.71,002997,101,3,1,1,64
31,11.27,13.68,11.78,9.63,002997,101,3,1,1,64
32,10.87,13.58,11.3,9.44,002997,101,3,1,1,64
33,11.43,13.86,10.66,9.17,002997,101,3,1,1,64
34,10.91,13.22,10.18,8.98,002997,101,3,1,1,64
35,10.01,13.21,9.68,8.77,002997,101,3,1,1,64
36,9.9,13.04,9.2,8.58,002997,101,3,1,1,64
37,7.28,11.27,8.46,8.24,002997,101,3,1,1,64
38,7.19,11.2,7.35,7.7,002997,101,3,1,1,64
39,6.36,10.6,6.11,7.2,002997,101,3,1,1,64
40,5.67,10.27,5.2,6.91,002997,101,3,1,1,64
41,6.18,10.58,4.58,6.79,002997,101,3,1,1,64
42,4.79,9.18,4.21,6.73,002997,101,3,1,1,64
43,4.8,9.53,4.13,6.75,002997,101,3,1,1,64
44,4.61,9.15,4.28,6.89,002997,101,3,1,1,64
45,4.75,9.05,4.53,7.08,002997,101,3,1,1,64
46,4.39,9.07,4.67,7.18,002997,101,3,1,1,64
47,4.3,8.83,4.52,7.06,002997,101,3,1,1,64
48,3.94,8.64,4.1,6.71,002997,101,3,1,1,64
49,4.01,8.55,3.67,6.34,002997,101,3,1,1,64
