epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,31.98,97.31,46.9,95.54,002288,101,3,1,1,64
1,24.43,74.58,33.5,69.03,002288,101,3,1,1,64
2,13.71,42.41,11.15,36.74,002288,101,3,1,1,64
3,5.46,31.73,1.11,11.85,002288,101,3,1,1,64
4,1.82,20.48,0.67,10.31,002288,101,3,1,1,64
5,0.85,11.9,0.5,7.93,002288,101,3,1,1,64
6,0.7,10.05,0.4,6.69,002288,101,3,1,1,64
7,0.6,10.22,0.45,7.34,002288,101,3,1,1,64
8,0.56,9.65,0.29,5.68,002288,101,3,1,1,64
9,0.56,9.99,0.33,5.69,002288,101,3,1,1,64
10,0.56,10.28,0.22,5.05,002288,101,3,1,1,64
11,0.5,9.56,0.31,5.38,002288,101,3,1,1,64
12,0.49,9.7,0.26,5.12,002288,101,3,1,1,64
13,0.42,9.04,0.17,4.04,002288,101,3,1,1,64
14,0.45,9.36,0.26,4.75,002288,101,3,1,1,64
15,0.44,9.02,0.15,3.93,002288,101,3,1,1,64
16,0.43,8.8,0.29,5.11,002288,101,3,1,1,64
17,0.44,8.98,0.2,4.87,002288,101,3,1,1,64
18,0.58,9.54,0.83,9.89,002288,101,3,1,1,64
19,0.74,11.57,0.63,10.14,002288,101,3,1,1,64
20,1.07,13.35,0.38,8.19,002288,101,3,1,1,64
21,0.7,14.07,0.52,7.29,002288,101,3,1,1,64
22,0.65,11.26,0.81,12.0,002288,101,3,1,1,64
23,1.25,13.91,0.83,12.77,002288,101,3,1,1,64
24,0.94,17.21,0.39,8.31,002288,101,3,1,1,64
