epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,93.26,99.4,83.6,97.7,002449,101,3,1,1,64
1,80.67,93.38,63.43,85.58,002449,101,3,1,1,64
2,31.52,62.34,1.87,14.18,002449,101,3,1,1,64
3,4.77,21.9,3.88,19.5,002449,101,3,1,1,64
4,3.63,21.24,0.59,7.38,002449,101,3,1,1,64
5,3.0,16.9,0.4,5.45,002449,101,3,1,1,64
6,2.23,12.16,0.75,7.73,002449,101,3,1,1,64
7,1.99,12.16,0.58,6.99,002449,101,3,1,1,64
8,1.9,11.27,0.39,5.58,002449,101,3,1,1,64
9,1.74,11.39,0.42,5.92,002449,101,3,1,1,64
10,1.62,10.68,0.42,5.95,002449,101,3,1,1,64
11,1.46,10.31,0.31,5.02,002449,101,3,1,1,64
12,1.5,10.91,0.41,5.91,002449,101,3,1,1,64
13,1.38,9.69,0.21,3.95,002449,101,3,1,1,64
14,1.34,10.47,0.3,4.95,002449,101,3,1,1,64
15,1.22,9.34,0.19,3.78,002449,101,3,1,1,64
16,1.23,9.52,0.26,4.62,002449,101,3,1,1,64
17,1.13,8.7,0.13,2.97,002449,101,3,1,1,64
18,1.14,9.74,0.35,5.55,002449,101,3,1,1,64
19,1.11,9.22,0.11,2.7,002449,101,3,1,1,64
20,1.2,10.76,0.26,4.67,002449,101,3,1,1,64
21,1.03,8.79,0.1,2.57,002449,101,3,1,1,64
22,1.0,9.45,0.24,4.52,002449,101,3,1,1,64
23,1.01,8.77,0.13,3.1,002449,101,3,1,1,64
24,1.05,9.76,0.22,4.39,002449,101,3,1,1,64
