epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,43.01,86.86,5.43,33.2,600333,101,3,1,1,64
1,3.38,23.88,3.12,32.86,600333,101,3,1,1,64
2,1.34,13.8,0.22,8.2,600333,101,3,1,1,64
3,1.47,12.48,0.39,11.05,600333,101,3,1,1,64
4,0.81,10.08,0.12,5.1,600333,101,3,1,1,64
5,0.69,9.3,0.3,9.3,600333,101,3,1,1,64
6,0.59,8.64,0.14,5.1,600333,101,3,1,1,64
7,0.6,8.45,0.18,6.18,600333,101,3,1,1,64
8,0.55,8.5,0.17,6.29,600333,101,3,1,1,64
9,0.55,8.28,0.17,6.18,600333,101,3,1,1,64
10,0.5,7.9,0.12,4.92,600333,101,3,1,1,64
11,0.46,7.58,0.09,3.96,600333,101,3,1,1,64
12,0.46,7.57,0.07,3.42,600333,101,3,1,1,64
13,0.45,7.57,0.08,4.05,600333,101,3,1,1,64
14,0.43,7.39,0.09,4.59,600333,101,3,1,1,64
15,0.4,7.15,0.09,4.55,600333,101,3,1,1,64
16,0.42,7.17,0.1,4.56,600333,101,3,1,1,64
17,0.4,7.07,0.06,3.25,600333,101,3,1,1,64
18,0.42,7.13,0.07,3.4,600333,101,3,1,1,64
19,0.4,7.07,0.07,3.46,600333,101,3,1,1,64
20,0.37,6.76,0.07,3.39,600333,101,3,1,1,64
21,0.38,7.1,0.07,3.78,600333,101,3,1,1,64
22,0.44,7.33,0.12,4.61,600333,101,3,1,1,64
23,0.41,7.34,0.07,3.62,600333,101,3,1,1,64
24,0.41,7.47,0.1,4.98,600333,101,3,1,1,64
25,0.47,7.73,0.12,4.54,600333,101,3,1,1,64
26,0.39,7.4,0.13,6.16,600333,101,3,1,1,64
27,0.4,7.15,0.06,3.55,600333,101,3,1,1,64
28,0.5,7.95,0.14,5.12,600333,101,3,1,1,64
29,0.41,7.79,0.21,8.09,600333,101,3,1,1,64
30,0.42,7.53,0.08,4.05,600333,101,3,1,1,64
31,0.51,8.26,0.14,5.23,600333,101,3,1,1,64
32,0.46,7.76,0.15,6.5,600333,101,3,1,1,64
33,0.45,8.12,0.14,5.8,600333,101,3,1,1,64
34,0.53,8.95,0.06,3.17,600333,101,3,1,1,64
35,0.42,7.11,0.04,2.14,600333,101,3,1,1,64
36,0.41,7.06,0.12,4.94,600333,101,3,1,1,64
37,0.35,7.07,0.07,4.09,600333,101,3,1,1,64
38,0.33,6.33,0.06,3.1,600333,101,3,1,1,64
39,0.33,6.5,0.05,2.93,600333,101,3,1,1,64
40,0.31,6.24,0.03,1.86,600333,101,3,1,1,64
41,0.35,6.56,0.06,3.56,600333,101,3,1,1,64
42,0.35,6.95,0.04,2.89,600333,101,3,1,1,64
43,0.33,6.66,0.08,4.78,600333,101,3,1,1,64
44,0.35,6.66,0.06,3.52,600333,101,3,1,1,64
45,0.3,6.08,0.02,1.84,600333,101,3,1,1,64
46,0.3,6.2,0.06,3.63,600333,101,3,1,1,64
47,0.33,6.56,0.03,2.39,600333,101,3,1,1,64
48,0.31,6.21,0.03,2.14,600333,101,3,1,1,64
49,0.32,6.26,0.07,3.83,600333,101,3,1,1,64
