epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,177.08,99.76,84.33,99.26,603717,101,3,1,1,64
1,173.48,98.55,81.76,97.69,603717,101,3,1,1,64
2,166.14,95.95,75.95,94.12,603717,101,3,1,1,64
3,145.91,88.3,59.99,83.62,603717,101,3,1,1,64
4,92.91,62.38,26.29,50.51,603717,101,3,1,1,64
5,38.92,26.91,9.59,29.59,603717,101,3,1,1,64
6,28.57,37.91,8.42,30.93,603717,101,3,1,1,64
7,23.01,35.89,2.15,14.65,603717,101,3,1,1,64
8,15.71,19.76,5.15,24.85,603717,101,3,1,1,64
9,15.34,19.61,5.54,25.74,603717,101,3,1,1,64
10,11.56,14.69,2.24,14.83,603717,101,3,1,1,64
11,10.92,16.11,3.23,19.1,603717,101,3,1,1,64
12,8.55,13.55,3.96,21.79,603717,101,3,1,1,64
13,7.4,12.74,2.63,16.67,603717,101,3,1,1,64
14,6.8,12.1,2.51,15.81,603717,101,3,1,1,64
15,5.76,10.82,2.83,16.71,603717,101,3,1,1,64
16,5.2,10.19,2.59,14.89,603717,101,3,1,1,64
17,4.07,10.07,2.49,14.26,603717,101,3,1,1,64
