epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,104.62,99.88,77.39,99.05,605006,101,3,1,1,64
1,102.73,98.9,76.03,98.17,605006,101,3,1,1,64
2,100.61,97.86,74.36,97.08,605006,101,3,1,1,64
3,97.81,96.52,72.23,95.69,605006,101,3,1,1,64
4,93.81,94.59,69.46,93.83,605006,101,3,1,1,64
5,87.64,91.64,65.67,91.25,605006,101,3,1,1,64
6,78.38,87.1,60.28,87.45,605006,101,3,1,1,64
7,64.51,79.67,52.33,81.53,605006,101,3,1,1,64
8,45.21,67.67,40.57,71.83,605006,101,3,1,1,64
9,24.11,49.69,24.36,55.48,605006,101,3,1,1,64
10,9.25,27.29,7.96,30.39,605006,101,3,1,1,64
11,7.45,25.71,1.11,9.81,605006,101,3,1,1,64
12,9.72,28.88,1.21,9.59,605006,101,3,1,1,64
13,7.01,22.55,0.77,8.47,605006,101,3,1,1,64
14,3.27,14.76,0.12,2.97,605006,101,3,1,1,64
15,1.61,10.1,0.29,5.19,605006,101,3,1,1,64
16,2.29,11.68,0.71,8.87,605006,101,3,1,1,64
17,2.98,13.25,0.77,9.3,605006,101,3,1,1,64
18,2.87,12.87,0.49,7.15,605006,101,3,1,1,64
19,2.33,11.83,0.17,3.64,605006,101,3,1,1,64
20,1.69,10.37,0.07,2.33,605006,101,3,1,1,64
21,1.71,10.57,0.12,3.34,605006,101,3,1,1,64
22,1.69,10.98,0.15,3.62,605006,101,3,1,1,64
23,1.98,11.79,0.1,2.64,605006,101,3,1,1,64
24,1.53,10.24,0.1,2.76,605006,101,3,1,1,64
