epoch,loss,mape,val_loss,val_mape,code,klt,the_mem_days,the_lstm_layers,the_dense_layers,the_units
0,269.24,100.0,259.93,99.83,601089,101,3,1,1,64
1,268.38,99.84,259.22,99.7,601089,101,3,1,1,64
2,267.48,99.67,258.46,99.55,601089,101,3,1,1,64
3,266.73,99.52,257.63,99.39,601089,101,3,1,1,64
4,265.73,99.34,256.68,99.2,601089,101,3,1,1,64
5,264.61,99.12,255.59,98.99,601089,101,3,1,1,64
6,263.41,98.89,254.34,98.75,601089,101,3,1,1,64
7,261.94,98.62,252.88,98.47,601089,101,3,1,1,64
8,260.27,98.3,251.18,98.13,601089,101,3,1,1,64
9,258.54,97.96,249.18,97.74,601089,101,3,1,1,64
10,256.36,97.54,246.81,97.27,601089,101,3,1,1,64
11,253.23,96.93,243.99,96.72,601089,101,3,1,1,64
12,250.2,96.33,240.66,96.05,601089,101,3,1,1,64
13,246.65,95.63,236.69,95.25,601089,101,3,1,1,64
14,242.45,94.78,231.95,94.29,601089,101,3,1,1,64
15,237.09,93.71,226.32,93.13,601089,101,3,1,1,64
16,231.63,92.55,219.62,91.73,601089,101,3,1,1,64
17,224.61,91.1,211.71,90.05,601089,101,3,1,1,64
18,217.59,89.59,202.44,88.05,601089,101,3,1,1,64
19,210.17,88.02,191.72,85.67,601089,101,3,1,1,64
20,200.25,85.77,179.54,82.88,601089,101,3,1,1,64
21,188.28,83.01,165.98,79.67,601089,101,3,1,1,64
22,176.28,80.19,151.26,76.03,601089,101,3,1,1,64
23,164.81,77.4,135.72,72.0,601089,101,3,1,1,64
24,151.54,73.93,119.72,67.6,601089,101,3,1,1,64
